"run","seed_percent","","","",""
1,1e-05,0.689670623188992,0.585325311377823,0.644329108106963,0.724163947156961
2,1e-05,0.644218802446508,0.6589596247356,0.637478974352853,0.685289951565215
3,1e-05,0.704007898215611,0.617444399238851,0.568351553105884,0.699967601388271
4,1e-05,0.661079995109651,0.471495842427415,0.688844166751128,0.679925576307188
5,1e-05,0.577744078340545,0.708343613010679,0.656579474928406,0.677503526172395
6,5e-05,0.696989123428194,0.663789323190908,0.651100539990956,0.627994505310037
7,5e-05,0.725082240686032,0.649813229441974,0.673991384173265,0.632997302575561
8,5e-05,0.557423693594582,0.572665322686179,0.597754105806236,0.639823828271319
9,5e-05,0.661050720778395,0.674973837872021,0.622056242828844,0.63335489572679
10,5e-05,0.6385530308392,0.607251652605251,0.627962831473492,0.731360932177496
11,1e-04,0.641722434557303,0.634688639298687,0.669813735878736,0.628795227681327
12,1e-04,0.606093727658503,0.726784836651664,0.601752626821368,0.49905837684653
13,1e-04,0.635881531827516,0.614472706410334,0.690189051862946,0.647432531091655
14,1e-04,0.555502698121074,0.632990261546318,0.686402233652725,0.69968580148886
15,1e-04,0.641014870661057,0.663751955684694,0.671811615635123,0.620109378201864
16,5e-04,0.626395988547179,0.689233388519695,0.550043904514871,0.295443053753809
17,5e-04,0.583828897894084,0.506340149594262,0.580392794089996,0.699628861649096
18,5e-04,0.555471596052858,0.591342632588062,0.614858562615409,0.672311401521937
19,5e-04,0.655374957874875,0.532728787103308,0.584704247072389,0.516676691013676
20,5e-04,0.545542097160002,0.644945304291715,0.578154679090977,0.662366513084824
21,0.001,0.554780151918971,0.695823093449509,0.48075894669756,0.433239168800013
22,0.001,0.514345513093391,0.62972775695057,0.474893422686815,0.56499814140829
23,0.001,0.560845615382192,0.478350954770141,0.532226513686421,0.609037376730205
24,0.001,0.558713471686927,0.666887830124134,0.42209244045303,0.38765924389958
25,0.001,0.574216102598979,0.47910264281254,0.483892853404531,0.563503844493192
26,0.005,0.540471495354184,0.576613774645056,0.52062210660542,0.546649437466991
27,0.005,0.49014178023,0.421605906116862,0.532947752162278,0.40396539625029
28,0.005,0.576972410912505,0.307881707557057,0.428316975858317,0.510620274583601
29,0.005,0.472185762263653,0.555492876004783,0.514318945186215,0.283693800521836
30,0.005,0.584090239117306,0.514877902504853,0.462764841359079,0.416065374213898
31,0.01,0.42871675008114,0.292325017844885,0.562370968249264,0.431494023222625
32,0.01,0.453950002730528,0.473092253469831,0.265343200071764,0.417513079949857
33,0.01,0.483269498633065,0.494163201934333,0.224685080115521,0.399825008777787
34,0.01,0.470972137245957,0.573250906116498,0.0901881947236903,0.407459003137184
35,0.01,0.519411963013473,0.430488795063303,0.340146332284086,0.373475068115495
36,0.05,0.408068408150693,0.325221217659152,0.457734567460956,0.2186626153049
37,0.05,0.232815930650628,0.430428070581106,0.421432453572955,0.399610958521965
38,0.05,0.12915349026708,0.5223887108165,0.472636521244103,0.319467716258316
39,0.05,0.349385451564026,0.362881932666311,0.385590896378473,0.27688489025397
40,0.05,0.511150955088665,0.400121298424405,0.291799047668477,0.390704200926304
41,0.1,0.268074965870501,0.441262745180443,0.520651512764805,0.149312101516033
42,0.1,0.173815261556667,0.450315131302971,0.474011767651933,0.239253444635336
43,0.1,0.362332530134939,0.360102275143786,0.384275387736812,0.23010607259935
44,0.1,0.350593126714112,0.419444543735888,0.424317976357889,0.211575321717101
45,0.1,0.179701291119265,0.427335602321458,0.301351387304042,0.485199735069537
46,0.5,0.484284368678031,0.469843060929131,0.172553225805866,0.0733360877403846
47,0.5,0.12677587475626,0.3288065111628,0.321524986259141,0.476782553765543
48,0.5,0.236083154916837,0.127809367854871,0.321961079553686,0.574395065259374
49,0.5,0.207395428263246,0.387714073787369,0.302306243026449,0.325326485954957
50,0.5,0.154797040504488,0.375824643679685,0.389224158229184,0.310911141782348
51,1,0.50846206264032,0.364079221269337,0.30822411778317,0.0670314697415938
52,1,0.440750332154515,0.284080213589299,0.40454912134213,0.111017974799496
53,1,0.463657681051086,0.222815644153009,0.175881068686239,0.390827811960942
54,1,0.220683019090134,0.279693295603056,0.419741871496397,0.376926222267146
55,1,0.119831381824995,0.284743399425415,0.458115159245912,0.316666315653232
