"run","seed_percent","number_visits_sum"
1,1e-05,3725.8333836834
9,5e-05,3271.51041474639
10,5e-05,3600.03692071669
11,1e-04,3793.70590614552
12,1e-04,2830.41717119474
13,1e-04,3934.39465636455
14,1e-04,3950.96958184695
15,1e-04,4125.5431905472
16,5e-04,3721.6947055309
2,1e-05,3728.41633845306
3,1e-05,3894.09544885063
4,1e-05,3592.27174186184
5,1e-05,3614.31918131751
6,5e-05,4035.36964054764
7,5e-05,3370.03322715243
8,5e-05,2981.10595437901
17,5e-04,3989.2742705507
18,5e-04,3516.59671977053
19,5e-04,3713.629680689
20,5e-04,3669.4753727164
21,0.001,3636.89897579202
22,0.001,3619.11323551159
23,0.001,3674.73691180067
24,0.001,3708.38191533176
25,0.001,3621.18319528682
26,0.005,2888.41990321013
27,0.005,2890.05984151483
28,0.005,3717.76432864677
29,0.005,3387.04180062041
30,0.005,3307.72122157987
31,0.01,2923.25862506234
32,0.01,2843.06766059959
33,0.01,2925.83319493761
34,0.01,3016.47238280361
35,0.01,3256.05297265879
36,0.05,2518.07015853376
37,0.05,2393.66811300173
38,0.05,2802.54162124705
39,0.05,2442.93918169272
40,0.05,2908.55096980998
41,0.1,2917.07211979099
42,0.1,2550.72291880174
43,0.1,2323.93548848334
44,0.1,2155.237943466
45,0.1,2372.76814056945
46,0.5,2649.35133766859
47,0.5,2434.00662664531
48,0.5,2385.85901080529
49,0.5,2122.15615235922
50,0.5,2213.07735237465
51,1,2310.55932764637
52,1,2200.19711584699
53,1,2134.06543792559
54,1,1880.68316703037
55,1,2427.16716426867
