"run","seed_percent","","","",""
1,1e-05,0.97520225062312,0.929839048518934,0.960938939324075,0.967993193502265
2,1e-05,0.95238206222812,0.956996627939928,0.950059710009692,0.960223426225188
3,1e-05,0.976219045124542,0.956221333517388,0.915237042225874,0.961247428427064
4,1e-05,0.960266390343682,0.848066426990833,0.966149487289562,0.966764495348481
5,1e-05,0.908623747767243,0.964248832338098,0.95984678759163,0.979585555309047
6,5e-05,0.973218593374596,0.955807619202676,0.935009147877783,0.959487558787445
7,5e-05,0.963283838878128,0.96296295019227,0.957684093076116,0.957993537699418
8,5e-05,0.906943630006581,0.910347996850685,0.946461288999626,0.975364271691563
9,5e-05,0.960498361760523,0.959624849249203,0.942682579715722,0.949092442541516
10,5e-05,0.955021569299097,0.950046536126097,0.933621680452765,0.976698891216948
11,1e-04,0.956694184580058,0.961210380685341,0.942126928073049,0.964825885537236
12,1e-04,0.956750037731184,0.979219259544875,0.910874069549568,0.873068131607836
13,1e-04,0.946743700760691,0.956362871694781,0.974853018845261,0.941851098242928
14,1e-04,0.872189944841904,0.975825323715201,0.959701595931321,0.971053268282848
15,1e-04,0.94876780018458,0.976647057040569,0.967183044973609,0.907083503977336
16,5e-04,0.954910170433227,0.98817480406522,0.871322045099186,0.524599739645114
17,5e-04,0.946263193657595,0.808455790149163,0.908279706372214,0.987023249957675
18,5e-04,0.908352716234824,0.949859556602908,0.872510963780916,0.983752001810225
19,5e-04,0.96489280185181,0.850034574670766,0.957723068714583,0.952814047427393
20,5e-04,0.8326694176585,0.952623243590183,0.946100460046963,0.979912922571986
21,0.001,0.949679914175264,0.991003659764426,0.827752784126384,0.786279614802469
22,0.001,0.919533679455562,0.979370635242287,0.760650898726222,0.962207640865875
23,0.001,0.948166865872818,0.847100878904342,0.941254411417265,0.965399368171492
24,0.001,0.948017954356949,0.989849530106173,0.765260246568627,0.711146980411465
25,0.001,0.961640973985629,0.863613685992904,0.923084250579998,0.953312489418843
26,0.005,0.952648250844221,0.845558820121064,0.93420262422507,0.963432357264385
27,0.005,0.913830208344027,0.88232733243367,0.974079724290039,0.906578061452906
28,0.005,0.982996016701172,0.634623274753506,0.829334571761061,0.969439031901594
29,0.005,0.925873427623071,0.974834345377011,0.939415181564952,0.71318109665923
30,0.005,0.983828871865435,0.962957407171502,0.798047518095374,0.817132608630586
31,0.01,0.924428334545814,0.67960114009951,0.982304561607705,0.912759403066888
32,0.01,0.962473731751657,0.954818541321351,0.708706536784884,0.930110904526005
33,0.01,0.958831129052167,0.972996173521231,0.577120378034,0.919338631704787
34,0.01,0.954233652745028,0.987573226113512,0.280762964217357,0.867986079502517
35,0.01,0.975417730111884,0.940327326576719,0.7861264409364,0.865977264229587
36,0.05,0.954592957351201,0.881217360312315,0.9749984726421,0.719149140750543
37,0.05,0.691809196402454,0.960086121965879,0.953168816982613,0.940732621849576
38,0.05,0.310334074092024,0.983820298336171,0.972209985384015,0.838145118213533
39,0.05,0.919698475649611,0.939234310940468,0.948770479564045,0.81595725217947
40,0.05,0.984837466255471,0.937436317682719,0.524871188520032,0.926582462350394
41,0.1,0.772064743498363,0.971177940782988,0.987982170341498,0.408990405907846
42,0.1,0.55905969449381,0.976704847053676,0.980255575739422,0.791467992708446
43,0.1,0.934030481403336,0.938798223787287,0.952324430335921,0.783431141588075
44,0.1,0.925476952926025,0.961371203114172,0.969086827934475,0.674117601529048
45,0.1,0.578665697771026,0.966890123689919,0.858249937005755,0.979711067886838
46,0.5,0.984699677408417,0.983241591724131,0.718545223916499,0.146076915227612
47,0.5,0.491513916091046,0.921589072977357,0.918618058810232,0.984178605641162
48,0.5,0.815290365386259,0.557889878561273,0.910533849445442,0.993788693023617
49,0.5,0.778339932967986,0.963355612469304,0.91683285275847,0.929618255941127
50,0.5,0.606654821743123,0.958845017785013,0.961928451684615,0.919697230229407
51,1,0.987675830872589,0.945689453241222,0.91082218057898,0.186207592239833
52,1,0.976829385710238,0.881286315868834,0.967008037678532,0.492415539706262
53,1,0.982510456174952,0.808639084806861,0.678658946806559,0.964550734504412
54,1,0.802503315566839,0.874108664673163,0.97136158790637,0.955758775279009
55,1,0.538491710485801,0.896644639302937,0.983102468622172,0.933982986640531
