"run","seed_percent","","","",""
1,1e-05,0.805337574273867,0.700166100538907,0.764300494104384,0.82546133741218
2,1e-05,0.760937279589912,0.772593825043486,0.755212909636682,0.795340872262601
3,1e-05,0.816516725966874,0.739732629647158,0.682205257558793,0.806563680357613
4,1e-05,0.777580683521548,0.573620772395646,0.795503941757593,0.792856642731865
5,1e-05,0.689068012475808,0.814688036494944,0.77706960438595,0.800211992319119
6,5e-05,0.808161058102794,0.777139816523846,0.756571916577786,0.746392795361988
7,5e-05,0.823571655388637,0.76557101785496,0.785563442878643,0.752316183478087
8,5e-05,0.664090483713986,0.680751605286124,0.710900176901175,0.764095010514381
9,5e-05,0.770999484676015,0.788684519801196,0.7403265128361,0.74847175744498
10,5e-05,0.751475404844264,0.725574910731046,0.739893791780864,0.837744220930103
11,1e-04,0.751079878871474,0.755295483323667,0.772160765355574,0.745933766255148
12,1e-04,0.728446467812888,0.832715334068813,0.710632828804926,0.608085988542658
13,1e-04,0.752775403273514,0.727252067907641,0.803589936316249,0.758960527934393
14,1e-04,0.663128239054282,0.755244821694421,0.796287247998385,0.810518222915069
15,1e-04,0.755364821954054,0.785869152243778,0.782342074022954,0.725972019048027
16,5e-04,0.73546145140104,0.81039223135367,0.647711705062646,0.353259635352016
17,5e-04,0.696572531358446,0.601336551829103,0.684490634961068,0.814126435135776
18,5e-04,0.660053634594898,0.702034397721225,0.708249759033225,0.790126936122108
19,5e-04,0.761154962787331,0.626846186553482,0.696716247493179,0.634920438485502
20,5e-04,0.643362943341971,0.74641209309963,0.689188315689684,0.777026754640626
21,0.001,0.667212498503535,0.807874928588319,0.578294823533056,0.523351938644402
22,0.001,0.614404747761427,0.748038880628474,0.558873642913223,0.681009744975447
23,0.001,0.669374326895855,0.573492891211339,0.64123806125817,0.716038283691906
24,0.001,0.671292234144635,0.790836205919405,0.510666737237643,0.463324849197697
25,0.001,0.68374604135786,0.573009505160576,0.590243651815344,0.672889560441051
26,0.005,0.646982390434999,0.652489396965962,0.622052290548997,0.659582239351354
27,0.005,0.589014325992557,0.519846412010207,0.652100879964475,0.50431910506826
28,0.005,0.697714432961053,0.372929310787611,0.510003276357527,0.628788927609648
29,0.005,0.577420970085559,0.67180260614337,0.619496956731575,0.356265409056033
30,0.005,0.704049074669649,0.628035703501174,0.536890489805185,0.499759001945735
31,0.01,0.532101867130664,0.3569341309738,0.682569674909834,0.530860847207253
32,0.01,0.571113593631868,0.581580597824172,0.332795223331608,0.523029124673566
33,0.01,0.595748554095349,0.613336617214132,0.282934616091181,0.502745985336147
34,0.01,0.580814152422444,0.698964452388641,0.112136516890744,0.493613745372029
35,0.01,0.640467435186235,0.539362633732729,0.421111457329932,0.464675157282454
36,0.05,0.521676784533681,0.419994337570068,0.581452608947133,0.285550795858254
37,0.05,0.298846607962412,0.545165473729818,0.535776685650747,0.511058295354855
38,0.05,0.161150769233404,0.648729400185266,0.594511920786934,0.40465876460195
39,0.05,0.453372436282131,0.473524251243614,0.498923292134686,0.357643408468437
40,0.05,0.639067803637416,0.509245143073009,0.345549944781431,0.495444119641714
41,0.1,0.34065362424978,0.564557625072157,0.65033288637809,0.185196892337441
42,0.1,0.222811684742945,0.574197362510238,0.601789973389547,0.316548683512819
43,0.1,0.469672479624172,0.469030687959428,0.498261014536815,0.304729811968403
44,0.1,0.455647135691969,0.536679987178712,0.544886292357825,0.271619023866582
45,0.1,0.233153697936483,0.548703115630404,0.391276743475467,0.610272224213554
46,0.5,0.617455849198293,0.599946344490125,0.237392633302152,0.0861721670577231
47,0.5,0.168284386568672,0.434049790157442,0.426116111240749,0.607513850663094
48,0.5,0.318414743408901,0.17434171267952,0.425342356721962,0.707377012176809
49,0.5,0.279872427937144,0.508906352236315,0.406402115235661,0.433480990020563
50,0.5,0.206049502821208,0.494168634513215,0.509310655761968,0.415800650065481
51,1,0.641227357417776,0.478375729020595,0.411642331986739,0.0811648555815707
52,1,0.56782857909908,0.379443248078565,0.525356959005037,0.150034553630084
53,1,0.593805406980819,0.302863883091724,0.237567757135949,0.512139218091134
54,1,0.298118288438934,0.373153985973682,0.543672549106138,0.493099997472886
55,1,0.16517315044762,0.38315354488023,0.589114964585475,0.424187178229413
