"run","seed_percent","","","",""
1,1e-05,0.0793814366171347,0.0554641217272646,0.101915248757168,0.105036856101924
2,1e-05,0.0797503645458978,0.0679547741247888,0.095920165168587,0.0926968661191294
3,1e-05,0.0747161426724756,0.0919138190284934,0.0424896034112513,0.0882980950621512
4,1e-05,0.094172045097497,0.0157028947025274,0.11852643496843,0.0743142281839401
5,1e-05,0.0449134041307209,0.0596578282037038,0.122884349714247,0.106916205092178
6,5e-05,0.0784835829762832,0.129787573382873,0.129199586065115,0.0305244564753721
7,5e-05,0.116593265818521,0.0920179209097903,0.115552178340695,0.0779898309502554
8,5e-05,0.0788854201811431,0.0677797350588856,0.0925252718528815,0.0898953611687935
9,5e-05,0.11599619891052,0.133639990984354,0.0744980840728722,0.0458923066117009
10,5e-05,0.0882749180438847,0.0857259535834763,0.0441949808928733,0.1072093499011
11,1e-04,0.160517633874744,0.0699250658913581,0.0721493589430223,0.0533777447328179
12,1e-04,0.138450257447009,0.106681225520786,0.110067253901543,0.0341657041850753
13,1e-04,0.150326106602179,0.0714295315627578,0.0614095532112353,0.0506506534692071
14,1e-04,0.0620780835391201,0.0831167059222892,0.154496240234513,0.0500991835824028
15,1e-04,0.0801536134200475,0.0863054225446042,0.10421312139026,0.0109906401173396
16,5e-04,0.113972667379275,0.0753386388666986,0.0873059515821362,0.00425757239662173
17,5e-04,0.0434832766731114,0.0125241180498514,0.0543207888274094,0.127034549080257
18,5e-04,0.134001080278149,0.0874804146230485,0.0466391161936494,0.0911221174331507
19,5e-04,0.104341054332143,0.0718761770599876,0.0674470498491758,0.0561296461716923
20,5e-04,0.0473349041735855,0.106935430305416,0.0928436201813313,0.076156309325593
21,0.001,0.0508916936583641,0.122215356075781,0.0517640872252032,0.0119895440064133
22,0.001,0.0590778446656109,0.0645224812400902,0.0721923004762834,0.0877703062894843
23,0.001,0.0676738676922648,0.0532561277862476,0.0815233260621142,0.0698000387857338
24,0.001,0.0543701844327109,0.0852941032128885,0.122382585679417,0.0804351544359513
25,0.001,0.0746676964776139,0.0542299673792504,0.0418584875384731,0.0791291152570552
26,0.005,0.0820992650927591,0.13985830060101,0.0869560173435101,0.06875724618305
27,0.005,0.0428476013698603,0.0523817473653983,0.0701029706226463,0.0650678175835235
28,0.005,0.0766391184460107,0.0427753833120198,0.0465089141803842,0.0520728318885971
29,0.005,0.0564990017836122,0.0862726999707961,0.0408114153608526,0.0103518469681347
30,0.005,0.0813496100615226,0.0587558641652183,0.0781101365617298,0.0412602356041368
31,0.01,0.046601518136655,0.0340150641515778,0.0840477703912499,0.0458692833875823
32,0.01,0.0465282070637705,0.0845179098255972,0.0155336890539086,0.0406440052982266
33,0.01,0.0639308151551428,0.0633900875643223,0.00841600865053555,0.0458450495588044
34,0.01,0.040212442303247,0.0939788061159835,0.00016994298175928,0.0726722729172535
35,0.01,0.0605352225221878,0.0396462323120339,0.0281586362217398,0.0489066645155062
36,0.05,0.0528543525925834,0.0391257799591622,0.0556655711776256,0.0120550040640906
37,0.05,0.0188659015804173,0.0663789401852586,0.0395222880553754,0.0489699422728221
38,0.05,0.00368065893810794,0.0651259985607961,0.0650840202585941,0.0360075200730071
39,0.05,0.0328362424303137,0.0338781842939202,0.0470930614189415,0.0389722627540312
40,0.05,0.06653358731926,0.0431442732561679,0.023673043116841,0.0425787293915273
41,0.1,0.0372919717523117,0.0458332477850849,0.0633784105514675,0.0112125557950801
42,0.1,0.012421590278855,0.0574937880495899,0.0608396635685703,0.0298203954522108
43,0.1,0.0367751285935348,0.048839633990102,0.0450758461457264,0.0221516378424066
44,0.1,0.0428035284870016,0.0532218017919864,0.0527685200775913,0.038230527350272
45,0.1,0.0199651926840029,0.0490658324731749,0.0399810882779845,0.0641044966840122
46,0.5,0.0598363359530547,0.0592773880224306,0.0237626002593104,0.0286262373166751
47,0.5,0.0114077871883477,0.043257375834186,0.0343457698322793,0.0574108796355298
48,0.5,0.0281274364315101,0.0144432763823595,0.0495415562207368,0.0767393325503392
49,0.5,0.0319752551407734,0.040331288082028,0.0331841198003944,0.0400710068245133
50,0.5,0.0158149335259422,0.040918094017274,0.0446334938199454,0.0420400660768647
51,1,0.0610435265520923,0.056521882037131,0.0361341943483084,0.0119909484826119
52,1,0.0548589977755404,0.0385931070103191,0.0524741408411015,0.0140660753984687
53,1,0.0563453324284987,0.0301428179362381,0.0120715360919407,0.0571711562107105
54,1,0.0197514301443145,0.0376725409748916,0.0666246543468954,0.0463706260180364
55,1,0.0159749684098606,0.0294885007180195,0.0489139140687187,0.0407376119309001
