"run","seed_percent","","","",""
1,1e-05,0.911406920847432,0.796022849498986,0.879960808149717,0.744382986035562
2,1e-05,0.902523359523044,0.849606244015568,0.777946184837701,0.792249695151597
3,1e-05,0.717564462381404,0.858083300989171,0.778006601031591,0.899121231072458
4,1e-05,0.865074673211632,0.783119931317199,0.815165564733514,0.91947428007601
5,1e-05,0.895044597953347,0.844920431090557,0.772193672226568,0.840951867033498
6,5e-05,0.847925024391792,0.822604197133865,0.916172342959069,0.768125620640952
7,5e-05,0.762375767472073,0.86519657036526,0.759912061193345,0.916216265818888
8,5e-05,0.804693640893454,0.873373900461077,0.865566530178209,0.789542705968515
9,5e-05,0.871902900754129,0.788570304072335,0.912842964293001,0.784541636992506
10,5e-05,0.875215079543778,0.868172333285499,0.770328814858573,0.860558988396421
11,1e-04,0.847241969379325,0.834370819341787,0.874532588279028,0.831813878115404
12,1e-04,0.798984150194422,0.695918678701154,0.8756933895532,0.856819247376253
13,1e-04,0.809451854297135,0.835089557128232,0.882873539064932,0.732835329802763
14,1e-04,0.869553237947603,0.746593126656507,0.727790458621053,0.845022926665927
15,1e-04,0.767345609663526,0.843308157842276,0.876225542740509,0.833855823160009
16,5e-04,0.828932449289441,0.834692433843579,0.617304752837179,0.837042708313083
17,5e-04,0.691526686541894,0.80676029880338,0.761300006546587,0.788259036361978
18,5e-04,0.780341430637914,0.845121240532951,0.823435118740985,0.849278739133116
19,5e-04,0.77016704282985,0.74469009739138,0.791808014871155,0.805039311907694
20,5e-04,0.734751208266861,0.881191386233858,0.520230221261223,0.798255518178769
21,0.001,0.637938921733861,0.910095320754833,0.79030188466772,0.688179123389
22,0.001,0.844111039844666,0.64497976283935,0.79972483454607,0.660765842628446
23,0.001,0.664089568560544,0.675307010915227,0.789759849101581,0.848222062390809
24,0.001,0.807281970107313,0.677676742973264,0.747335948465133,0.808670892364134
25,0.001,0.783109982856148,0.795003194448767,0.77933832349975,0.690393183971307
26,0.005,0.886650125653695,0.658776138754218,0.76446636256065,0.60623557858686
27,0.005,0.745322957467979,0.515941866980194,0.727156270061232,0.617733296019814
28,0.005,0.732000675358782,0.689289243872927,0.648455944532355,0.552840057998987
