"run","seed_percent","","","",""
1,1e-05,0.891506525158569,0.796161461406135,0.857823775418736,0.89796722213741
2,1e-05,0.850808528050144,0.859992212819867,0.846557573149821,0.876367749403272
3,1e-05,0.898585144682028,0.838056744049076,0.777043091617575,0.884639967925386
4,1e-05,0.865623456430341,0.666643782138062,0.876065880101554,0.878048147044235
5,1e-05,0.781176937630111,0.890009773214064,0.867993096221666,0.892431477507966
6,5e-05,0.890482870980538,0.862798658436879,0.836891870952305,0.84313040928965
7,5e-05,0.893839242020701,0.857132118706994,0.869136102033979,0.846965703838766
8,5e-05,0.756173375210682,0.771423950870138,0.806634880066171,0.863611635852119
9,5e-05,0.856164859132036,0.873276235596688,0.832976556799424,0.838982340537054
10,5e-05,0.840455720846805,0.822787302555376,0.827888926772511,0.912158394203155
11,1e-04,0.839756769736444,0.850975084038251,0.849364137731965,0.841520209234355
12,1e-04,0.830013633028223,0.909343659233831,0.797956620596109,0.705813876508031
13,1e-04,0.84317262667915,0.821302876191695,0.889079554353336,0.84483160310567
14,1e-04,0.751674578684031,0.856212515293468,0.877216234034802,0.891720013086697
15,1e-04,0.843884374487109,0.879420191842598,0.867731740034905,0.808190561922049
16,5e-04,0.826037499684376,0.903250190765616,0.731270222095349,0.406543358509245
17,5e-04,0.79413400756559,0.682992120969427,0.771288869363515,0.901917954519091
18,5e-04,0.751128329048954,0.797579465177849,0.779769629088618,0.88444583895359
19,5e-04,0.846747356934901,0.708097072572602,0.796723458333434,0.750564507120926
20,5e-04,0.722524174748163,0.829639830213398,0.786724047018336,0.870590608105981
21,0.001,0.770442973484097,0.896932851374617,0.666717068346922,0.608393763813908
22,0.001,0.712148968585372,0.849300339849801,0.63228799480381,0.788991099316945
23,0.001,0.769991439146604,0.663108135570499,0.745204427777075,0.813470070990394
24,0.001,0.774855730392639,0.891180604316147,0.593906015776084,0.535942349558968
25,0.001,0.786571836045227,0.663064540381769,0.69706140265846,0.774277743935788
26,0.005,0.750908771932201,0.715217537664343,0.72482662332285,0.769456925741646
27,0.005,0.688371436937132,0.625019713367815,0.772599809833308,0.616967143038626
28,0.005,0.812726844400319,0.439271501725519,0.595095263544754,0.749716725360912
29,0.005,0.68606371364276,0.786308306719421,0.723450249988474,0.439718934794037
30,0.005,0.818253654962562,0.7446377277056,0.608666731923366,0.586578287569144
31,0.01,0.646691685392098,0.428314406057628,0.801681328665717,0.639214406219605
32,0.01,0.701081760888484,0.699084478847186,0.413873235831135,0.642637079834813
33,0.01,0.715928150242178,0.739705067352317,0.349774869102189,0.620232618760619
34,0.01,0.700292367028585,0.821011702953035,0.14147256378183,0.590633131649675
35,0.01,0.764299682195727,0.661056851563559,0.509968111190862,0.567979403655152
36,0.05,0.653964615796684,0.536368809382586,0.718023644513574,0.372566123031361
37,0.05,0.381526191464291,0.675149955087921,0.666423005298013,0.640275485548462
38,0.05,0.196515099746065,0.779516479164412,0.726627045855946,0.508002755560231
39,0.05,0.580331295957628,0.607680909730605,0.633339867579656,0.460109824209524
40,0.05,0.77245688897205,0.635313785691583,0.396308946412018,0.617290095474523
41,0.1,0.431935410672941,0.703434602571596,0.784240488372791,0.228867873892409
42,0.1,0.284847586925988,0.71296068758532,0.740462310230965,0.418347821240062
43,0.1,0.599798337695552,0.601578019847247,0.633765755895083,0.403959028923924
44,0.1,0.584118409329769,0.671694765762074,0.683397628242184,0.350198598735534
45,0.1,0.30169723158175,0.68672493579926,0.503962731689738,0.744821305065084
46,0.5,0.760332978063498,0.742690561410843,0.328584038932379,0.10038741306098
47,0.5,0.225228502070266,0.565787820478883,0.557946817177008,0.749514213356416
48,0.5,0.428855578273075,0.240116935345665,0.554756639846555,0.83652116213651
49,0.5,0.379591810068672,0.653011792182113,0.539847591252709,0.569351975066665
50,0.5,0.277088477757626,0.636682634569155,0.651696764523536,0.548623019265371
51,1,0.779940929350751,0.616620667959286,0.542049841881223,0.0983524498599988
52,1,0.710493169312037,0.501933710937189,0.66688782435246,0.205889450639544
53,1,0.736840277372873,0.411410519086968,0.32267590907631,0.655666031860257
54,1,0.403430555356621,0.494237706826025,0.685818013273981,0.632718625670637
55,1,0.229769270154568,0.510822312233507,0.734023758637403,0.561446630720028
