run; day; pollinator_agent; pollinator_species; plant_patch; plant_species; flower_density; habitat; foraging_distance
1002161252;0.0017;40;6;(patch 420 423);6;11;6;8.766
1002161252;0.0017;49;4;(patch 313 66);1;4;1;5.606
1002161252;0.0017;35;6;(patch 424 421);6;7;6;10.546
1002161252;0.0017;75;5;(patch 330 473);3;5;3;18.162
1002161252;0.0033;57;8;(patch 331 112);6;16;6;29.189
1002161252;0.0033;78;5;(patch 337 470);5;13;5;14.267
1002161252;0.0033;47;4;(patch 432 383);1;16;1;5.775
1002161252;0.0033;61;8;(patch 284 126);5;12;5;27.59
1002161252;0.0033;53;8;(patch 332 143);6;12;6;39.461
1002161252;0.0033;2;3;(patch 280 457);2;15;2;11.48
1002161252;0.0033;22;2;(patch 526 71);3;16;3;5.001
1002161252;0.0033;44;4;(patch 527 80);1;13;1;10.528
1002161252;0.0033;45;4;(patch 327 581);1;15;1;7.849
1002161252;0.0033;30;3;(patch 201 131);3;15;3;17.072
1002161252;0.0033;66;1;(patch 539 191);1;16;1;7.416
1002161252;0.0033;25;2;(patch 525 88);1;11;1;14
1002161252;0.0033;16;7;(patch 381 563);1;12;1;9.718
1002161252;0.0033;59;8;(patch 322 139);6;12;6;29.477
1002161252;0.0033;32;3;(patch 81 327);3;16;3;11.526
1002161252;0.0033;6;7;(patch 372 559);1;5;1;15.322
1002161252;0.0033;64;1;(patch 541 188);1;11;1;6.884
1002161252;0.0033;48;4;(patch 482 236);1;5;1;12.598
1002161252;0.0033;5;6;(patch 421 431);6;12;6;18.624
1002161252;0.0033;46;4;(patch 491 413);1;11;1;12.967
1002161252;0.0033;19;2;(patch 518 79);3;16;3;11.56
1002161252;0.0033;1;2;(patch 528 71);1;9;1;16.236
1002161252;0.0033;67;1;(patch 546 197);1;16;1;8.607
1002161252;0.0033;36;6;(patch 414 435);6;11;6;12.583
1002161252;0.0033;54;8;(patch 276 106);6;13;6;37.416
1002161252;0.0033;58;8;(patch 293 140);6;11;6;30.972
1002161252;0.0033;23;2;(patch 522 68);2;16;2;10.967
1002161252;0.0033;39;6;(patch 411 443);6;12;6;16.862
1002161252;0.0033;77;5;(patch 335 445);5;15;5;25.092
1002161252;0.0033;3;4;(patch 573 318);1;5;1;13.874
1002161252;0.0033;20;2;(patch 529 81);3;11;3;9.843
1002161252;0.0033;50;4;(patch 306 390);1;11;1;11.228
1002161252;0.0033;55;8;(patch 341 113);5;13;5;34.656
1002161252;0.0033;13;7;(patch 381 563);1;11;1;9.857
1002161252;0.0033;56;8;(patch 286 101);5;15;5;29.424
1002161252;0.0033;63;1;(patch 539 191);1;15;1;8.313
1002161252;0.0033;0;1;(patch 535 188);1;16;1;12.103
1002161252;0.0033;31;3;(patch 92 553);3;11;3;11.261
1002161252;0.0033;11;7;(patch 381 563);1;10;1;18.606
1002161252;0.0033;26;3;(patch 73 164);3;14;3;13.866
1002161252;0.0033;4;5;(patch 334 477);5;14;5;19.943
1002161252;0.0033;70;1;(patch 537 198);1;14;1;11.274
1002161252;0.0033;28;3;(patch 377 294);3;10;3;15.639
1002161252;0.0033;7;8;(patch 276 111);4;12;4;34.935
1002161252;0.0033;51;4;(patch 28 306);1;12;1;10.869
1002161252;0.0033;10;7;(patch 386 559);1;12;1;9.672
1002161252;0.0033;76;5;(patch 349 457);5;7;5;13.724
1002161252;0.0033;9;7;(patch 386 552);5;14;5;10.941
1002161252;0.0033;68;1;(patch 547 195);1;11;1;9.162
1002161252;0.0033;33;3;(patch 396 428);3;12;3;15.278
1002161252;0.0033;62;1;(patch 546 185);1;5;1;7.605
1002161252;0.0033;79;5;(patch 340 439);3;16;3;31.162
1002161252;0.0033;69;1;(patch 546 197);1;15;1;7.91
1002161252;0.0033;24;2;(patch 520 74);2;15;2;12.042
1002161252;0.0033;8;7;(patch 383 551);1;16;1;10.912
1002161252;0.0033;73;5;(patch 349 457);5;6;5;11.213
1002161252;0.0033;21;2;(patch 525 70);2;15;2;5.414
1002161252;0.0033;27;3;(patch 529 437);3;16;3;15.429
1002161252;0.0033;72;5;(patch 349 457);5;5;5;13.092
1002161252;0.0033;34;3;(patch 138 318);3;16;3;15.074
1002161252;0.0033;14;7;(patch 377 554);5;14;5;8.779
1002161252;0.0033;15;7;(patch 391 555);5;13;5;14.183
1002161252;0.0033;12;7;(patch 380 552);1;16;1;10.305
1002161252;0.0033;18;2;(patch 518 79);3;15;3;10.867
1002161252;0.0033;74;5;(patch 336 452);5;9;5;16.837
1002161252;0.005;27;3;(patch 520 439);2;14;2;24.429
1002161252;0.005;60;8;(patch 314 68);4;13;4;54.073
1002161252;0.005;50;4;(patch 309 391);1;12;1;14.228
1002161252;0.005;20;2;(patch 526 82);2;13;2;12.843
1002161252;0.005;24;2;(patch 518 70);2;11;2;16.042
1002161252;0.005;49;4;(patch 321 65);1;15;1;15.178
1002161252;0.005;40;6;(patch 411 420);6;10;6;19.368
1002161252;0.005;75;5;(patch 338 463);5;5;5;31.289
1002161252;0.005;37;6;(patch 426 430);6;15;6;18.684
1002161252;0.005;74;5;(patch 341 463);3;11;3;28.837
1002161252;0.005;71;5;(patch 330 454);5;10;5;31.069
1002161252;0.005;42;6;(patch 437 438);6;15;6;20.123
1002161252;0.005;66;1;(patch 535 191);1;12;1;11.416
1002161252;0.005;38;6;(patch 435 421);6;16;6;19.839
1002161252;0.005;8;7;(patch 384 548);5;6;5;13.912
1002161252;0.005;43;6;(patch 429 437);6;12;6;16.904
1002161252;0.005;35;6;(patch 422 413);6;16;6;19.276
1002161252;0.005;41;6;(patch 443 447);6;6;6;28.149
1002161252;0.005;76;5;(patch 360 452);3;4;3;25.724
1002161252;0.005;17;2;(patch 521 78);3;16;3;9.195
1002161252;0.005;1;2;(patch 532 71);3;16;3;20.236
1002161252;0.005;48;4;(patch 481 239);1;12;1;15.598
1002161252;0.005;18;2;(patch 514 74);1;15;1;16.867
1002161252;0.005;29;3;(patch 147 367);2;16;2;22.956
1002161252;0.005;22;2;(patch 530 69);3;16;3;10.001
1002161252;0.005;52;4;(patch 376 420);1;12;1;13.516
1002161252;0.005;77;5;(patch 324 458);3;14;3;42.092
1002161252;0.005;79;5;(patch 337 433);3;5;3;38.162
1002161252;0.005;39;6;(patch 410 435);6;10;6;24.862
1002161252;0.005;65;1;(patch 546 197);1;14;1;9.468
1002161252;0.0067;56;8;(patch 306 87);6;16;6;54.382
1002161252;0.0067;3;4;(patch 564 319);1;16;1;23.431
1002161252;0.0067;20;2;(patch 524 83);2;11;2;14.843
1002161252;0.0067;26;3;(patch 83 162);3;11;3;24.599
1002161252;0.0067;78;5;(patch 321 451);5;8;5;39.753
1002161252;0.0067;6;7;(patch 388 559);5;13;5;31.638
1002161252;0.0067;32;3;(patch 77 331);3;16;3;17.184
1002161252;0.0067;2;3;(patch 287 453);3;16;3;19.682
1002161252;0.0067;68;1;(patch 540 199);1;7;1;18.008
1002161252;0.0067;9;7;(patch 380 542);1;16;1;23.511
1002161252;0.0067;57;8;(patch 356 110);5;16;5;54.455
1002161252;0.0067;53;8;(patch 318 161);6;13;6;63.431
1002161252;0.0067;30;3;(patch 210 128);3;15;3;27.573
1002161252;0.0067;58;8;(patch 318 161);6;12;6;64.764
1002161252;0.0067;51;4;(patch 24 311);1;12;1;17.396
1002161252;0.0067;67;1;(patch 542 198);1;13;1;13.374
1002161252;0.0067;54;8;(patch 251 87);6;10;6;68.937
1002161252;0.0067;63;1;(patch 538 184);1;15;1;16.561
1002161252;0.0067;64;1;(patch 545 191);1;4;1;11.899
1002161252;0.0067;25;2;(patch 523 87);2;15;2;17.282
1002161252;0.0067;7;8;(patch 294 89);6;13;6;65.582
1002161252;0.0067;15;7;(patch 398 556);1;12;1;21.255
1002161252;0.0067;31;3;(patch 83 559);3;10;3;22.793
1002161252;0.0067;69;1;(patch 547 202);1;10;1;13.523
1002161252;0.0067;13;7;(patch 379 568);5;15;5;15.983
1002161252;0.0067;23;2;(patch 517 75);3;16;3;20.548
1002161252;0.0067;12;7;(patch 392 545);1;13;1;24.223
1002161252;0.0067;47;4;(patch 430 380);1;16;1;10.424
1002161252;0.0067;8;7;(patch 382 556);1;6;1;21.912
1002161252;0.0067;62;1;(patch 546 178);1;9;1;14.805
1002161252;0.0067;61;8;(patch 261 145);4;16;4;57.463
1002161252;0.0067;60;8;(patch 325 47);6;7;6;78.073
1002161252;0.0067;28;3;(patch 392 294);3;15;3;31.021
1002161252;0.0067;45;4;(patch 331 586);4;6;4;15.676
1002161252;0.0067;46;4;(patch 492 410);1;15;1;16.243
1002161252;0.0067;22;2;(patch 531 67);2;10;2;12.001
1002161252;0.0067;72;5;(patch 345 449);4;13;4;22.066
1002161252;0.0067;33;3;(patch 408 428);3;14;3;28.198
1002161252;0.0067;77;5;(patch 316 458);3;7;3;50.092
1002161252;0.0067;19;2;(patch 514 72);3;14;3;22.006
1002161252;0.0067;11;7;(patch 385 565);1;13;1;23.198
1002161252;0.0067;34;3;(patch 141 308);3;15;3;25.851
1002161252;0.0067;10;7;(patch 382 571);5;16;5;22.561
1002161252;0.0067;44;4;(patch 521 82);1;16;1;17.288
1002161252;0.0067;14;7;(patch 381 563);1;9;1;18.822
1002161252;0.0067;55;8;(patch 366 89);4;12;4;69.381
1002161252;0.0067;73;5;(patch 360 458);3;14;3;23.573
1002161252;0.0067;76;5;(patch 369 456);3;10;3;35.724
1002161252;0.0067;70;1;(patch 534 203);1;15;1;17.307
1002161252;0.0067;17;2;(patch 517 76);3;10;3;14.195
1002161252;0.0067;16;7;(patch 383 557);1;15;1;16.633
1002161252;0.0067;24;2;(patch 522 70);3;5;3;20.042
1002161252;0.0067;59;8;(patch 345 137);5;15;5;52.764
1002161252;0.0067;36;6;(patch 413 428);6;11;6;20.877
1002161252;0.0067;4;5;(patch 347 466);4;14;4;37.787
1002161252;0.0067;21;2;(patch 532 71);3;15;3;12.238
1002161252;0.0067;0;1;(patch 539 191);1;14;1;17.626
1002161252;0.0083;17;2;(patch 511 69);3;15;3;23.195
1002161252;0.0083;50;4;(patch 313 384);1;12;1;23.961
1002161252;0.0083;75;5;(patch 345 475);5;16;5;45.48
1002161252;0.0083;41;6;(patch 441 452);6;15;6;34.906
1002161252;0.0083;66;1;(patch 530 191);1;16;1;16.531
1002161252;0.0083;45;4;(patch 326 583);1;14;1;21.676
1002161252;0.0083;49;4;(patch 318 65);1;16;1;19.269
1002161252;0.0083;4;5;(patch 336 456);3;9;3;52.787
1002161252;0.0083;44;4;(patch 521 82);1;15;1;17.288
1002161252;0.0083;65;1;(patch 550 203);1;16;1;18.119
1002161252;0.0083;1;2;(patch 531 80);2;11;2;30.591
1002161252;0.0083;40;6;(patch 411 415);6;7;6;25.529
1002161252;0.0083;38;6;(patch 424 421);6;6;6;31.765
1002161252;0.0083;27;3;(patch 528 450);3;16;3;38.844
1002161252;0.0083;24;2;(patch 520 68);3;7;3;23.042
1002161252;0.0083;74;5;(patch 336 479);5;7;5;47.303
1002161252;0.0083;52;4;(patch 380 424);1;9;1;19.241
1002161252;0.0083;35;6;(patch 410 410);6;16;6;31.648
1002161252;0.0083;43;6;(patch 423 440);6;12;6;24.587
1002161252;0.0083;37;6;(patch 423 440);6;11;6;31.187
1002161252;0.0083;79;5;(patch 323 437);5;16;5;53.092
1002161252;0.0083;5;6;(patch 424 421);6;5;6;29.725
1002161252;0.0083;48;4;(patch 475 234);1;14;1;23.366
1002161252;0.0083;18;2;(patch 514 67);3;13;3;25.042
1002161252;0.0083;13;7;(patch 387 572);5;4;5;24.983
1002161252;0.0083;39;6;(patch 402 432);6;4;6;33.329
1002161252;0.0083;20;2;(patch 521 86);4;9;4;18.843
1002161252;0.0083;9;7;(patch 378 546);1;7;1;27.511
1002161252;0.0083;25;2;(patch 522 89);4;16;4;19.282
1002161252;0.0083;71;5;(patch 315 445);5;12;5;50.301
1002161252;0.0083;29;3;(patch 149 355);3;13;3;36.216
1002161252;0.0083;47;4;(patch 430 380);1;15;1;10.424
1002161252;0.0083;32;3;(patch 68 332);2;9;2;26.184
1002161252;0.0083;23;2;(patch 514 74);1;14;1;23.548
1002161252;0.01;15;7;(patch 402 550);5;13;5;28.952
1002161252;0.01;12;7;(patch 393 553);5;16;5;33.712
1002161252;0.01;22;2;(patch 536 62);3;16;3;19.46
1002161252;0.01;19;2;(patch 515 71);3;15;3;23.639
1002161252;0.01;63;1;(patch 537 187);1;10;1;20.967
1002161252;0.01;16;7;(patch 375 563);1;13;1;27.025
1002161252;0.01;57;8;(patch 331 112);6;15;6;79.571
1002161252;0.01;69;1;(patch 545 205);1;12;1;17.334
1002161252;0.01;67;1;(patch 534 195);1;15;1;22.178
1002161252;0.01;68;1;(patch 548 203);1;12;1;27.662
1002161252;0.01;58;8;(patch 339 183);4;14;4;95.187
1002161252;0.01;77;5;(patch 308 453);5;16;5;60.027
1002161252;0.01;36;6;(patch 406 423);6;14;6;29.794
1002161252;0.01;73;5;(patch 356 476);5;11;5;42.726
1002161252;0.01;71;5;(patch 322 439);4;7;4;59.301
1002161252;0.01;59;8;(patch 368 131);6;7;6;76.65
1002161252;0.01;0;1;(patch 547 191);1;7;1;25.953
1002161252;0.01;56;8;(patch 287 70);5;14;5;80.551
1002161252;0.01;21;2;(patch 528 67);2;16;2;19.249
1002161252;0.01;11;7;(patch 391 575);5;16;5;35.954
1002161252;0.01;6;7;(patch 385 556);1;14;1;37.241
1002161252;0.01;76;5;(patch 366 463);5;8;5;43.176
1002161252;0.01;42;6;(patch 444 438);6;15;6;36.17
1002161252;0.01;26;3;(patch 96 162);3;16;3;38.549
1002161252;0.01;3;4;(patch 561 317);1;11;1;27.138
1002161252;0.01;51;4;(patch 22 306);5;16;5;22.862
1002161252;0.01;30;3;(patch 197 122);3;12;3;42.85
1002161252;0.01;54;8;(patch 230 99);5;15;5;93.126
1002161252;0.01;64;1;(patch 551 194);1;11;1;19.024
1002161252;0.01;78;5;(patch 318 445);5;14;5;46.837
1002161252;0.01;61;8;(patch 266 118);6;9;6;86.117
1002161252;0.01;29;3;(patch 137 358);3;11;3;48.216
1002161252;0.01;53;8;(patch 297 175);6;6;6;90.179
1002161252;0.01;46;4;(patch 490 403);5;15;5;23.887
1002161252;0.01;28;3;(patch 402 295);3;12;3;42.237
1002161252;0.01;72;5;(patch 331 450);5;13;5;36.278
1002161252;0.01;70;1;(patch 538 204);1;16;1;22.12
1002161252;0.01;31;3;(patch 92 549);3;16;3;36.79
1002161252;0.01;79;5;(patch 315 434);3;15;3;62.092
1002161252;0.01;7;8;(patch 274 67);4;13;4;96.51
1002161252;0.01;8;7;(patch 373 561);5;11;5;32.043
1002161252;0.01;33;3;(patch 401 429);3;15;3;36.404
1002161252;0.01;14;7;(patch 389 566);5;16;5;27.54
1002161252;0.01;2;3;(patch 303 447);3;16;3;36.993
1002161252;0.01;34;3;(patch 128 311);3;16;3;39.973
1002161252;0.01;23;2;(patch 514 72);3;13;3;25.548
1002161252;0.01;60;8;(patch 341 71);4;9;4;107.3
1002161252;0.01;25;2;(patch 518 89);3;15;3;23.282
1002161252;0.01;10;7;(patch 391 575);5;15;5;33.002
1002161252;0.0117;39;6;(patch 396 425);6;16;6;42.688
1002161252;0.0117;20;2;(patch 513 89);2;15;2;29.801
1002161252;0.0117;5;6;(patch 422 413);6;15;6;37.987
1002161252;0.0117;17;2;(patch 511 79);3;14;3;33.505
1002161252;0.0117;49;4;(patch 325 66);1;16;1;27.905
1002161252;0.0117;55;8;(patch 415 94);6;10;6;131.166
1002161252;0.0117;44;4;(patch 519 78);1;7;1;22.867
1002161252;0.0117;4;5;(patch 320 464);5;15;5;70.61
1002161252;0.0117;47;4;(patch 427 385);1;16;1;16.257
1002161252;0.0117;50;4;(patch 315 387);1;11;1;27.628
1002161252;0.0117;22;2;(patch 536 56);1;9;1;25.46
1002161252;0.0117;32;3;(patch 59 334);3;13;3;36.035
1002161252;0.0117;19;2;(patch 512 63);3;9;3;31.639
1002161252;0.0117;52;4;(patch 380 431);1;12;1;26.765
1002161252;0.0117;73;5;(patch 350 473);3;12;3;49.726
1002161252;0.0117;75;5;(patch 352 485);5;14;5;58.434
1002161252;0.0117;48;4;(patch 469 233);1;13;1;31.259
1002161252;0.0117;12;7;(patch 401 555);5;10;5;41.712
1002161252;0.0117;10;7;(patch 388 579);5;7;5;38.002
1002161252;0.0117;65;1;(patch 551 206);1;16;1;22.002
1002161252;0.0117;9;7;(patch 369 547);5;14;5;38.402
1002161252;0.0117;35;6;(patch 408 400);6;16;6;43.176
1002161252;0.0117;28;3;(patch 404 292);2;6;2;46.237
1002161252;0.0117;1;2;(patch 528 75);3;15;3;37.489
1002161252;0.0117;13;7;(patch 384 578);5;15;5;32.121
1002161252;0.0117;15;7;(patch 413 552);5;10;5;39.952
1002161252;0.0117;74;5;(patch 327 487);5;11;5;60.85
1002161252;0.0117;62;1;(patch 552 190);1;8;1;30.161
1002161252;0.0117;40;6;(patch 400 414);6;7;6;37.355
1002161252;0.0117;18;2;(patch 515 64);2;16;2;28.562
1002161252;0.0117;24;2;(patch 517 70);2;15;2;28.47
1002161252;0.0117;27;3;(patch 535 444);3;14;3;48.073
1002161252;0.0117;45;4;(patch 328 574);1;14;1;30.812
1002161252;0.0117;8;7;(patch 373 564);1;13;1;35.043
1002161252;0.0117;79;5;(patch 324 428);3;7;3;73.092
1002161252;0.0133;66;1;(patch 518 196);1;14;1;31.027
1002161252;0.0133;61;8;(patch 239 132);5;15;5;118.99
1002161252;0.0133;74;5;(patch 330 501);4;6;4;74.85
1002161252;0.0133;33;3;(patch 390 423);3;14;3;48.945
1002161252;0.0133;30;3;(patch 191 110);3;15;3;56.591
1002161252;0.0133;46;4;(patch 489 400);1;7;1;27.639
1002161252;0.0133;78;5;(patch 308 459);5;16;5;64.054
1002161252;0.0133;20;2;(patch 515 91);3;10;3;32.801
1002161252;0.0133;10;7;(patch 386 589);1;9;1;48.002
1002161252;0.0133;6;7;(patch 388 550);1;14;1;44.146
1002161252;0.0133;23;2;(patch 515 71);3;14;3;27.177
1002161252;0.0133;70;1;(patch 544 199);1;12;1;31.632
1002161252;0.0133;51;4;(patch 17 301);1;13;1;30.694
1002161252;0.0133;37;6;(patch 428 428);6;13;6;47.1
1002161252;0.0133;25;2;(patch 515 86);2;16;2;29.025
1002161252;0.0133;31;3;(patch 105 557);3;11;3;52.298
1002161252;0.0133;77;5;(patch 295 447);5;16;5;74.345
1002161252;0.0133;5;6;(patch 431 414);6;11;6;46.987
1002161252;0.0133;28;3;(patch 399 290);3;9;3;51.237
1002161252;0.0133;60;8;(patch 365 49);6;13;6;141.298
1002161252;0.0133;67;1;(patch 529 197);1;16;1;27.676
1002161252;0.0133;53;8;(patch 309 155);6;10;6;115.337
1002161252;0.0133;76;5;(patch 359 463);5;6;5;50.699
1002161252;0.0133;38;6;(patch 408 427);6;15;6;52.394
1002161252;0.0133;11;7;(patch 395 585);5;13;5;46.76
1002161252;0.0133;36;6;(patch 400 414);6;6;6;40.726
1002161252;0.0133;64;1;(patch 544 199);1;11;1;28.979
1002161252;0.0133;56;8;(patch 264 54);6;12;6;109.893
1002161252;0.0133;57;8;(patch 301 124);6;11;6;113.164
1002161252;0.0133;73;5;(patch 347 466);4;13;4;56.726
1002161252;0.0133;3;4;(patch 565 316);1;15;1;31.32
1002161252;0.0133;72;5;(patch 312 454);5;12;5;55.932
1002161252;0.0133;49;4;(patch 325 71);1;11;1;32.905
1002161252;0.0133;34;3;(patch 131 320);3;12;3;49.725
1002161252;0.0133;26;3;(patch 87 169);3;10;3;50.359
1002161252;0.0133;2;3;(patch 296 452);3;16;3;46.555
1002161252;0.0133;29;3;(patch 143 355);3;9;3;55.746
1002161252;0.0133;68;1;(patch 557 202);1;10;1;37.395
1002161252;0.0133;62;1;(patch 547 191);1;6;1;35.161
1002161252;0.0133;63;1;(patch 539 191);1;13;1;26.866
1002161252;0.0133;58;8;(patch 372 186);4;10;4;129.75
1002161252;0.0133;54;8;(patch 239 132);5;14;5;128.874
1002161252;0.0133;14;7;(patch 402 571);5;14;5;42.476
1002161252;0.0133;21;2;(patch 528 62);2;15;2;24.363
1002161252;0.0133;13;7;(patch 389 568);5;16;5;43.121
1002161252;0.0133;59;8;(patch 354 160);5;10;5;110.968
1002161252;0.0133;0;1;(patch 554 197);4;8;4;36.953
1002161252;0.0133;71;5;(patch 302 444);5;16;5;79.733
1002161252;0.0133;7;8;(patch 256 54);6;12;6;119.879
1002161252;0.015;52;4;(patch 384 433);1;13;1;32.112
1002161252;0.015;15;7;(patch 420 555);1;14;1;49.142
1002161252;0.015;19;2;(patch 509 61);2;14;2;35.779
1002161252;0.015;24;2;(patch 518 75);2;16;2;34.863
1002161252;0.015;34;3;(patch 139 321);3;10;3;57.725
1002161252;0.015;75;5;(patch 339 477);5;9;5;74.312
1002161252;0.015;1;2;(patch 533 75);3;13;3;42.814
1002161252;0.015;55;8;(patch 443 83);6;4;6;161.818
1002161252;0.015;74;5;(patch 336 506);5;6;5;82.85
1002161252;0.015;65;1;(patch 557 213);1;16;1;31.541
1002161252;0.015;62;1;(patch 545 191);1;3;1;37.161
1002161252;0.015;13;7;(patch 389 566);5;15;5;45.121
1002161252;0.015;77;5;(patch 302 459);3;14;3;88.345
1002161252;0.015;68;1;(patch 554 201);1;9;1;40.395
1002161252;0.015;60;8;(patch 388 56);5;12;5;165.298
1002161252;0.015;4;5;(patch 306 458);5;12;5;86.514
1002161252;0.015;8;7;(patch 367 556);1;12;1;45.526
1002161252;0.015;25;2;(patch 510 84);3;14;3;34.025
1002161252;0.015;23;2;(patch 524 71);2;12;2;36.177
1002161252;0.015;41;6;(patch 450 451);6;5;6;44.701
1002161252;0.015;17;2;(patch 507 83);3;12;3;40.096
1002161252;0.015;45;4;(patch 333 571);1;16;1;36.791
1002161252;0.015;16;7;(patch 365 559);1;16;1;43.183
1002161252;0.015;48;4;(patch 465 226);1;14;1;39.323
1002161252;0.015;71;5;(patch 288 453);5;7;5;96.733
1002161252;0.015;12;7;(patch 393 553);5;15;5;49.733
1002161252;0.015;32;3;(patch 75 336);2;16;2;52.913
1002161252;0.015;27;3;(patch 528 439);2;13;2;58.785
1002161252;0.015;76;5;(patch 347 465);4;8;4;62.699
1002161252;0.015;40;6;(patch 399 411);6;14;6;41.554
1002161252;0.015;21;2;(patch 526 65);2;10;2;27.363
1002161252;0.015;44;4;(patch 514 74);1;13;1;30.543
1002161252;0.015;47;4;(patch 430 387);1;5;1;19.88
1002161252;0.015;9;7;(patch 360 544);1;16;1;49.335
1002161252;0.015;50;4;(patch 310 388);1;14;1;33.46
1002161252;0.015;3;4;(patch 568 318);1;11;1;35.32
1002161252;0.015;43;6;(patch 432 460);6;7;6;49.175
1002161252;0.015;35;6;(patch 418 406);6;16;6;55.091
