"seed_percent","run","plant_species","free.dist"
0.0789712073615286,1055734409,1,1.35
0.0789712073615286,1055734409,2,1.25
0.0789712073615286,1055734409,3,1.27
0.0789712073615286,1055734409,4,1.18
0.0789712073615286,1055734409,5,1.26
0.0789712073615286,1055734409,6,1.28
0.416294576931273,1060148943,1,1.03
0.416294576931273,1060148943,2,1.03
0.416294576931273,1060148943,3,1.02
0.416294576931273,1060148943,4,1.03
0.416294576931273,1060148943,5,1.12
0.416294576931273,1060148943,6,1.06
0.0522626759860545,1063231462,1,1.43
0.0522626759860545,1063231462,2,1.48
0.0522626759860545,1063231462,3,1.59
0.0522626759860545,1063231462,4,1.62
0.0522626759860545,1063231462,5,1.57
0.0522626759860545,1063231462,6,1.41
0.300028653321963,1063563140,1,1.04
0.300028653321963,1063563140,2,1.05
0.300028653321963,1063563140,3,1.01
0.300028653321963,1063563140,4,1.08
0.300028653321963,1063563140,5,1.06
0.300028653321963,1063563140,6,1
0.0895917163265895,1065551669,1,1.44
0.0895917163265895,1065551669,2,1.42
0.0895917163265895,1065551669,3,1.63
0.0895917163265895,1065551669,4,1.73
0.0895917163265895,1065551669,5,1.53
0.0895917163265895,1065551669,6,1.4
0.273214263183238,1067578322,1,1.09
0.273214263183238,1067578322,2,1.14
0.273214263183238,1067578322,3,1.05
0.273214263183238,1067578322,4,1.15
0.273214263183238,1067578322,5,1.04
0.273214263183238,1067578322,6,1.04
0.273306217073597,1071350495,1,1.04
0.273306217073597,1071350495,2,1.03
0.273306217073597,1071350495,3,1.08
0.273306217073597,1071350495,4,1.03
0.273306217073597,1071350495,5,1.04
0.273306217073597,1071350495,6,1.03
2.74720283464059e-05,1073149289,1,35.88
2.74720283464059e-05,1073149289,2,16.24
2.74720283464059e-05,1073149289,3,22.3
2.74720283464059e-05,1073149289,4,25.71
2.74720283464059e-05,1073149289,5,24.9
2.74720283464059e-05,1073149289,6,30.58
0.00918707645952887,1074039216,1,3.09
0.00918707645952887,1074039216,2,2.35
0.00918707645952887,1074039216,3,2.51
0.00918707645952887,1074039216,4,2.37
0.00918707645952887,1074039216,5,2.5
0.00918707645952887,1074039216,6,3.12
0.00729573663004879,1076890959,1,2.72
0.00729573663004879,1076890959,2,3.31
0.00729573663004879,1076890959,3,3.18
0.00729573663004879,1076890959,4,3.02
0.00729573663004879,1076890959,5,2.79
0.00729573663004879,1076890959,6,3.1
0.000785612391679516,1079169936,1,8.34
0.000785612391679516,1079169936,2,7.14
0.000785612391679516,1079169936,3,7.88
0.000785612391679516,1079169936,4,6.58
0.000785612391679516,1079169936,5,6.82
0.000785612391679516,1079169936,6,9.26
0.407607859338504,1101699047,1,1.03
0.407607859338504,1101699047,2,1.03
0.407607859338504,1101699047,3,1
0.407607859338504,1101699047,4,1.02
0.407607859338504,1101699047,5,1.03
0.407607859338504,1101699047,6,1
0.362662772151879,1125623097,1,1.21
0.362662772151879,1125623097,2,1.04
0.362662772151879,1125623097,3,1.08
0.362662772151879,1125623097,4,1.01
0.362662772151879,1125623097,5,1.03
0.362662772151879,1125623097,6,1.02
0.557117810844434,1129865096,1,1.02
0.557117810844434,1129865096,2,1.03
0.557117810844434,1129865096,3,1.02
0.557117810844434,1129865096,4,1
0.557117810844434,1129865096,5,1.02
0.557117810844434,1129865096,6,1.04
0.0108315701700627,1147414597,1,2.16
0.0108315701700627,1147414597,2,2.31
0.0108315701700627,1147414597,3,2.2
0.0108315701700627,1147414597,4,2.09
0.0108315701700627,1147414597,5,1.63
0.0108315701700627,1147414597,6,2.04
0.0513562176867522,1148956459,1,2.12
0.0513562176867522,1148956459,2,1.82
0.0513562176867522,1148956459,3,1.9
0.0513562176867522,1148956459,4,1.56
0.0513562176867522,1148956459,5,1.69
0.0513562176867522,1148956459,6,1.76
0.0055396713894627,1153103255,1,3.31
0.0055396713894627,1153103255,2,4.02
0.0055396713894627,1153103255,3,3.14
0.0055396713894627,1153103255,4,3.72
0.0055396713894627,1153103255,5,3.24
0.0055396713894627,1153103255,6,4.17
0.184809555950396,1159825424,1,1.09
0.184809555950396,1159825424,2,1.06
0.184809555950396,1159825424,3,1.16
0.184809555950396,1159825424,4,1.18
0.184809555950396,1159825424,5,1.34
0.184809555950396,1159825424,6,1.1
0.693942127198077,1174066088,1,1.01
0.693942127198077,1174066088,2,1
0.693942127198077,1174066088,3,1
0.693942127198077,1174066088,4,1
0.693942127198077,1174066088,5,1.01
0.693942127198077,1174066088,6,1.03
3.48441960616853e-05,1178380569,1,25.28
3.48441960616853e-05,1178380569,2,22.11
3.48441960616853e-05,1178380569,3,26.93
3.48441960616853e-05,1178380569,4,20.62
3.48441960616853e-05,1178380569,5,29.88
3.48441960616853e-05,1178380569,6,29.75
0.0897581496391205,1183823157,1,1.31
0.0897581496391205,1183823157,2,1.54
0.0897581496391205,1183823157,3,1.41
0.0897581496391205,1183823157,4,1.31
0.0897581496391205,1183823157,5,1.25
0.0897581496391205,1183823157,6,1.25
0.663602799996166,1183876257,1,1.01
0.663602799996166,1183876257,2,1
0.663602799996166,1183876257,3,1
0.663602799996166,1183876257,4,1.01
0.663602799996166,1183876257,5,1.03
0.663602799996166,1183876257,6,1
0.00179182831185078,1185188451,1,5.3
0.00179182831185078,1185188451,2,5.46
0.00179182831185078,1185188451,3,6.01
0.00179182831185078,1185188451,4,5.73
0.00179182831185078,1185188451,5,5.3
0.00179182831185078,1185188451,6,4.59
0.00775493625087696,1186638705,1,2.79
0.00775493625087696,1186638705,2,2.45
0.00775493625087696,1186638705,3,3.01
0.00775493625087696,1186638705,4,2.59
0.00775493625087696,1186638705,5,2.35
0.00775493625087696,1186638705,6,2.57
0.0276508110757892,1194251596,1,1.69
0.0276508110757892,1194251596,2,1.58
0.0276508110757892,1194251596,3,1.96
0.0276508110757892,1194251596,4,1.54
0.0276508110757892,1194251596,5,1.56
0.0276508110757892,1194251596,6,1.93
0.000748770340063752,1197277089,1,6.16
0.000748770340063752,1197277089,2,8.95
0.000748770340063752,1197277089,3,6.57
0.000748770340063752,1197277089,4,7.98
0.000748770340063752,1197277089,5,6.83
0.000748770340063752,1197277089,6,6.8
0.388625521691727,1205211160,1,1.04
0.388625521691727,1205211160,2,1
0.388625521691727,1205211160,3,1.06
0.388625521691727,1205211160,4,1.01
0.388625521691727,1205211160,5,1.02
0.388625521691727,1205211160,6,1.06
0.00678240120856597,1210993882,1,2.74
0.00678240120856597,1210993882,2,2.62
0.00678240120856597,1210993882,3,2.55
0.00678240120856597,1210993882,4,2.47
0.00678240120856597,1210993882,5,2.62
0.00678240120856597,1210993882,6,2.22
0.0650482515366325,1211946038,1,1.46
0.0650482515366325,1211946038,2,1.54
0.0650482515366325,1211946038,3,1.58
0.0650482515366325,1211946038,4,1.49
0.0650482515366325,1211946038,5,1.44
0.0650482515366325,1211946038,6,1.75
0.619834578438237,1217483898,1,1.01
0.619834578438237,1217483898,2,1.03
0.619834578438237,1217483898,3,1.03
0.619834578438237,1217483898,4,1.04
0.619834578438237,1217483898,5,1
0.619834578438237,1217483898,6,1
0.00879082013262265,1237462763,1,2.91
0.00879082013262265,1237462763,2,2.76
0.00879082013262265,1237462763,3,2.78
0.00879082013262265,1237462763,4,2.72
0.00879082013262265,1237462763,5,3.03
0.00879082013262265,1237462763,6,2.91
0.000947421672891806,1239304992,1,5.65
0.000947421672891806,1239304992,2,5.48
0.000947421672891806,1239304992,3,6.14
0.000947421672891806,1239304992,4,6.06
0.000947421672891806,1239304992,5,5.72
0.000947421672891806,1239304992,6,7.59
3.60342683114663e-05,1253634242,1,22.14
3.60342683114663e-05,1253634242,2,25.65
3.60342683114663e-05,1253634242,3,28.47
3.60342683114663e-05,1253634242,4,16.87
3.60342683114663e-05,1253634242,5,18
3.60342683114663e-05,1253634242,6,23.38
0.0988505902647255,1255186699,1,1.29
0.0988505902647255,1255186699,2,1.17
0.0988505902647255,1255186699,3,1.18
0.0988505902647255,1255186699,4,1.21
0.0988505902647255,1255186699,5,1.26
0.0988505902647255,1255186699,6,1.19
0.121848560223557,1259466270,1,1.2
0.121848560223557,1259466270,2,1.22
0.121848560223557,1259466270,3,1.32
0.121848560223557,1259466270,4,1.2
0.121848560223557,1259466270,5,1.1
0.121848560223557,1259466270,6,1.27
3.69076443037593e-05,1260761825,1,20.2
3.69076443037593e-05,1260761825,2,21
3.69076443037593e-05,1260761825,3,26.35
3.69076443037593e-05,1260761825,4,31.22
3.69076443037593e-05,1260761825,5,27.29
3.69076443037593e-05,1260761825,6,21.56
0.183262832375476,1264035814,1,1.16
0.183262832375476,1264035814,2,1.15
0.183262832375476,1264035814,3,1.08
0.183262832375476,1264035814,4,1.11
0.183262832375476,1264035814,5,1.08
0.183262832375476,1264035814,6,1.16
0.789506154212499,1266819629,1,1
0.789506154212499,1266819629,2,1
0.789506154212499,1266819629,3,1.03
0.789506154212499,1266819629,4,1
0.789506154212499,1266819629,5,1
0.789506154212499,1266819629,6,1
5.77157249836276e-05,1268430276,1,18.98
5.77157249836276e-05,1268430276,2,22.67
5.77157249836276e-05,1268430276,3,19.67
5.77157249836276e-05,1268430276,4,28.7
5.77157249836276e-05,1268430276,5,14.5
5.77157249836276e-05,1268430276,6,24.23
0.0886414715076606,1271335013,1,1.21
0.0886414715076606,1271335013,2,1.25
0.0886414715076606,1271335013,3,1.16
0.0886414715076606,1271335013,4,1.44
0.0886414715076606,1271335013,5,1.45
0.0886414715076606,1271335013,6,1.19
0.000801065659549118,1274096573,1,6.01
0.000801065659549118,1274096573,2,7
0.000801065659549118,1274096573,3,6.99
0.000801065659549118,1274096573,4,8.93
0.000801065659549118,1274096573,5,10.15
0.000801065659549118,1274096573,6,7.05
2.97272715807922e-05,1275692069,1,32.45
2.97272715807922e-05,1275692069,2,28.88
2.97272715807922e-05,1275692069,3,23.43
2.97272715807922e-05,1275692069,4,18.31
2.97272715807922e-05,1275692069,5,25.42
2.97272715807922e-05,1275692069,6,11.65
0.000895961644373422,1277043995,1,9.09
0.000895961644373422,1277043995,2,10.67
0.000895961644373422,1277043995,3,9.35
0.000895961644373422,1277043995,4,7.09
0.000895961644373422,1277043995,5,9.06
0.000895961644373422,1277043995,6,7.91
0.051433694128202,1278453437,1,1.31
0.051433694128202,1278453437,2,1.44
0.051433694128202,1278453437,3,1.53
0.051433694128202,1278453437,4,1.36
0.051433694128202,1278453437,5,1.5
0.051433694128202,1278453437,6,1.59
0.00547256137235541,1283023804,1,3.18
0.00547256137235541,1283023804,2,2.95
0.00547256137235541,1283023804,3,2.94
0.00547256137235541,1283023804,4,3.36
0.00547256137235541,1283023804,5,3.29
0.00547256137235541,1283023804,6,2.75
0.0315376375135734,1292434835,1,1.92
0.0315376375135734,1292434835,2,1.72
0.0315376375135734,1292434835,3,1.93
0.0315376375135734,1292434835,4,2.28
0.0315376375135734,1292434835,5,2.18
0.0315376375135734,1292434835,6,1.77
0.29774016625362,1293151586,1,1.02
0.29774016625362,1293151586,2,1.09
0.29774016625362,1293151586,3,1.02
0.29774016625362,1293151586,4,1.09
0.29774016625362,1293151586,5,1.1
0.29774016625362,1293151586,6,1.01
0.479628211028193,1296717918,1,1
0.479628211028193,1296717918,2,1
0.479628211028193,1296717918,3,1
0.479628211028193,1296717918,4,1
0.479628211028193,1296717918,5,1.03
0.479628211028193,1296717918,6,1.01
4.47611956638202e-05,1297420230,1,26.13
4.47611956638202e-05,1297420230,2,23.16
4.47611956638202e-05,1297420230,3,16.02
4.47611956638202e-05,1297420230,4,23
4.47611956638202e-05,1297420230,5,30.84
4.47611956638202e-05,1297420230,6,22.01
0.0425488507853401,1297427681,1,1.64
0.0425488507853401,1297427681,2,1.59
0.0425488507853401,1297427681,3,1.59
0.0425488507853401,1297427681,4,1.54
0.0425488507853401,1297427681,5,1.9
0.0425488507853401,1297427681,6,1.54
0.878028985967326,1300165167,1,1
0.878028985967326,1300165167,2,1
0.878028985967326,1300165167,3,1
0.878028985967326,1300165167,4,1
0.878028985967326,1300165167,5,1
0.878028985967326,1300165167,6,1.01
4.7537755401332e-05,1302604050,1,16.88
4.7537755401332e-05,1302604050,2,21.73
4.7537755401332e-05,1302604050,3,34.91
4.7537755401332e-05,1302604050,4,42.53
4.7537755401332e-05,1302604050,5,31.07
4.7537755401332e-05,1302604050,6,21.08
8.42293689849955e-05,1308861117,1,12.85
8.42293689849955e-05,1308861117,2,22.86
8.42293689849955e-05,1308861117,3,13.86
8.42293689849955e-05,1308861117,4,18.51
8.42293689849955e-05,1308861117,5,18.05
8.42293689849955e-05,1308861117,6,19.56
6.7552818855472e-05,1317237288,1,19
6.7552818855472e-05,1317237288,2,20.26
6.7552818855472e-05,1317237288,3,20.15
6.7552818855472e-05,1317237288,4,20.64
6.7552818855472e-05,1317237288,5,22.33
6.7552818855472e-05,1317237288,6,22.72
0.00549506045922494,1317267505,1,3.07
0.00549506045922494,1317267505,2,3.738
0.00549506045922494,1317267505,3,3.57
0.00549506045922494,1317267505,4,3.51
0.00549506045922494,1317267505,5,4.13
0.00549506045922494,1317267505,6,3.31
9.80913848118254e-05,1319160836,1,20.56
9.80913848118254e-05,1319160836,2,13.79
9.80913848118254e-05,1319160836,3,16.63
9.80913848118254e-05,1319160836,4,20.65
9.80913848118254e-05,1319160836,5,16.6
9.80913848118254e-05,1319160836,6,11.7
0.0465793891917051,1320142340,1,1.6
0.0465793891917051,1320142340,2,1.48
0.0465793891917051,1320142340,3,1.65
0.0465793891917051,1320142340,4,1.72
0.0465793891917051,1320142340,5,1.56
0.0465793891917051,1320142340,6,1.64
0.00679030757538784,1322149098,1,2.76
0.00679030757538784,1322149098,2,2.92
0.00679030757538784,1322149098,3,3.42
0.00679030757538784,1322149098,4,3.22
0.00679030757538784,1322149098,5,3.15
0.00679030757538784,1322149098,6,3.61
0.384896908111875,1324083795,1,1.05
0.384896908111875,1324083795,2,1.01
0.384896908111875,1324083795,3,1.02
0.384896908111875,1324083795,4,1.03
0.384896908111875,1324083795,5,1.03
0.384896908111875,1324083795,6,1
0.661698409821294,1327916718,1,1
0.661698409821294,1327916718,2,1
0.661698409821294,1327916718,3,1
0.661698409821294,1327916718,4,1
0.661698409821294,1327916718,5,1.03
0.661698409821294,1327916718,6,1
0.891107530876064,1330245033,1,1
0.891107530876064,1330245033,2,1
0.891107530876064,1330245033,3,1
0.891107530876064,1330245033,4,1.02
0.891107530876064,1330245033,5,1.01
0.891107530876064,1330245033,6,1
0.0570231918746556,1350099852,1,1.5
0.0570231918746556,1350099852,2,1.4
0.0570231918746556,1350099852,3,1.35
0.0570231918746556,1350099852,4,1.24
0.0570231918746556,1350099852,5,1.36
0.0570231918746556,1350099852,6,1.31
3.24968548815949e-05,1353231259,1,33.71
3.24968548815949e-05,1353231259,2,31.65
3.24968548815949e-05,1353231259,3,18.2
3.24968548815949e-05,1353231259,4,27.53
3.24968548815949e-05,1353231259,5,22.84
3.24968548815949e-05,1353231259,6,24.56
0.591272334005512,1361369506,1,1
0.591272334005512,1361369506,2,1.02
0.591272334005512,1361369506,3,1.01
0.591272334005512,1361369506,4,1.01
0.591272334005512,1361369506,5,1.01
0.591272334005512,1361369506,6,1
0.00740036139978584,1364538724,1,3.02
0.00740036139978584,1364538724,2,3.07
0.00740036139978584,1364538724,3,3.4
0.00740036139978584,1364538724,4,3.78
0.00740036139978584,1364538724,5,3.28
0.00740036139978584,1364538724,6,3.04
9.92304786852948e-05,1372897091,1,26.46
9.92304786852948e-05,1372897091,2,12.86
9.92304786852948e-05,1372897091,3,15.22
9.92304786852948e-05,1372897091,4,14.23
9.92304786852948e-05,1372897091,5,15.21
9.92304786852948e-05,1372897091,6,16.71
0.00477176102733118,1387048502,1,3.21
0.00477176102733118,1387048502,2,3.46
0.00477176102733118,1387048502,3,2.66
0.00477176102733118,1387048502,4,3.29
0.00477176102733118,1387048502,5,2.9
0.00477176102733118,1387048502,6,3.11
0.054930656360746,1389633355,1,1.59
0.054930656360746,1389633355,2,1.45
0.054930656360746,1389633355,3,1.67
0.054930656360746,1389633355,4,1.39
0.054930656360746,1389633355,5,1.65
0.054930656360746,1389633355,6,1.5
1.6535772366163e-05,1390784121,1,34.84
1.6535772366163e-05,1390784121,2,16.52
1.6535772366163e-05,1390784121,3,27.97
1.6535772366163e-05,1390784121,4,20.87
1.6535772366163e-05,1390784121,5,35.92
1.6535772366163e-05,1390784121,6,33.77
1.92865213623367e-05,1394977859,1,34.77
1.92865213623367e-05,1394977859,2,39.55
1.92865213623367e-05,1394977859,3,34.72
1.92865213623367e-05,1394977859,4,34.43
1.92865213623367e-05,1394977859,5,22.22
1.92865213623367e-05,1394977859,6,37.2
0.000187807048782375,1399003328,1,14.5
0.000187807048782375,1399003328,2,13.81
0.000187807048782375,1399003328,3,20.01
0.000187807048782375,1399003328,4,11.84
0.000187807048782375,1399003328,5,17.84
0.000187807048782375,1399003328,6,15.45
0.179383929259966,1399687581,1,1.09
0.179383929259966,1399687581,2,1.14
0.179383929259966,1399687581,3,1.08
0.179383929259966,1399687581,4,1.08
0.179383929259966,1399687581,5,1.1
0.179383929259966,1399687581,6,1.12
0.390735283257115,1403411274,1,1.06
0.390735283257115,1403411274,2,1.03
0.390735283257115,1403411274,3,1.02
0.390735283257115,1403411274,4,1.08
0.390735283257115,1403411274,5,1.11
0.390735283257115,1403411274,6,1.02
0.232420514698722,1404401720,1,1.05
0.232420514698722,1404401720,2,1.1
0.232420514698722,1404401720,3,1.1
0.232420514698722,1404401720,4,1.24
0.232420514698722,1404401720,5,1.08
0.232420514698722,1404401720,6,1.05
0.438280778604295,1408280537,1,1.03
0.438280778604295,1408280537,2,1.08
0.438280778604295,1408280537,3,1
0.438280778604295,1408280537,4,1.02
0.438280778604295,1408280537,5,1.02
0.438280778604295,1408280537,6,1
0.397742715633957,1415034151,1,1.06
0.397742715633957,1415034151,2,1.04
0.397742715633957,1415034151,3,1.04
0.397742715633957,1415034151,4,1.06
0.397742715633957,1415034151,5,1.02
0.397742715633957,1415034151,6,1.02
0.368216583733286,1417523189,1,1.04
0.368216583733286,1417523189,2,1.11
0.368216583733286,1417523189,3,1.04
0.368216583733286,1417523189,4,1.05
0.368216583733286,1417523189,5,1.19
0.368216583733286,1417523189,6,1.02
0.288714317417398,1427965925,1,1.01
0.288714317417398,1427965925,2,1.08
0.288714317417398,1427965925,3,1.08
0.288714317417398,1427965925,4,1.04
0.288714317417398,1427965925,5,1.07
0.288714317417398,1427965925,6,1.04
0.00014893565453166,1432839739,1,19.65
0.00014893565453166,1432839739,2,4.089
0.00014893565453166,1432839739,3,13.15
0.00014893565453166,1432839739,4,14.01
0.00014893565453166,1432839739,5,12.74
0.00014893565453166,1432839739,6,17.05
0.085860984938203,1433686312,1,1.26
0.085860984938203,1433686312,2,1.44
0.085860984938203,1433686312,3,1.26
0.085860984938203,1433686312,4,1.44
0.085860984938203,1433686312,5,1.43
0.085860984938203,1433686312,6,1.25
0.0361202679550595,1438410625,1,1.49
0.0361202679550595,1438410625,2,1.49
0.0361202679550595,1438410625,3,1.72
0.0361202679550595,1438410625,4,1.62
0.0361202679550595,1438410625,5,1.77
0.0361202679550595,1438410625,6,1.51
0.00262863382894153,1441225922,1,6.18
0.00262863382894153,1441225922,2,6.47
0.00262863382894153,1441225922,3,6.84
0.00262863382894153,1441225922,4,4.5
0.00262863382894153,1441225922,5,4.34
0.00262863382894153,1441225922,6,5.07
8.7568518923325e-05,1448631372,1,24.14
8.7568518923325e-05,1448631372,2,15.88
8.7568518923325e-05,1448631372,3,16.99
8.7568518923325e-05,1448631372,4,18.22
8.7568518923325e-05,1448631372,5,34.39
8.7568518923325e-05,1448631372,6,13.25
0.00602314286162285,1450818430,1,2.91
0.00602314286162285,1450818430,2,2.69
0.00602314286162285,1450818430,3,2.64
0.00602314286162285,1450818430,4,2.76
0.00602314286162285,1450818430,5,2.64
0.00602314286162285,1450818430,6,2.64
0.00797317019444356,1453670534,1,2.61
0.00797317019444356,1453670534,2,2.53
0.00797317019444356,1453670534,3,2.11
0.00797317019444356,1453670534,4,2.33
0.00797317019444356,1453670534,5,2.62
0.00797317019444356,1453670534,6,2.67
0.587344929579162,1454070422,1,1.01
0.587344929579162,1454070422,2,1
0.587344929579162,1454070422,3,1
0.587344929579162,1454070422,4,1
0.587344929579162,1454070422,5,1
0.587344929579162,1454070422,6,1.01
0.0988724272507215,1454637051,1,1.31
0.0988724272507215,1454637051,2,1.22
0.0988724272507215,1454637051,3,1.41
0.0988724272507215,1454637051,4,1.28
0.0988724272507215,1454637051,5,1.39
0.0988724272507215,1454637051,6,1.21
0.871175066305084,1454754273,1,1
0.871175066305084,1454754273,2,1
0.871175066305084,1454754273,3,1
0.871175066305084,1454754273,4,1
0.871175066305084,1454754273,5,1
0.871175066305084,1454754273,6,1.01
0.985771081886606,1454860383,1,1.01
0.985771081886606,1454860383,2,1.01
0.985771081886606,1454860383,3,1
0.985771081886606,1454860383,4,1
0.985771081886606,1454860383,5,1
0.985771081886606,1454860383,6,1
0.00591076476218151,1459137261,1,3.25
0.00591076476218151,1459137261,2,2.87
0.00591076476218151,1459137261,3,2.89
0.00591076476218151,1459137261,4,3.41
0.00591076476218151,1459137261,5,2.53
0.00591076476218151,1459137261,6,2.65
9.11788182750651e-05,1465922460,1,16.46
9.11788182750651e-05,1465922460,2,17.98
9.11788182750651e-05,1465922460,3,18.14
9.11788182750651e-05,1465922460,4,15.47
9.11788182750651e-05,1465922460,5,24.73
9.11788182750651e-05,1465922460,6,19.11
0.793593736623275,1466515601,1,1
0.793593736623275,1466515601,2,1
0.793593736623275,1466515601,3,1.01
0.793593736623275,1466515601,4,1.02
0.793593736623275,1466515601,5,1.01
0.793593736623275,1466515601,6,1
0.0691293567936137,1475749114,1,1.35
0.0691293567936137,1475749114,2,1.48
0.0691293567936137,1475749114,3,1.54
0.0691293567936137,1475749114,4,1.3
0.0691293567936137,1475749114,5,1.29
0.0691293567936137,1475749114,6,1.23
0.00697257522120761,1490418934,1,2.51
0.00697257522120761,1490418934,2,2.97
0.00697257522120761,1490418934,3,2.81
0.00697257522120761,1490418934,4,2.34
0.00697257522120761,1490418934,5,3.11
0.00697257522120761,1490418934,6,2.77
9.64496282022223e-05,1491082528,1,20.95
9.64496282022223e-05,1491082528,2,13.51
9.64496282022223e-05,1491082528,3,16.29
9.64496282022223e-05,1491082528,4,11.31
9.64496282022223e-05,1491082528,5,12.97
9.64496282022223e-05,1491082528,6,15.7
1.28066574759219e-05,1491776474,1,31.36
1.28066574759219e-05,1491776474,2,20.11
1.28066574759219e-05,1491776474,3,28.42
1.28066574759219e-05,1491776474,4,45.25
1.28066574759219e-05,1491776474,5,38.43
1.28066574759219e-05,1491776474,6,19.99
0.00367591076892023,1511505497,1,3.43
0.00367591076892023,1511505497,2,3.61
0.00367591076892023,1511505497,3,3.18
0.00367591076892023,1511505497,4,3.4
0.00367591076892023,1511505497,5,3.42
0.00367591076892023,1511505497,6,3.18
0.556636247226023,1515907620,1,1.01
0.556636247226023,1515907620,2,1
0.556636247226023,1515907620,3,1
0.556636247226023,1515907620,4,1
0.556636247226023,1515907620,5,1.02
0.556636247226023,1515907620,6,1.04
2.38142760139277e-05,1529063183,1,15.94
2.38142760139277e-05,1529063183,2,22.86
2.38142760139277e-05,1529063183,3,26.74
2.38142760139277e-05,1529063183,4,17.51
2.38142760139277e-05,1529063183,5,26.56
2.38142760139277e-05,1529063183,6,19.41
7.91636771961222e-05,1529644130,1,14.39
7.91636771961222e-05,1529644130,2,16.24
7.91636771961222e-05,1529644130,3,12.55
7.91636771961222e-05,1529644130,4,16.58
7.91636771961222e-05,1529644130,5,14.32
7.91636771961222e-05,1529644130,6,16.06
0.00094680345014276,1535513083,1,12.33
0.00094680345014276,1535513083,2,8.1
0.00094680345014276,1535513083,3,7.4
0.00094680345014276,1535513083,4,7.53
0.00094680345014276,1535513083,5,6.77
0.00094680345014276,1535513083,6,7.7
0.75683838735394,1538949320,1,1
0.75683838735394,1538949320,2,1
0.75683838735394,1538949320,3,1
0.75683838735394,1538949320,4,1
0.75683838735394,1538949320,5,1
0.75683838735394,1538949320,6,1
0.618364515701669,1547259562,1,1.01
0.618364515701669,1547259562,2,1
0.618364515701669,1547259562,3,1
0.618364515701669,1547259562,4,1.03
0.618364515701669,1547259562,5,1.01
0.618364515701669,1547259562,6,1
7.11734185669081e-05,1549744248,1,22.45
7.11734185669081e-05,1549744248,2,18.74
