"seed_percent","run","plant_species","free.dist"
0.865588833786943,3770161054,1,1.03
0.865588833786943,3770161054,2,1
0.865588833786943,3770161054,3,1
0.865588833786943,3770161054,4,1
0.865588833786943,3770161054,5,1.02
0.865588833786943,3770161054,6,1.01
0.439920294796161,3784384027,1,1.05
0.439920294796161,3784384027,2,1.14
0.439920294796161,3784384027,3,1.09
0.439920294796161,3784384027,4,1.07
0.439920294796161,3784384027,5,1.07
0.439920294796161,3784384027,6,1.07
0.000575982816580802,3787511395,1,4.72
0.000575982816580802,3787511395,2,10.6
0.000575982816580802,3787511395,3,12.35
0.000575982816580802,3787511395,4,11.15
0.000575982816580802,3787511395,5,7.98
0.000575982816580802,3787511395,6,11.48
8.92776181833617e-05,3791190205,1,13.97
8.92776181833617e-05,3791190205,2,23.75
8.92776181833617e-05,3791190205,3,26.46
8.92776181833617e-05,3791190205,4,20.32
8.92776181833617e-05,3791190205,5,16.17
8.92776181833617e-05,3791190205,6,24.05
0.517787792754512,3794961702,1,1.06
0.517787792754512,3794961702,2,1
0.517787792754512,3794961702,3,1.03
0.517787792754512,3794961702,4,1.02
0.517787792754512,3794961702,5,1
0.517787792754512,3794961702,6,1.06
0.0998542842325442,3808086989,1,1.27
0.0998542842325442,3808086989,2,1.3
0.0998542842325442,3808086989,3,1.46
0.0998542842325442,3808086989,4,1.17
0.0998542842325442,3808086989,5,1.15
0.0998542842325442,3808086989,6,1.22
0.067632471528001,3808541655,1,1.62
0.067632471528001,3808541655,2,1.43
0.067632471528001,3808541655,3,1.46
0.067632471528001,3808541655,4,1.48
0.067632471528001,3808541655,5,1.48
0.067632471528001,3808541655,6,1.61
0.0167945303878736,3809669880,1,2.21
0.0167945303878736,3809669880,2,2.06
0.0167945303878736,3809669880,3,2.38
0.0167945303878736,3809669880,4,2.19
0.0167945303878736,3809669880,5,1.94
0.0167945303878736,3809669880,6,2.45
0.578697827549956,3810848812,1,1.01
0.578697827549956,3810848812,2,1.03
0.578697827549956,3810848812,3,1.01
0.578697827549956,3810848812,4,1.04
0.578697827549956,3810848812,5,1.02
0.578697827549956,3810848812,6,1.01
4.87177372920999e-05,3811143750,1,20.46
4.87177372920999e-05,3811143750,2,17.84
4.87177372920999e-05,3811143750,3,18.02
4.87177372920999e-05,3811143750,4,13.99
4.87177372920999e-05,3811143750,5,15.64
4.87177372920999e-05,3811143750,6,15.45
0.00034004231675578,3811882068,1,9.27
0.00034004231675578,3811882068,2,11.29
0.00034004231675578,3811882068,3,9.22
0.00034004231675578,3811882068,4,10.37
0.00034004231675578,3811882068,5,9.03
0.00034004231675578,3811882068,6,9
0.287069280780698,3817831665,1,1.08
0.287069280780698,3817831665,2,1.1
0.287069280780698,3817831665,3,1.12
0.287069280780698,3817831665,4,1.05
0.287069280780698,3817831665,5,1.04
0.287069280780698,3817831665,6,1.05
0.00518828659057346,3822503581,1,4.27
0.00518828659057346,3822503581,2,2.9
0.00518828659057346,3822503581,3,3.17
0.00518828659057346,3822503581,4,3.39
0.00518828659057346,3822503581,5,4.02
0.00518828659057346,3822503581,6,3.23
0.665880570298352,3823180958,1,1.01
0.665880570298352,3823180958,2,1.03
0.665880570298352,3823180958,3,1.01
0.665880570298352,3823180958,4,1.01
0.665880570298352,3823180958,5,1
0.665880570298352,3823180958,6,1.01
0.510273452216757,3827268318,1,1.03
0.510273452216757,3827268318,2,1.05
0.510273452216757,3827268318,3,1.03
0.510273452216757,3827268318,4,1.02
0.510273452216757,3827268318,5,1
0.510273452216757,3827268318,6,1.04
0.000792427965467357,3827829551,1,8.05
0.000792427965467357,3827829551,2,5.99
0.000792427965467357,3827829551,3,6.21
0.000792427965467357,3827829551,4,7.82
0.000792427965467357,3827829551,5,6.48
0.000792427965467357,3827829551,6,5.3
0.000773275717455533,3830243329,1,7.91
0.000773275717455533,3830243329,2,7.63
0.000773275717455533,3830243329,3,7.56
0.000773275717455533,3830243329,4,7.92
0.000773275717455533,3830243329,5,7.68
0.000773275717455533,3830243329,6,10.04
0.452607578429292,3831832724,1,1.01
0.452607578429292,3831832724,2,1.07
0.452607578429292,3831832724,3,1
0.452607578429292,3831832724,4,1.01
0.452607578429292,3831832724,5,1.04
0.452607578429292,3831832724,6,1.01
0.467742544776569,3832346159,1,1.03
0.467742544776569,3832346159,2,1.04
0.467742544776569,3832346159,3,1.02
0.467742544776569,3832346159,4,1.06
0.467742544776569,3832346159,5,1.01
0.467742544776569,3832346159,6,1.02
0.0191091686648536,3835613888,1,2.28
0.0191091686648536,3835613888,2,2.06
0.0191091686648536,3835613888,3,1.9
0.0191091686648536,3835613888,4,1.65
0.0191091686648536,3835613888,5,1.8
0.0191091686648536,3835613888,6,1.95
0.0473385142328095,3842233041,1,1.55
0.0473385142328095,3842233041,2,1.65
0.0473385142328095,3842233041,3,1.64
0.0473385142328095,3842233041,4,1.5
0.0473385142328095,3842233041,5,2.06
0.0473385142328095,3842233041,6,1.98
0.364282399871001,3848957123,1,1.09
0.364282399871001,3848957123,2,1.05
0.364282399871001,3848957123,3,1.18
0.364282399871001,3848957123,4,1.04
0.364282399871001,3848957123,5,1.08
0.364282399871001,3848957123,6,1.013
0.0615838704890844,3851425548,1,1.32
0.0615838704890844,3851425548,2,1.27
0.0615838704890844,3851425548,3,1.33
0.0615838704890844,3851425548,4,1.42
0.0615838704890844,3851425548,5,1.4
0.0615838704890844,3851425548,6,1.27
0.96762579817889,3854457508,1,1
0.96762579817889,3854457508,2,1
0.96762579817889,3854457508,3,1
0.96762579817889,3854457508,4,1
0.96762579817889,3854457508,5,1
0.96762579817889,3854457508,6,1
9.63716515233416e-05,3861073294,1,23.64
9.63716515233416e-05,3861073294,2,20.74
9.63716515233416e-05,3861073294,3,18.33
9.63716515233416e-05,3861073294,4,15.96
9.63716515233416e-05,3861073294,5,26.73
9.63716515233416e-05,3861073294,6,22.39
0.00210036892086423,3861817711,1,4.43
0.00210036892086423,3861817711,2,4.16
0.00210036892086423,3861817711,3,4.32
0.00210036892086423,3861817711,4,4.51
0.00210036892086423,3861817711,5,4.26
0.00210036892086423,3861817711,6,4.4
0.000256605921608882,3861946706,1,13.12
0.000256605921608882,3861946706,2,9.08
0.000256605921608882,3861946706,3,11.55
0.000256605921608882,3861946706,4,10.96
0.000256605921608882,3861946706,5,7.97
0.000256605921608882,3861946706,6,10.3
0.932054158902801,3863796518,1,1
0.932054158902801,3863796518,2,1
0.932054158902801,3863796518,3,1
0.932054158902801,3863796518,4,1
0.932054158902801,3863796518,5,1
0.932054158902801,3863796518,6,1.01
0.961887012130958,3869947480,1,1
0.961887012130958,3869947480,2,1
0.961887012130958,3869947480,3,1
0.961887012130958,3869947480,4,1
0.961887012130958,3869947480,5,1
0.961887012130958,3869947480,6,1
5.6337358742912e-05,3872861585,1,21.61
5.6337358742912e-05,3872861585,2,15.15
5.6337358742912e-05,3872861585,3,28.92
5.6337358742912e-05,3872861585,4,19.81
5.6337358742912e-05,3872861585,5,19.26
5.6337358742912e-05,3872861585,6,12.6
1.70031838160181e-05,3875635811,1,31.25
1.70031838160181e-05,3875635811,2,27.09
1.70031838160181e-05,3875635811,3,28.14
1.70031838160181e-05,3875635811,4,36.64
1.70031838160181e-05,3875635811,5,34.28
1.70031838160181e-05,3875635811,6,35.35
0.439614437694878,3878443798,1,1.01
0.439614437694878,3878443798,2,1.04
0.439614437694878,3878443798,3,1.03
0.439614437694878,3878443798,4,1.03
0.439614437694878,3878443798,5,1.01
0.439614437694878,3878443798,6,1.02
7.46178380244629e-05,3880359839,1,24.81
7.46178380244629e-05,3880359839,2,20.98
7.46178380244629e-05,3880359839,3,37.31
7.46178380244629e-05,3880359839,4,17.01
7.46178380244629e-05,3880359839,5,15.48
7.46178380244629e-05,3880359839,6,5.21
0.651560999286611,3893693248,1,1.01
0.651560999286611,3893693248,2,1
0.651560999286611,3893693248,3,1.01
0.651560999286611,3893693248,4,1.02
0.651560999286611,3893693248,5,1
0.651560999286611,3893693248,6,1
0.0820444851836704,3905584953,1,1.31
0.0820444851836704,3905584953,2,1.24
0.0820444851836704,3905584953,3,1.29
0.0820444851836704,3905584953,4,1.26
0.0820444851836704,3905584953,5,1.36
0.0820444851836704,3905584953,6,1.37
0.0489562639391697,3909084423,1,1.48
0.0489562639391697,3909084423,2,1.38
0.0489562639391697,3909084423,3,1.57
0.0489562639391697,3909084423,4,1.49
0.0489562639391697,3909084423,5,1.42
0.0489562639391697,3909084423,6,1.53
8.57837347062051e-05,3911226955,1,16.68
8.57837347062051e-05,3911226955,2,18.18
8.57837347062051e-05,3911226955,3,14.15
8.57837347062051e-05,3911226955,4,19.68
8.57837347062051e-05,3911226955,5,22.51
8.57837347062051e-05,3911226955,6,17.24
0.0152805995737708,3914555755,1,2.07
0.0152805995737708,3914555755,2,2.42
0.0152805995737708,3914555755,3,2.14
0.0152805995737708,3914555755,4,2.06
0.0152805995737708,3914555755,5,2.41
0.0152805995737708,3914555755,6,1.746
0.000355414428957769,3914561326,1,8.8
0.000355414428957769,3914561326,2,11.21
0.000355414428957769,3914561326,3,11.52
0.000355414428957769,3914561326,4,13.19
0.000355414428957769,3914561326,5,8.49
0.000355414428957769,3914561326,6,10.6
0.33660259661497,3918242819,1,1.03
0.33660259661497,3918242819,2,1.06
0.33660259661497,3918242819,3,1.02
0.33660259661497,3918242819,4,1
0.33660259661497,3918242819,5,1.04
0.33660259661497,3918242819,6,1.02
2.84932871102596e-05,3922211293,1,21.23
2.84932871102596e-05,3922211293,2,24.6
2.84932871102596e-05,3922211293,3,24.64
2.84932871102596e-05,3922211293,4,29.64
2.84932871102596e-05,3922211293,5,17.76
2.84932871102596e-05,3922211293,6,22.65
0.000438775253574494,3925287170,1,9.72
0.000438775253574494,3925287170,2,10.35
0.000438775253574494,3925287170,3,11.91
0.000438775253574494,3925287170,4,14.23
0.000438775253574494,3925287170,5,7.42
0.000438775253574494,3925287170,6,7.87
0.0009917556440063,3930799036,1,9.22
0.0009917556440063,3930799036,2,6.98
0.0009917556440063,3930799036,3,5.71
0.0009917556440063,3930799036,4,7.23
0.0009917556440063,3930799036,5,7.01
0.0009917556440063,3930799036,6,5.13
0.000856272090810579,3931450396,1,7.15
0.000856272090810579,3931450396,2,5.36
0.000856272090810579,3931450396,3,6.82
0.000856272090810579,3931450396,4,10.15
0.000856272090810579,3931450396,5,7.77
0.000856272090810579,3931450396,6,8.2
0.0909428248285059,3932381871,1,1.24
0.0909428248285059,3932381871,2,1.17
0.0909428248285059,3932381871,3,1.25
0.0909428248285059,3932381871,4,1.24
0.0909428248285059,3932381871,5,1.22
0.0909428248285059,3932381871,6,1.17
4.86328464562942e-05,3932898878,1,21.38
4.86328464562942e-05,3932898878,2,20.61
4.86328464562942e-05,3932898878,3,18.9
4.86328464562942e-05,3932898878,4,24.38
4.86328464562942e-05,3932898878,5,23.93
4.86328464562942e-05,3932898878,6,23.58
2.90602707553721e-05,3933410306,1,28.73
2.90602707553721e-05,3933410306,2,22.97
2.90602707553721e-05,3933410306,3,23.73
2.90602707553721e-05,3933410306,4,21.93
2.90602707553721e-05,3933410306,5,33.07
2.90602707553721e-05,3933410306,6,28.76
9.41570749692494e-05,3936681839,1,17.05
9.41570749692494e-05,3936681839,2,15.79
9.41570749692494e-05,3936681839,3,23.66
9.41570749692494e-05,3936681839,4,23.24
9.41570749692494e-05,3936681839,5,24.88
9.41570749692494e-05,3936681839,6,19.52
0.487928893678718,3939308016,1,1
0.487928893678718,3939308016,2,1.01
0.487928893678718,3939308016,3,1
0.487928893678718,3939308016,4,1.02
0.487928893678718,3939308016,5,1.03
0.487928893678718,3939308016,6,1.05
2.69294174178821e-05,3943352984,1,24.72
2.69294174178821e-05,3943352984,2,25
2.69294174178821e-05,3943352984,3,26.55
2.69294174178821e-05,3943352984,4,30.68
2.69294174178821e-05,3943352984,5,16.27
2.69294174178821e-05,3943352984,6,25.23
0.964126854833059,3943613784,1,1
0.964126854833059,3943613784,2,1
0.964126854833059,3943613784,3,1
0.964126854833059,3943613784,4,1
0.964126854833059,3943613784,5,1
0.964126854833059,3943613784,6,1
0.549084170186452,3949335815,1,1
0.549084170186452,3949335815,2,1
0.549084170186452,3949335815,3,1.02
0.549084170186452,3949335815,4,1.01
0.549084170186452,3949335815,5,1
0.549084170186452,3949335815,6,1
0.287032749090871,3949610061,1,1.11
0.287032749090871,3949610061,2,1.06
0.287032749090871,3949610061,3,1.04
0.287032749090871,3949610061,4,1.1
0.287032749090871,3949610061,5,1.05
0.287032749090871,3949610061,6,1.05
3.19984090128346e-05,3958607581,1,18.85
3.19984090128346e-05,3958607581,2,13.78
3.19984090128346e-05,3958607581,3,22.15
3.19984090128346e-05,3958607581,4,30.77
3.19984090128346e-05,3958607581,5,23.89
3.19984090128346e-05,3958607581,6,28.19
0.0737624900656021,3967620083,1,1.27
0.0737624900656021,3967620083,2,1.31
0.0737624900656021,3967620083,3,1.22
0.0737624900656021,3967620083,4,1.29
0.0737624900656021,3967620083,5,1.3
0.0737624900656021,3967620083,6,1.27
0.00974626996197748,3997372331,1,2.85
0.00974626996197748,3997372331,2,2.91
0.00974626996197748,3997372331,3,2.94
0.00974626996197748,3997372331,4,2.58
0.00974626996197748,3997372331,5,2.24
0.00974626996197748,3997372331,6,2.52
0.000589217569743209,4003252286,1,5.85
0.000589217569743209,4003252286,2,6.43
0.000589217569743209,4003252286,3,7.63
0.000589217569743209,4003252286,4,8.02
0.000589217569743209,4003252286,5,7.15
0.000589217569743209,4003252286,6,8.23
0.672476327367544,4009396184,1,1.03
0.672476327367544,4009396184,2,1
0.672476327367544,4009396184,3,1.03
0.672476327367544,4009396184,4,1.01
0.672476327367544,4009396184,5,1
0.672476327367544,4009396184,6,1
0.942367518982769,4012037940,1,1
0.942367518982769,4012037940,2,1
0.942367518982769,4012037940,3,1
0.942367518982769,4012037940,4,1
0.942367518982769,4012037940,5,1
0.942367518982769,4012037940,6,1.01
0.35481607606919,4015192102,1,1.02
0.35481607606919,4015192102,2,1.03
0.35481607606919,4015192102,3,1.08
0.35481607606919,4015192102,4,1.04
0.35481607606919,4015192102,5,1
0.35481607606919,4015192102,6,1.1
0.155164134980213,4017069808,1,1.15
0.155164134980213,4017069808,2,1.09
0.155164134980213,4017069808,3,1.21
0.155164134980213,4017069808,4,1.18
0.155164134980213,4017069808,5,1.18
0.155164134980213,4017069808,6,1.09
0.076040653305309,4029638771,1,1.28
0.076040653305309,4029638771,2,1.52
0.076040653305309,4029638771,3,1.36
0.076040653305309,4029638771,4,1.33
0.076040653305309,4029638771,5,1.24
0.076040653305309,4029638771,6,1.43
0.36362255216601,4034508739,1,1.04
0.36362255216601,4034508739,2,1.03
0.36362255216601,4034508739,3,1.03
0.36362255216601,4034508739,4,1.06
0.36362255216601,4034508739,5,1.07
0.36362255216601,4034508739,6,1.12
0.0956752505569052,4038115576,1,1.29
0.0956752505569052,4038115576,2,1.45
0.0956752505569052,4038115576,3,1.4
0.0956752505569052,4038115576,4,1.24
0.0956752505569052,4038115576,5,1.38
0.0956752505569052,4038115576,6,1.63
6.62749622337437e-05,4050367227,1,21.22
6.62749622337437e-05,4050367227,2,14.23
6.62749622337437e-05,4050367227,3,21.74
6.62749622337437e-05,4050367227,4,18.18
6.62749622337437e-05,4050367227,5,16.78
6.62749622337437e-05,4050367227,6,18.28
0.0275857155291305,4054562610,1,1.73
0.0275857155291305,4054562610,2,1.83
0.0275857155291305,4054562610,3,1.84
0.0275857155291305,4054562610,4,1.73
0.0275857155291305,4054562610,5,1.78
0.0275857155291305,4054562610,6,2.02
0.0271405783557448,4063820217,1,1.68
0.0271405783557448,4063820217,2,1.59
0.0271405783557448,4063820217,3,1.65
0.0271405783557448,4063820217,4,1.71
0.0271405783557448,4063820217,5,1.81
0.0271405783557448,4063820217,6,1.6
0.0912828990236352,4064479271,1,1.25
0.0912828990236352,4064479271,2,1.33
0.0912828990236352,4064479271,3,1.17
0.0912828990236352,4064479271,4,1.18
0.0912828990236352,4064479271,5,1.13
0.0912828990236352,4064479271,6,1.32
0.000691152441546405,4064607374,1,6.64
0.000691152441546405,4064607374,2,5.61
0.000691152441546405,4064607374,3,6.03
0.000691152441546405,4064607374,4,5.65
0.000691152441546405,4064607374,5,4.71
0.000691152441546405,4064607374,6,5.34
0.0386226257468308,4065345885,1,2.09
0.0386226257468308,4065345885,2,1.78
0.0386226257468308,4065345885,3,1.57
0.0386226257468308,4065345885,4,2.11
0.0386226257468308,4065345885,5,1.71
0.0386226257468308,4065345885,6,1.75
0.0144816498941096,4070554237,1,1.94
0.0144816498941096,4070554237,2,1.86
0.0144816498941096,4070554237,3,2.01
0.0144816498941096,4070554237,4,1.78
0.0144816498941096,4070554237,5,2.13
0.0144816498941096,4070554237,6,1.92
0.00880481892418908,4071607411,1,2.01
0.00880481892418908,4071607411,2,2.52
0.00880481892418908,4071607411,3,2.47
0.00880481892418908,4071607411,4,2.64
0.00880481892418908,4071607411,5,2.37
0.00880481892418908,4071607411,6,2.53
0.0241094802438661,4073724751,1,1.64
0.0241094802438661,4073724751,2,1.98
0.0241094802438661,4073724751,3,1.86
0.0241094802438661,4073724751,4,1.72
0.0241094802438661,4073724751,5,1.84
0.0241094802438661,4073724751,6,1.72
0.00011017165992876,4078186517,1,17.04
0.00011017165992876,4078186517,2,17.9
0.00011017165992876,4078186517,3,15.37
0.00011017165992876,4078186517,4,13.14
0.00011017165992876,4078186517,5,14.16
0.00011017165992876,4078186517,6,18.59
0.00314544100048215,4081597900,1,4.94
0.00314544100048215,4081597900,2,5.64
0.00314544100048215,4081597900,3,4.23
0.00314544100048215,4081597900,4,4.1
0.00314544100048215,4081597900,5,3.61
0.00314544100048215,4081597900,6,6.33
8.76647565078924e-05,4083799123,1,17.77
8.76647565078924e-05,4083799123,2,18.27
8.76647565078924e-05,4083799123,3,18.72
8.76647565078924e-05,4083799123,4,14.31
8.76647565078924e-05,4083799123,5,17.68
8.76647565078924e-05,4083799123,6,16.38
5.46738937029225e-05,4085308012,1,32.31
5.46738937029225e-05,4085308012,2,24.24
5.46738937029225e-05,4085308012,3,26.37
5.46738937029225e-05,4085308012,4,26.5
5.46738937029225e-05,4085308012,5,25.16
5.46738937029225e-05,4085308012,6,19.88
0.00776509389949161,4089418554,1,2.35
0.00776509389949161,4089418554,2,2.43
0.00776509389949161,4089418554,3,2.6
0.00776509389949161,4089418554,4,2.34
0.00776509389949161,4089418554,5,2.29
0.00776509389949161,4089418554,6,2.4
8.49884286346254e-05,4090066445,1,21.28
8.49884286346254e-05,4090066445,2,26.96
8.49884286346254e-05,4090066445,3,16.68
8.49884286346254e-05,4090066445,4,20.99
8.49884286346254e-05,4090066445,5,21.09
8.49884286346254e-05,4090066445,6,10.89
0.479648324847991,4092476480,1,1.08
0.479648324847991,4092476480,2,1.01
0.479648324847991,4092476480,3,1.01
0.479648324847991,4092476480,4,1.04
0.479648324847991,4092476480,5,1.06
0.479648324847991,4092476480,6,1.02
0.0526062397746482,4099504253,1,1.47
0.0526062397746482,4099504253,2,1.27
0.0526062397746482,4099504253,3,1.27
0.0526062397746482,4099504253,4,1.42
0.0526062397746482,4099504253,5,1.38
0.0526062397746482,4099504253,6,1.32
0.546709366924657,4106426720,1,1
0.546709366924657,4106426720,2,1.06
0.546709366924657,4106426720,3,1.05
0.546709366924657,4106426720,4,1.02
0.546709366924657,4106426720,5,1.06
0.546709366924657,4106426720,6,1
0.000445704197307419,4112584555,1,9.79
0.000445704197307419,4112584555,2,10.08
0.000445704197307419,4112584555,3,8.08
0.000445704197307419,4112584555,4,9.37
0.000445704197307419,4112584555,5,8.16
0.000445704197307419,4112584555,6,8.81
0.229390150995891,4115563913,1,1.11
0.229390150995891,4115563913,2,1.03
0.229390150995891,4115563913,3,1.11
0.229390150995891,4115563913,4,1.07
0.229390150995891,4115563913,5,1.02
0.229390150995891,4115563913,6,1.07
0.0675339655277618,4115849358,1,1.3
0.0675339655277618,4115849358,2,1.38
0.0675339655277618,4115849358,3,1.53
0.0675339655277618,4115849358,4,1.39
0.0675339655277618,4115849358,5,1.43
0.0675339655277618,4115849358,6,1.37
0.454171997134424,4118804040,1,1.03
0.454171997134424,4118804040,2,1.03
0.454171997134424,4118804040,3,1.02
0.454171997134424,4118804040,4,1.03
0.454171997134424,4118804040,5,1.02
0.454171997134424,4118804040,6,1
5.57544905244211e-05,4122682254,1,18.71
5.57544905244211e-05,4122682254,2,23.87
5.57544905244211e-05,4122682254,3,17.11
5.57544905244211e-05,4122682254,4,15.68
5.57544905244211e-05,4122682254,5,26.42
5.57544905244211e-05,4122682254,6,28
0.899979175655358,4123422547,1,1
0.899979175655358,4123422547,2,1.01
0.899979175655358,4123422547,3,1
0.899979175655358,4123422547,4,1
0.899979175655358,4123422547,5,1
0.899979175655358,4123422547,6,1
0.000783783067298076,4124584599,1,6.17
0.000783783067298076,4124584599,2,6.79
0.000783783067298076,4124584599,3,6.02
0.000783783067298076,4124584599,4,6.06
0.000783783067298076,4124584599,5,6.12
0.000783783067298076,4124584599,6,7.87
0.000723003401242028,4126470646,1,7.11
0.000723003401242028,4126470646,2,7.19
0.000723003401242028,4126470646,3,7.42
0.000723003401242028,4126470646,4,7.09
0.000723003401242028,4126470646,5,6.78
0.000723003401242028,4126470646,6,7.72
0.0709241570863164,4133288890,1,1.42
0.0709241570863164,4133288890,2,1.56
0.0709241570863164,4133288890,3,1.57
0.0709241570863164,4133288890,4,1.39
0.0709241570863164,4133288890,5,1.49
0.0709241570863164,4133288890,6,1.42
5.0696286509679e-05,4141335984,1,22.12
5.0696286509679e-05,4141335984,2,21.18
5.0696286509679e-05,4141335984,3,26.32
5.0696286509679e-05,4141335984,4,19.59
5.0696286509679e-05,4141335984,5,29.14
5.0696286509679e-05,4141335984,6,12.77
0.000919998859008758,4142164594,1,4.8
0.000919998859008758,4142164594,2,6.68
0.000919998859008758,4142164594,3,7.09
0.000919998859008758,4142164594,4,5.81
0.000919998859008758,4142164594,5,4.86
0.000919998859008758,4142164594,6,6.38
0.490035888240058,4151746778,1,1.01
0.490035888240058,4151746778,2,1.1
0.490035888240058,4151746778,3,1.03
0.490035888240058,4151746778,4,1.01
0.490035888240058,4151746778,5,1.04
0.490035888240058,4151746778,6,1
0.547261761132563,4152018360,1,1.03
0.547261761132563,4152018360,2,1.01
0.547261761132563,4152018360,3,1
0.547261761132563,4152018360,4,1.04
0.547261761132563,4152018360,5,1.05
0.547261761132563,4152018360,6,1
0.000141320991207322,4153634240,1,17.42
0.000141320991207322,4153634240,2,12.17
0.000141320991207322,4153634240,3,12.01
0.000141320991207322,4153634240,4,13.73
0.000141320991207322,4153634240,5,13.58
0.000141320991207322,4153634240,6,17.31
0.00548598916842651,4157690240,1,3.41
0.00548598916842651,4157690240,2,3.18
0.00548598916842651,4157690240,3,3.38
0.00548598916842651,4157690240,4,2.55
0.00548598916842651,4157690240,5,2.94
0.00548598916842651,4157690240,6,3.21
2.46995164704694e-05,4158147226,1,26.41
2.46995164704694e-05,4158147226,2,33.67
2.46995164704694e-05,4158147226,3,29.84
2.46995164704694e-05,4158147226,4,39.04
2.46995164704694e-05,4158147226,5,39.81
2.46995164704694e-05,4158147226,6,24.96
0.0763159377293263,4162390452,1,1.26
0.0763159377293263,4162390452,2,1.42
0.0763159377293263,4162390452,3,1.24
0.0763159377293263,4162390452,4,1.45
0.0763159377293263,4162390452,5,1.3
0.0763159377293263,4162390452,6,1.29
0.0648657955897417,4164105430,1,1.36
0.0648657955897417,4164105430,2,1.29
0.0648657955897417,4164105430,3,1.46
0.0648657955897417,4164105430,4,1.28
0.0648657955897417,4164105430,5,1.49
0.0648657955897417,4164105430,6,1.45
0.349369433478093,4164330621,1,1.02
0.349369433478093,4164330621,2,1.07
0.349369433478093,4164330621,3,1.09
0.349369433478093,4164330621,4,1.03
0.349369433478093,4164330621,5,1.08
0.349369433478093,4164330621,6,1.11
4.31380647728495e-05,4171181242,1,21.6
4.31380647728495e-05,4171181242,2,24.56
4.31380647728495e-05,4171181242,3,21.32
4.31380647728495e-05,4171181242,4,21.45
4.31380647728495e-05,4171181242,5,18.87
4.31380647728495e-05,4171181242,6,17.94
0.0601604093315357,4172266340,1,1.48
0.0601604093315357,4172266340,2,1.42
0.0601604093315357,4172266340,3,1.41
0.0601604093315357,4172266340,4,1.35
0.0601604093315357,4172266340,5,1.51
0.0601604093315357,4172266340,6,1.26
0.00338272016090224,4190763001,1,3.48
0.00338272016090224,4190763001,2,3.11
0.00338272016090224,4190763001,3,3.82
0.00338272016090224,4190763001,4,4.7
0.00338272016090224,4190763001,5,3.37
0.00338272016090224,4190763001,6,4.04
0.225987407282136,4191804558,1,1.12
0.225987407282136,4191804558,2,1.25
0.225987407282136,4191804558,3,1.07
0.225987407282136,4191804558,4,1.12
0.225987407282136,4191804558,5,1.08
0.225987407282136,4191804558,6,1.31
0.0062703509626583,4193300222,1,3.16
0.0062703509626583,4193300222,2,2.78
0.0062703509626583,4193300222,3,2.44
0.0062703509626583,4193300222,4,2.91
0.0062703509626583,4193300222,5,3.06
0.0062703509626583,4193300222,6,3.12
0.000508469181672612,4199185816,1,8.98
0.000508469181672612,4199185816,2,9.27
0.000508469181672612,4199185816,3,9.64
0.000508469181672612,4199185816,4,7.54
0.000508469181672612,4199185816,5,7.64
0.000508469181672612,4199185816,6,8.11
7.76756516646051e-05,4205291633,1,12.55
7.76756516646051e-05,4205291633,2,17.56
7.76756516646051e-05,4205291633,3,12.98
7.76756516646051e-05,4205291633,4,19.82
7.76756516646051e-05,4205291633,5,15.64
7.76756516646051e-05,4205291633,6,17.9
0.427785927035581,4208032552,1,1.03
0.427785927035581,4208032552,2,1.05
0.427785927035581,4208032552,3,1
0.427785927035581,4208032552,4,1
0.427785927035581,4208032552,5,1.04
0.427785927035581,4208032552,6,1.04
0.000892575359964917,4208353404,1,5.42
0.000892575359964917,4208353404,2,7.76
0.000892575359964917,4208353404,3,7.52
0.000892575359964917,4208353404,4,5.65
0.000892575359964917,4208353404,5,8.01
0.000892575359964917,4208353404,6,7.69
0.000780317566572095,4212938748,1,7.38
0.000780317566572095,4212938748,2,8.56
0.000780317566572095,4212938748,3,6.07
0.000780317566572095,4212938748,4,7.22
0.000780317566572095,4212938748,5,6.68
0.000780317566572095,4212938748,6,6.22
0.206232506460253,4222871525,1,1.44
0.206232506460253,4222871525,2,1.2
0.206232506460253,4222871525,3,1.2
0.206232506460253,4222871525,4,1.17
0.206232506460253,4222871525,5,1.17
0.206232506460253,4222871525,6,1.22
8.6382171163431e-05,4223102996,1,14.1
8.6382171163431e-05,4223102996,2,15.53
8.6382171163431e-05,4223102996,3,15.19
8.6382171163431e-05,4223102996,4,22.13
8.6382171163431e-05,4223102996,5,12.34
8.6382171163431e-05,4223102996,6,14.2
0.716333119006998,4225616005,1,1.01
0.716333119006998,4225616005,2,1.02
0.716333119006998,4225616005,3,1
0.716333119006998,4225616005,4,1
0.716333119006998,4225616005,5,1
0.716333119006998,4225616005,6,1.02
0.166327224670593,4227256878,1,1.08
0.166327224670593,4227256878,2,1.3
0.166327224670593,4227256878,3,1.18
0.166327224670593,4227256878,4,1.15
0.166327224670593,4227256878,5,1.19
0.166327224670593,4227256878,6,1.17
0.00570470342519682,4239598744,1,2.62
0.00570470342519682,4239598744,2,2.54
0.00570470342519682,4239598744,3,2.87
0.00570470342519682,4239598744,4,2.7
0.00570470342519682,4239598744,5,3.2
0.00570470342519682,4239598744,6,3.26
0.00237190270731535,4240070306,1,4.24
0.00237190270731535,4240070306,2,3.98
0.00237190270731535,4240070306,3,3.39
0.00237190270731535,4240070306,4,3.57
0.00237190270731535,4240070306,5,3.9
0.00237190270731535,4240070306,6,3.91
0.670819121075716,4246370093,1,1.01
0.670819121075716,4246370093,2,1.05
