"","run","seed_percent","pollinator_species","pol.bm","pol.soc","pl.no.vis"
"9013",6086242970,0.0841408019413663,1,3.532,0,2
"9014",6086242970,0.0841408019413663,2,3.899,0,1
"9015",6086242970,0.0841408019413663,3,7.674,1,1
"9016",6086242970,0.0841408019413663,4,6.373,1,2
"9017",6086242970,0.0841408019413663,5,7.046,2,1
"9018",6086242970,0.0841408019413663,6,2.286,2,2
"9019",6086242970,0.0841408019413663,7,5.774,3,1
"9020",6086242970,0.0841408019413663,8,6.454,3,2
"9021",6088877702,0.000294531892821199,1,6.079,0,5
"9022",6088877702,0.000294531892821199,2,6.973,0,4
"9023",6088877702,0.000294531892821199,3,4.959,1,5
"9024",6088877702,0.000294531892821199,4,3.688,1,4
"9025",6088877702,0.000294531892821199,5,4.374,2,3
"9026",6088877702,0.000294531892821199,6,2.433,2,2
"9027",6088877702,0.000294531892821199,7,1.628,3,4
"9028",6088877702,0.000294531892821199,8,4.248,3,5
"9029",6097821048,0.000352876686995634,1,5.565,0,1
"9030",6097821048,0.000352876686995634,3,5.579,1,1
"9031",6097821048,0.000352876686995634,4,6.685,1,1
"9032",6097821048,0.000352876686995634,5,2.108,2,1
"9033",6097821048,0.000352876686995634,6,6.552,2,1
"9034",6097821048,0.000352876686995634,7,7.466,3,2
"9035",6097821048,0.000352876686995634,8,7.341,3,1
"9036",6101718593,0.00780398974059617,1,1.442,0,4
"9037",6101718593,0.00780398974059617,2,2.13,0,6
"9038",6101718593,0.00780398974059617,3,3.814,1,5
"9039",6101718593,0.00780398974059617,4,4.227,1,4
"9040",6101718593,0.00780398974059617,5,4.875,2,6
"9041",6101718593,0.00780398974059617,6,4.421,2,6
"9042",6101718593,0.00780398974059617,7,3.087,3,5
"9043",6101718593,0.00780398974059617,8,6.766,3,4
"9044",6115069746,3.33431935383823e-05,1,3.151,0,2
"9045",6115069746,3.33431935383823e-05,2,3.362,0,1
"9046",6115069746,3.33431935383823e-05,3,5.387,1,1
"9047",6115069746,3.33431935383823e-05,4,5.426,1,1
"9048",6115069746,3.33431935383823e-05,5,7.256,2,1
"9049",6115069746,3.33431935383823e-05,6,4.903,2,1
"9050",6115069746,3.33431935383823e-05,7,6.973,3,1
"9051",6115069746,3.33431935383823e-05,8,7.294,3,1
"9052",6118728592,0.00274225437676783,1,2.475,0,4
"9053",6118728592,0.00274225437676783,2,2.531,0,3
"9054",6118728592,0.00274225437676783,3,4.461,1,3
"9055",6118728592,0.00274225437676783,4,6.77,1,4
"9056",6118728592,0.00274225437676783,5,6.808,2,2
"9057",6118728592,0.00274225437676783,6,5.853,2,5
"9058",6118728592,0.00274225437676783,7,5.935,3,3
"9059",6118728592,0.00274225437676783,8,2.618,3,4
"9060",6124355496,9.86865480829643e-05,1,2.553,0,4
"9061",6124355496,9.86865480829643e-05,2,1.575,0,6
"9062",6124355496,9.86865480829643e-05,3,5.965,1,5
"9063",6124355496,9.86865480829643e-05,4,7.886,1,6
"9064",6124355496,9.86865480829643e-05,5,4.776,2,5
"9065",6124355496,9.86865480829643e-05,6,5.787,2,6
"9066",6124355496,9.86865480829643e-05,7,5.901,3,6
"9067",6124355496,9.86865480829643e-05,8,2.006,3,4
"9068",6127322264,1.05162930283671e-05,1,1.892,0,4
"9069",6127322264,1.05162930283671e-05,2,7.564,0,4
"9070",6127322264,1.05162930283671e-05,3,4.573,1,3
"9071",6127322264,1.05162930283671e-05,4,6.905,1,4
"9072",6127322264,1.05162930283671e-05,5,3.236,2,3
"9073",6127322264,1.05162930283671e-05,6,6.721,2,3
"9074",6127322264,1.05162930283671e-05,7,2.127,3,3
"9075",6127322264,1.05162930283671e-05,8,4.398,3,3
"9076",6129087291,0.522109472816481,1,5.356,0,1
"9077",6129087291,0.522109472816481,2,4.544,0,1
"9078",6129087291,0.522109472816481,3,3.738,1,1
"9079",6129087291,0.522109472816481,4,7.104,1,1
"9080",6129087291,0.522109472816481,5,7.362,2,1
"9081",6129087291,0.522109472816481,6,3.404,2,1
"9082",6129087291,0.522109472816481,7,1.209,3,1
"9083",6129087291,0.522109472816481,8,2.849,3,1
"9084",6129124947,0.00389465919074045,1,4.824,0,4
"9085",6129124947,0.00389465919074045,2,7.898,0,6
"9086",6129124947,0.00389465919074045,3,6.053,1,6
"9087",6129124947,0.00389465919074045,4,5.752,1,4
"9088",6129124947,0.00389465919074045,5,3.806,2,5
"9089",6129124947,0.00389465919074045,6,4.814,2,6
"9090",6129124947,0.00389465919074045,7,3.236,3,5
"9091",6129124947,0.00389465919074045,8,3.943,3,6
"9092",6131625251,0.780426831373606,1,7.957,0,3
"9093",6131625251,0.780426831373606,2,3.159,0,3
"9094",6131625251,0.780426831373606,3,6.19,1,5
"9095",6131625251,0.780426831373606,4,2.341,1,5
"9096",6131625251,0.780426831373606,5,3.253,2,3
"9097",6131625251,0.780426831373606,6,3.999,2,5
"9098",6131625251,0.780426831373606,7,1.739,3,6
"9099",6131625251,0.780426831373606,8,5.301,3,4
"9100",6131806380,0.0447775177228561,1,2.377,0,1
"9101",6131806380,0.0447775177228561,2,4.667,0,4
"9102",6131806380,0.0447775177228561,3,1.276,1,4
"9103",6131806380,0.0447775177228561,4,1.401,1,2
"9104",6131806380,0.0447775177228561,5,1.245,2,4
"9105",6131806380,0.0447775177228561,6,6.062,2,3
"9106",6131806380,0.0447775177228561,7,3.416,3,3
"9107",6131806380,0.0447775177228561,8,6.762,3,5
"9108",6135253797,0.244413272639886,1,7.825,0,5
"9109",6135253797,0.244413272639886,2,7.278,0,4
"9110",6135253797,0.244413272639886,3,6.202,1,5
"9111",6135253797,0.244413272639886,4,5.061,1,4
"9112",6135253797,0.244413272639886,5,7.356,2,4
"9113",6135253797,0.244413272639886,6,1.443,2,4
"9114",6135253797,0.244413272639886,7,1.343,3,4
"9115",6135253797,0.244413272639886,8,4.964,3,5
"9116",6139310170,4.8302026610206e-05,1,5.827,0,5
"9117",6139310170,4.8302026610206e-05,2,1.81,0,3
"9118",6139310170,4.8302026610206e-05,3,1.075,1,1
"9119",6139310170,4.8302026610206e-05,4,1.297,1,2
"9120",6139310170,4.8302026610206e-05,5,7.403,2,5
"9121",6139310170,4.8302026610206e-05,6,1.318,2,2
"9122",6139310170,4.8302026610206e-05,7,7.041,3,4
"9123",6139310170,4.8302026610206e-05,8,3.724,3,6
"9124",6141067723,0.303600566312944,1,2.815,0,2
"9125",6141067723,0.303600566312944,2,4.109,0,1
"9126",6141067723,0.303600566312944,3,4.808,1,1
"9127",6141067723,0.303600566312944,4,2.172,1,1
"9128",6141067723,0.303600566312944,5,3.169,2,2
"9129",6141067723,0.303600566312944,6,6.541,2,1
"9130",6141067723,0.303600566312944,7,7.168,3,1
"9131",6141067723,0.303600566312944,8,4.224,3,1
"9132",6142942010,0.0180524059313059,1,4.996,0,4
"9133",6142942010,0.0180524059313059,2,3.418,0,4
"9134",6142942010,0.0180524059313059,3,2.752,1,3
"9135",6142942010,0.0180524059313059,4,3.611,1,5
"9136",6142942010,0.0180524059313059,5,4.125,2,5
"9137",6142942010,0.0180524059313059,6,1.558,2,3
"9138",6142942010,0.0180524059313059,7,3.352,3,3
"9139",6142942010,0.0180524059313059,8,2.087,3,5
"9140",6144640181,0.614067078680963,1,5.649,0,6
"9141",6144640181,0.614067078680963,2,7.083,0,6
"9142",6144640181,0.614067078680963,3,2.395,1,6
"9143",6144640181,0.614067078680963,4,6.473,1,4
"9144",6144640181,0.614067078680963,5,6.716,2,6
"9145",6144640181,0.614067078680963,6,2.969,2,6
"9146",6144640181,0.614067078680963,7,1.474,3,6
"9147",6144640181,0.614067078680963,8,6.991,3,6
"9148",6151175223,0.000575970886613484,1,2.365,0,5
"9149",6151175223,0.000575970886613484,2,2.5,0,6
"9150",6151175223,0.000575970886613484,3,2.61,1,4
"9151",6151175223,0.000575970886613484,4,5.087,1,5
"9152",6151175223,0.000575970886613484,5,6.534,2,3
"9153",6151175223,0.000575970886613484,6,6.622,2,5
"9154",6151175223,0.000575970886613484,7,2.437,3,5
"9155",6151175223,0.000575970886613484,8,7.987,3,4
"9156",6153754728,0.586085782301778,1,5.686,0,1
"9157",6153754728,0.586085782301778,2,2.235,0,3
"9158",6153754728,0.586085782301778,3,4.425,1,2
"9159",6153754728,0.586085782301778,4,6.505,1,1
"9160",6153754728,0.586085782301778,5,5.101,2,4
"9161",6153754728,0.586085782301778,6,2.445,2,3
"9162",6153754728,0.586085782301778,7,7.301,3,3
"9163",6153754728,0.586085782301778,8,1.038,3,1
"9164",6163449071,0.0596648431067991,1,7.858,0,5
"9165",6163449071,0.0596648431067991,2,6.591,0,5
"9166",6163449071,0.0596648431067991,3,7.096,1,4
"9167",6163449071,0.0596648431067991,4,5.101,1,4
"9168",6163449071,0.0596648431067991,5,3.734,2,4
"9169",6163449071,0.0596648431067991,6,2.714,2,5
"9170",6163449071,0.0596648431067991,7,2.642,3,6
"9171",6163449071,0.0596648431067991,8,5.168,3,6
"9172",6166282491,0.00600472194383827,1,5.113,0,1
"9173",6166282491,0.00600472194383827,2,2.584,0,1
"9174",6166282491,0.00600472194383827,3,5.461,1,1
"9175",6166282491,0.00600472194383827,4,5.28,1,1
"9176",6166282491,0.00600472194383827,5,1.727,2,1
"9177",6166282491,0.00600472194383827,6,7.056,2,1
"9178",6166282491,0.00600472194383827,7,7.363,3,1
"9179",6166282491,0.00600472194383827,8,6.417,3,1
"9180",6178716391,3.7010108435622e-05,1,7.19,0,6
"9181",6178716391,3.7010108435622e-05,2,7.186,0,3
"9182",6178716391,3.7010108435622e-05,3,5.804,1,5
"9183",6178716391,3.7010108435622e-05,4,2.434,1,2
"9184",6178716391,3.7010108435622e-05,5,2.054,2,2
"9185",6178716391,3.7010108435622e-05,6,4.25,2,3
"9186",6178716391,3.7010108435622e-05,7,7.514,3,5
"9187",6178716391,3.7010108435622e-05,8,7.57,3,6
"9188",6188186558,0.000713735396950868,1,5.755,0,3
"9189",6188186558,0.000713735396950868,2,1.604,0,2
"9190",6188186558,0.000713735396950868,3,6.11,1,2
"9191",6188186558,0.000713735396950868,4,4.397,1,2
"9192",6188186558,0.000713735396950868,5,4.01,2,2
"9193",6188186558,0.000713735396950868,6,7.94,2,1
"9194",6188186558,0.000713735396950868,7,6.588,3,4
"9195",6188186558,0.000713735396950868,8,7.538,3,2
"9196",6189887150,6.8393187827961e-05,1,2.356,0,4
"9197",6189887150,6.8393187827961e-05,2,4.967,0,1
"9198",6189887150,6.8393187827961e-05,3,6.963,1,3
"9199",6189887150,6.8393187827961e-05,4,4.676,1,1
"9200",6189887150,6.8393187827961e-05,5,4.191,2,1
"9201",6189887150,6.8393187827961e-05,6,4.031,2,1
"9202",6189887150,6.8393187827961e-05,7,3.383,3,2
"9203",6189887150,6.8393187827961e-05,8,5.194,3,1
"9204",6191061218,0.000332484327569314,1,2.738,0,3
"9205",6191061218,0.000332484327569314,2,3.721,0,4
"9206",6191061218,0.000332484327569314,3,4.513,1,4
"9207",6191061218,0.000332484327569314,4,3.564,1,3
"9208",6191061218,0.000332484327569314,5,4.804,2,4
"9209",6191061218,0.000332484327569314,6,3.362,2,3
"9210",6191061218,0.000332484327569314,7,5.329,3,5
"9211",6191061218,0.000332484327569314,8,2.227,3,5
"9212",6196820251,3.45995622150429e-05,1,5.266,0,3
"9213",6196820251,3.45995622150429e-05,2,3.185,0,2
"9214",6196820251,3.45995622150429e-05,3,6.345,1,5
"9215",6196820251,3.45995622150429e-05,4,3.685,1,4
"9216",6196820251,3.45995622150429e-05,5,7.921,2,3
"9217",6196820251,3.45995622150429e-05,6,3.512,2,2
"9218",6196820251,3.45995622150429e-05,7,2.896,3,3
"9219",6196820251,3.45995622150429e-05,8,4.1,3,5
"9220",6207577509,0.469785454156012,1,4.609,0,1
"9221",6207577509,0.469785454156012,2,1.208,0,1
"9222",6207577509,0.469785454156012,3,2.564,1,1
"9223",6207577509,0.469785454156012,4,2.674,1,1
"9224",6207577509,0.469785454156012,5,6.419,2,1
"9225",6207577509,0.469785454156012,6,4.38,2,4
"9226",6207577509,0.469785454156012,7,4.943,3,1
"9227",6207577509,0.469785454156012,8,4.868,3,1
"9228",6212871061,0.346926256781445,1,4.257,0,4
"9229",6212871061,0.346926256781445,2,2.697,0,5
"9230",6212871061,0.346926256781445,3,6.77,1,5
"9231",6212871061,0.346926256781445,4,7.66,1,6
"9232",6212871061,0.346926256781445,5,5.262,2,4
"9233",6212871061,0.346926256781445,6,6.19,2,4
"9234",6212871061,0.346926256781445,7,7.5,3,4
"9235",6212871061,0.346926256781445,8,2.824,3,4
"9236",6234197804,0.81610348349597,1,4.231,0,2
"9237",6234197804,0.81610348349597,2,1.592,0,4
"9238",6234197804,0.81610348349597,3,1.324,1,5
"9239",6234197804,0.81610348349597,4,6.976,1,6
"9240",6234197804,0.81610348349597,5,2.239,2,4
"9241",6234197804,0.81610348349597,6,6.04,2,1
"9242",6234197804,0.81610348349597,7,6.985,3,5
"9243",6234197804,0.81610348349597,8,2.587,3,1
"9244",6236627780,0.00632046186804104,1,6.371,0,6
"9245",6236627780,0.00632046186804104,2,6.849,0,5
"9246",6236627780,0.00632046186804104,3,6.375,1,3
"9247",6236627780,0.00632046186804104,4,2.257,1,6
"9248",6236627780,0.00632046186804104,5,2.319,2,5
"9249",6236627780,0.00632046186804104,6,6.03,2,5
"9250",6236627780,0.00632046186804104,7,7.507,3,6
"9251",6236627780,0.00632046186804104,8,6.939,3,5
"9252",6245031746,0.670013732420504,1,1.107,0,3
"9253",6245031746,0.670013732420504,2,6.088,0,3
"9254",6245031746,0.670013732420504,3,5.627,1,2
"9255",6245031746,0.670013732420504,4,3.874,1,4
"9256",6245031746,0.670013732420504,5,5.088,2,1
"9257",6245031746,0.670013732420504,6,6.664,2,2
"9258",6245031746,0.670013732420504,7,3.63,3,2
"9259",6245031746,0.670013732420504,8,2.452,3,6
"9260",6247185133,0.00570852073074087,1,4.824,0,1
"9261",6247185133,0.00570852073074087,2,3.743,0,1
"9262",6247185133,0.00570852073074087,3,7.135,1,1
"9263",6247185133,0.00570852073074087,4,4.71,1,3
"9264",6247185133,0.00570852073074087,5,4.949,2,1
"9265",6247185133,0.00570852073074087,6,2.925,2,1
"9266",6247185133,0.00570852073074087,7,7.456,3,1
"9267",6247185133,0.00570852073074087,8,3.981,3,3
"9268",6247937306,0.432487512192668,1,2.534,0,3
"9269",6247937306,0.432487512192668,2,1.511,0,1
"9270",6247937306,0.432487512192668,3,5.299,1,4
"9271",6247937306,0.432487512192668,4,6.841,1,1
"9272",6247937306,0.432487512192668,5,7.018,2,4
"9273",6247937306,0.432487512192668,6,5.634,2,3
"9274",6247937306,0.432487512192668,7,7.556,3,4
"9275",6247937306,0.432487512192668,8,3.495,3,3
"9276",6248072448,0.000719108535805948,1,3.209,0,3
"9277",6248072448,0.000719108535805948,2,4.628,0,2
"9278",6248072448,0.000719108535805948,3,5.51,1,4
"9279",6248072448,0.000719108535805948,4,1.345,1,2
"9280",6248072448,0.000719108535805948,5,3.878,2,4
"9281",6248072448,0.000719108535805948,6,4.078,2,4
"9282",6248072448,0.000719108535805948,7,1.696,3,2
"9283",6248072448,0.000719108535805948,8,6.147,3,6
"9284",6249054062,0.00817155818524161,1,5.407,0,1
"9285",6249054062,0.00817155818524161,2,4.658,0,1
"9286",6249054062,0.00817155818524161,3,5.599,1,3
"9287",6249054062,0.00817155818524161,4,6.268,1,2
"9288",6249054062,0.00817155818524161,5,7.954,2,4
"9289",6249054062,0.00817155818524161,6,5.404,2,1
"9290",6249054062,0.00817155818524161,7,3.838,3,2
"9291",6249054062,0.00817155818524161,8,6.863,3,1
"9292",6251008896,2.27561277961685e-05,1,2.906,0,6
"9293",6251008896,2.27561277961685e-05,2,5.61,0,6
"9294",6251008896,2.27561277961685e-05,3,2.395,1,4
"9295",6251008896,2.27561277961685e-05,4,3.154,1,3
"9296",6251008896,2.27561277961685e-05,5,4.839,2,4
"9297",6251008896,2.27561277961685e-05,6,3.268,2,3
"9298",6251008896,2.27561277961685e-05,7,1.816,3,3
"9299",6251008896,2.27561277961685e-05,8,3.389,3,4
"9300",6251816656,0.0615755167710802,1,2.011,0,2
"9301",6251816656,0.0615755167710802,2,3.165,0,1
"9302",6251816656,0.0615755167710802,3,5.121,1,4
"9303",6251816656,0.0615755167710802,4,7.456,1,3
"9304",6251816656,0.0615755167710802,5,2.065,2,1
"9305",6251816656,0.0615755167710802,6,2.336,2,1
"9306",6251816656,0.0615755167710802,7,4.599,3,1
"9307",6251816656,0.0615755167710802,8,6.924,3,1
"9308",6252220637,0.00497166441313748,1,7.436,0,5
"9309",6252220637,0.00497166441313748,2,5.213,0,6
"9310",6252220637,0.00497166441313748,3,4.117,1,5
"9311",6252220637,0.00497166441313748,4,5.415,1,3
"9312",6252220637,0.00497166441313748,5,3.455,2,2
"9313",6252220637,0.00497166441313748,6,4.472,2,5
"9314",6252220637,0.00497166441313748,7,4.283,3,6
"9315",6252220637,0.00497166441313748,8,5.224,3,4
"9316",6266337787,0.00202897395143883,1,1.968,0,3
"9317",6266337787,0.00202897395143883,2,6.926,0,1
"9318",6266337787,0.00202897395143883,3,7.082,1,4
"9319",6266337787,0.00202897395143883,4,6.792,1,3
"9320",6266337787,0.00202897395143883,5,3.062,2,1
"9321",6266337787,0.00202897395143883,6,2.761,2,3
"9322",6266337787,0.00202897395143883,7,7.691,3,3
"9323",6266337787,0.00202897395143883,8,7.21,3,3
"9324",6266957655,3.60401856125763e-05,1,1.921,0,2
"9325",6266957655,3.60401856125763e-05,2,1.854,0,2
"9326",6266957655,3.60401856125763e-05,3,5.978,1,1
"9327",6266957655,3.60401856125763e-05,4,4.952,1,1
"9328",6266957655,3.60401856125763e-05,5,5.008,2,1
"9329",6266957655,3.60401856125763e-05,6,7.9,2,1
"9330",6266957655,3.60401856125763e-05,7,2.412,3,1
"9331",6266957655,3.60401856125763e-05,8,2.584,3,1
"9332",6273880081,0.427977270551957,1,4.724,0,2
"9333",6273880081,0.427977270551957,2,1.88,0,1
"9334",6273880081,0.427977270551957,3,2.69,1,1
"9335",6273880081,0.427977270551957,4,3.545,1,1
"9336",6273880081,0.427977270551957,5,1.229,2,1
"9337",6273880081,0.427977270551957,6,1.466,2,2
"9338",6273880081,0.427977270551957,7,3.32,3,4
"9339",6273880081,0.427977270551957,8,1.077,3,1
"9340",6278413862,0.00282617867884715,1,7.889,0,3
"9341",6278413862,0.00282617867884715,2,4.337,0,1
"9342",6278413862,0.00282617867884715,3,1.777,1,2
"9343",6278413862,0.00282617867884715,4,1.241,1,1
"9344",6278413862,0.00282617867884715,5,4.482,2,2
"9345",6278413862,0.00282617867884715,6,5.995,2,4
"9346",6278413862,0.00282617867884715,7,6.261,3,5
"9347",6278413862,0.00282617867884715,8,4.968,3,3
"9348",6278984080,6.34203912034266e-05,1,2.262,0,3
"9349",6278984080,6.34203912034266e-05,2,4.536,0,5
"9350",6278984080,6.34203912034266e-05,3,1.781,1,2
"9351",6278984080,6.34203912034266e-05,4,7.918,1,4
"9352",6278984080,6.34203912034266e-05,5,6.946,2,5
"9353",6278984080,6.34203912034266e-05,6,2.137,2,2
"9354",6278984080,6.34203912034266e-05,7,5.579,3,6
"9355",6278984080,6.34203912034266e-05,8,1.514,3,4
"9356",6279417453,0.817334662691309,1,7.088,0,3
"9357",6279417453,0.817334662691309,2,4.948,0,2
"9358",6279417453,0.817334662691309,3,6.134,1,5
"9359",6279417453,0.817334662691309,4,3.24,1,3
"9360",6279417453,0.817334662691309,5,4.288,2,5
"9361",6279417453,0.817334662691309,6,6.645,2,4
"9362",6279417453,0.817334662691309,7,4.19,3,3
"9363",6279417453,0.817334662691309,8,3.772,3,2
"9364",6284396430,0.512491559857028,1,2.696,0,5
"9365",6284396430,0.512491559857028,2,6.918,0,5
"9366",6284396430,0.512491559857028,3,7.623,1,6
"9367",6284396430,0.512491559857028,4,6.089,1,6
"9368",6284396430,0.512491559857028,5,1.887,2,6
"9369",6284396430,0.512491559857028,6,6.955,2,4
"9370",6284396430,0.512491559857028,7,1.989,3,6
"9371",6284396430,0.512491559857028,8,1.481,3,5
"9372",6288972095,0.0030286246653623,1,3.366,0,4
"9373",6288972095,0.0030286246653623,2,7.326,0,2
"9374",6288972095,0.0030286246653623,3,3.753,1,3
"9375",6288972095,0.0030286246653623,4,2.713,1,3
"9376",6288972095,0.0030286246653623,5,3.783,2,5
"9377",6288972095,0.0030286246653623,6,5.228,2,4
"9378",6288972095,0.0030286246653623,7,6.721,3,4
"9379",6288972095,0.0030286246653623,8,4.95,3,2
"9380",6288979685,0.106209107406506,1,7.251,0,5
"9381",6288979685,0.106209107406506,2,3.375,0,5
"9382",6288979685,0.106209107406506,3,6.559,1,4
"9383",6288979685,0.106209107406506,4,7.079,1,6
"9384",6288979685,0.106209107406506,5,2.7,2,6
"9385",6288979685,0.106209107406506,6,1.429,2,5
"9386",6288979685,0.106209107406506,7,7.51,3,5
"9387",6288979685,0.106209107406506,8,1.607,3,6
"9388",6289586770,0.42412741721044,1,1.216,0,5
"9389",6289586770,0.42412741721044,2,2.939,0,5
"9390",6289586770,0.42412741721044,3,2.768,1,3
"9391",6289586770,0.42412741721044,4,2.422,1,4
"9392",6289586770,0.42412741721044,5,3.296,2,5
"9393",6289586770,0.42412741721044,6,4.586,2,5
"9394",6289586770,0.42412741721044,7,3.508,3,6
"9395",6289586770,0.42412741721044,8,1.194,3,5
"9396",6290395031,5.10968403685815e-05,1,1.909,0,1
"9397",6290395031,5.10968403685815e-05,2,4.288,0,4
"9398",6290395031,5.10968403685815e-05,3,1.032,1,4
"9399",6290395031,5.10968403685815e-05,4,1.573,1,4
"9400",6290395031,5.10968403685815e-05,5,1.906,2,3
"9401",6290395031,5.10968403685815e-05,6,2.576,2,2
"9402",6290395031,5.10968403685815e-05,7,3.37,3,3
"9403",6290395031,5.10968403685815e-05,8,3.831,3,2
"9404",6294763425,0.696471700487293,1,5.659,0,1
"9405",6294763425,0.696471700487293,2,2.198,0,1
"9406",6294763425,0.696471700487293,3,6.937,1,1
"9407",6294763425,0.696471700487293,4,4.545,1,2
"9408",6294763425,0.696471700487293,5,2.388,2,1
"9409",6294763425,0.696471700487293,6,4.152,2,1
"9410",6294763425,0.696471700487293,7,7.754,3,1
"9411",6294763425,0.696471700487293,8,1.014,3,1
"9412",6303948983,8.9075253864444e-05,1,6.453,0,1
"9413",6303948983,8.9075253864444e-05,2,6.338,0,1
"9414",6303948983,8.9075253864444e-05,3,3.481,1,2
"9415",6303948983,8.9075253864444e-05,4,3.692,1,1
"9416",6303948983,8.9075253864444e-05,6,4.957,2,1
"9417",6303948983,8.9075253864444e-05,7,2.702,3,1
"9418",6303948983,8.9075253864444e-05,8,5.306,3,1
"9419",6314929944,0.629409515571133,1,1.46,0,5
"9420",6314929944,0.629409515571133,2,2.051,0,6
"9421",6314929944,0.629409515571133,3,5.366,1,4
"9422",6314929944,0.629409515571133,4,3.182,1,5
"9423",6314929944,0.629409515571133,5,1.659,2,5
"9424",6314929944,0.629409515571133,6,7.728,2,5
"9425",6314929944,0.629409515571133,7,2.484,3,5
"9426",6314929944,0.629409515571133,8,2.163,3,2
"9427",6333401789,0.655484379864164,1,6.025,0,6
"9428",6333401789,0.655484379864164,2,2.734,0,6
"9429",6333401789,0.655484379864164,3,2.366,1,5
"9430",6333401789,0.655484379864164,4,1.07,1,6
"9431",6333401789,0.655484379864164,5,7.382,2,6
"9432",6333401789,0.655484379864164,6,2.695,2,6
"9433",6333401789,0.655484379864164,7,2.374,3,6
"9434",6333401789,0.655484379864164,8,3.079,3,6
"9435",6338723664,7.15854803160248e-05,1,7.898,0,3
"9436",6338723664,7.15854803160248e-05,2,4.193,0,3
"9437",6338723664,7.15854803160248e-05,3,2.782,1,5
"9438",6338723664,7.15854803160248e-05,4,1.195,1,1
"9439",6338723664,7.15854803160248e-05,5,7.407,2,3
"9440",6338723664,7.15854803160248e-05,6,6.549,2,3
"9441",6338723664,7.15854803160248e-05,7,6.023,3,4
"9442",6338723664,7.15854803160248e-05,8,6.499,3,3
"9443",6340544663,0.0015738777433151,1,6.216,0,5
"9444",6340544663,0.0015738777433151,2,2.935,0,3
"9445",6340544663,0.0015738777433151,3,3.962,1,4
"9446",6340544663,0.0015738777433151,4,3.905,1,5
"9447",6340544663,0.0015738777433151,5,1.661,2,1
"9448",6340544663,0.0015738777433151,6,7.477,2,4
"9449",6340544663,0.0015738777433151,7,3.682,3,4
"9450",6340544663,0.0015738777433151,8,7.104,3,3
"9451",6341207104,0.0364468147221763,1,7.406,0,4
"9452",6341207104,0.0364468147221763,2,3.64,0,4
"9453",6341207104,0.0364468147221763,3,2.553,1,2
"9454",6341207104,0.0364468147221763,4,6.878,1,4
"9455",6341207104,0.0364468147221763,5,4.791,2,1
"9456",6341207104,0.0364468147221763,6,6.18,2,5
"9457",6341207104,0.0364468147221763,7,5.163,3,4
"9458",6341207104,0.0364468147221763,8,6.1,3,5
"9459",6343656440,0.000403588303417136,1,6.151,0,5
"9460",6343656440,0.000403588303417136,2,2.481,0,4
"9461",6343656440,0.000403588303417136,3,1.4,1,5
"9462",6343656440,0.000403588303417136,4,5.322,1,5
"9463",6343656440,0.000403588303417136,5,5.823,2,4
"9464",6343656440,0.000403588303417136,6,6.391,2,5
"9465",6343656440,0.000403588303417136,7,7.762,3,6
"9466",6343656440,0.000403588303417136,8,3.398,3,3
"9467",6343876320,4.81381613174833e-05,1,3.354,0,3
"9468",6343876320,4.81381613174833e-05,2,3.162,0,4
"9469",6343876320,4.81381613174833e-05,3,7.415,1,4
"9470",6343876320,4.81381613174833e-05,4,7.79,1,4
"9471",6343876320,4.81381613174833e-05,5,3.063,2,2
"9472",6343876320,4.81381613174833e-05,6,3.512,2,3
"9473",6343876320,4.81381613174833e-05,7,6.257,3,2
"9474",6343876320,4.81381613174833e-05,8,6.638,3,4
"9475",6343991824,0.719952779426639,1,4.936,0,5
"9476",6343991824,0.719952779426639,2,5.177,0,4
"9477",6343991824,0.719952779426639,3,4.233,1,5
"9478",6343991824,0.719952779426639,4,5.236,1,6
"9479",6343991824,0.719952779426639,5,2.344,2,6
"9480",6343991824,0.719952779426639,6,3.943,2,2
"9481",6343991824,0.719952779426639,7,3.268,3,6
"9482",6343991824,0.719952779426639,8,5.015,3,3
"9483",6377999213,0.152926324401546,1,7.239,0,3
"9484",6377999213,0.152926324401546,2,1.642,0,4
"9485",6377999213,0.152926324401546,3,4.726,1,4
"9486",6377999213,0.152926324401546,4,7.746,1,1
"9487",6377999213,0.152926324401546,5,5.047,2,2
"9488",6377999213,0.152926324401546,6,7.167,2,1
"9489",6377999213,0.152926324401546,7,2.752,3,3
"9490",6377999213,0.152926324401546,8,1.157,3,1
"9491",6388498666,0.00608251089887708,1,3.636,0,6
"9492",6388498666,0.00608251089887708,2,5.6,0,4
"9493",6388498666,0.00608251089887708,3,7.461,1,3
"9494",6388498666,0.00608251089887708,4,2.035,1,4
"9495",6388498666,0.00608251089887708,5,7.34,2,5
"9496",6388498666,0.00608251089887708,6,7.524,2,4
"9497",6388498666,0.00608251089887708,7,3.491,3,5
"9498",6388498666,0.00608251089887708,8,3.246,3,6
"9499",6396057429,0.000963115296646228,1,1.838,0,2
"9500",6396057429,0.000963115296646228,2,7.461,0,1
"9501",6396057429,0.000963115296646228,3,4.926,1,3
"9502",6396057429,0.000963115296646228,4,3.945,1,2
"9503",6396057429,0.000963115296646228,5,1.95,2,1
"9504",6396057429,0.000963115296646228,6,6.427,2,1
"9505",6396057429,0.000963115296646228,7,2.597,3,1
"9506",6396057429,0.000963115296646228,8,7.956,3,1
"9507",6416492444,0.00282505875036621,1,3.91,0,5
"9508",6416492444,0.00282505875036621,2,4.504,0,5
