"","run","seed_percent","pollinator_species","pol.bm","pol.soc","pl.no.vis"
"4986",3802266605,0.0479949654171892,3,5.609,1,4
"4987",3802266605,0.0479949654171892,4,3.682,1,4
"4988",3802266605,0.0479949654171892,5,4.968,2,2
"4989",3802266605,0.0479949654171892,6,7.011,2,1
"4990",3802266605,0.0479949654171892,7,6.724,3,4
"4991",3802266605,0.0479949654171892,8,3.585,3,2
"4992",3803376564,0.327198886838697,1,5.229,0,5
"4993",3803376564,0.327198886838697,2,6.297,0,6
"4994",3803376564,0.327198886838697,3,3.537,1,5
"4995",3803376564,0.327198886838697,4,3.036,1,5
"4996",3803376564,0.327198886838697,5,5.841,2,3
"4997",3803376564,0.327198886838697,6,6.159,2,2
"4998",3803376564,0.327198886838697,7,1.421,3,5
"4999",3803376564,0.327198886838697,8,5.912,3,5
"5000",3803906328,7.65667772515656e-05,1,1.457,0,3
"5001",3803906328,7.65667772515656e-05,2,3.429,0,2
"5002",3803906328,7.65667772515656e-05,3,4.191,1,2
"5003",3803906328,7.65667772515656e-05,4,5.429,1,2
"5004",3803906328,7.65667772515656e-05,5,2.02,2,1
"5005",3803906328,7.65667772515656e-05,6,2.922,2,1
"5006",3803906328,7.65667772515656e-05,7,4.311,3,3
"5007",3803906328,7.65667772515656e-05,8,5.957,3,3
"5008",3804631689,0.920378710874529,1,1.991,0,4
"5009",3804631689,0.920378710874529,2,3.536,0,2
"5010",3804631689,0.920378710874529,3,7.44,1,5
"5011",3804631689,0.920378710874529,4,1.366,1,5
"5012",3804631689,0.920378710874529,5,6.846,2,6
"5013",3804631689,0.920378710874529,6,7.874,2,5
"5014",3804631689,0.920378710874529,7,5.185,3,5
"5015",3804631689,0.920378710874529,8,3.131,3,6
"5016",3810238387,0.0555692136084453,1,2.115,0,5
"5017",3810238387,0.0555692136084453,2,2.21,0,6
"5018",3810238387,0.0555692136084453,3,1.007,1,6
"5019",3810238387,0.0555692136084453,4,6.669,1,5
"5020",3810238387,0.0555692136084453,5,2.661,2,6
"5021",3810238387,0.0555692136084453,6,2.608,2,5
"5022",3810238387,0.0555692136084453,7,2.747,3,6
"5023",3810238387,0.0555692136084453,8,3.996,3,6
"5024",3813356310,0.0862525405622405,1,1.499,0,3
"5025",3813356310,0.0862525405622405,2,5.708,0,1
"5026",3813356310,0.0862525405622405,3,3.994,1,2
"5027",3813356310,0.0862525405622405,4,4.164,1,1
"5028",3813356310,0.0862525405622405,5,5.036,2,3
"5029",3813356310,0.0862525405622405,6,7.207,2,4
"5030",3813356310,0.0862525405622405,7,1.994,3,3
"5031",3813356310,0.0862525405622405,8,7.264,3,1
"5032",3813460097,0.938236270566584,1,2.991,0,4
"5033",3813460097,0.938236270566584,2,4.829,0,4
"5034",3813460097,0.938236270566584,3,5.676,1,2
"5035",3813460097,0.938236270566584,4,3.703,1,5
"5036",3813460097,0.938236270566584,5,4.746,2,3
"5037",3813460097,0.938236270566584,6,4.68,2,5
"5038",3813460097,0.938236270566584,7,3.157,3,1
"5039",3813460097,0.938236270566584,8,7.852,3,4
"5040",3825328191,0.000831242777595641,1,4.381,0,3
"5041",3825328191,0.000831242777595641,2,6.241,0,5
"5042",3825328191,0.000831242777595641,3,6.444,1,5
"5043",3825328191,0.000831242777595641,4,1.639,1,5
"5044",3825328191,0.000831242777595641,5,1.536,2,4
"5045",3825328191,0.000831242777595641,6,6.08,2,4
"5046",3825328191,0.000831242777595641,7,7.743,3,3
"5047",3825328191,0.000831242777595641,8,2.901,3,3
"5048",3829689332,0.000347670121557666,1,6.36,0,6
"5049",3829689332,0.000347670121557666,2,6.424,0,6
"5050",3829689332,0.000347670121557666,3,7.06,1,5
"5051",3829689332,0.000347670121557666,4,1.508,1,4
"5052",3829689332,0.000347670121557666,5,7.078,2,5
"5053",3829689332,0.000347670121557666,6,4.363,2,4
"5054",3829689332,0.000347670121557666,7,4.793,3,5
"5055",3829689332,0.000347670121557666,8,5.078,3,5
"5056",3831828798,0.123691920410913,1,7.222,0,1
"5057",3831828798,0.123691920410913,2,1.134,0,2
"5058",3831828798,0.123691920410913,3,3.915,1,1
"5059",3831828798,0.123691920410913,4,3.458,1,1
"5060",3831828798,0.123691920410913,5,2.398,2,3
"5061",3831828798,0.123691920410913,6,2.847,2,2
"5062",3831828798,0.123691920410913,7,3.353,3,1
"5063",3831828798,0.123691920410913,8,3.931,3,2
"5064",3834574152,0.137819820847172,1,6.434,0,4
"5065",3834574152,0.137819820847172,2,4.202,0,1
"5066",3834574152,0.137819820847172,3,1.658,1,1
"5067",3834574152,0.137819820847172,4,7.232,1,4
"5068",3834574152,0.137819820847172,5,7.805,2,2
"5069",3834574152,0.137819820847172,6,2.037,2,2
"5070",3834574152,0.137819820847172,7,4.501,3,3
"5071",3834574152,0.137819820847172,8,6.532,3,2
"5072",3835914305,0.24870014391111,1,2.086,0,6
"5073",3835914305,0.24870014391111,2,5.464,0,6
"5074",3835914305,0.24870014391111,3,3.799,1,6
"5075",3835914305,0.24870014391111,4,5.082,1,6
"5076",3835914305,0.24870014391111,5,3.005,2,6
"5077",3835914305,0.24870014391111,6,1.992,2,6
"5078",3835914305,0.24870014391111,7,1.286,3,6
"5079",3835914305,0.24870014391111,8,6.274,3,6
"5080",3836852268,0.00591492492363524,1,2.842,0,4
"5081",3836852268,0.00591492492363524,2,3.996,0,5
"5082",3836852268,0.00591492492363524,3,2.04,1,5
"5083",3836852268,0.00591492492363524,4,3.935,1,5
"5084",3836852268,0.00591492492363524,5,3.851,2,4
"5085",3836852268,0.00591492492363524,6,3.188,2,5
"5086",3836852268,0.00591492492363524,7,7.757,3,6
"5087",3836852268,0.00591492492363524,8,1.955,3,5
"5088",3842583123,0.000587099141031837,1,6.851,0,1
"5089",3842583123,0.000587099141031837,2,3.063,0,3
"5090",3842583123,0.000587099141031837,3,5.957,1,1
"5091",3842583123,0.000587099141031837,4,1.909,1,3
"5092",3842583123,0.000587099141031837,5,2.931,2,2
"5093",3842583123,0.000587099141031837,6,7.643,2,1
"5094",3842583123,0.000587099141031837,7,1.479,3,3
"5095",3842583123,0.000587099141031837,8,2.741,3,1
"5096",3844574885,0.0713594542783865,1,2.952,0,2
"5097",3844574885,0.0713594542783865,2,3.358,0,3
"5098",3844574885,0.0713594542783865,3,2.236,1,5
"5099",3844574885,0.0713594542783865,4,4.68,1,5
"5100",3844574885,0.0713594542783865,5,3.957,2,3
"5101",3844574885,0.0713594542783865,6,3.853,2,5
"5102",3844574885,0.0713594542783865,7,5.67,3,5
"5103",3844574885,0.0713594542783865,8,2.799,3,5
"5104",3846221703,0.0314390138746994,1,3.541,0,1
"5105",3846221703,0.0314390138746994,2,3.892,0,1
"5106",3846221703,0.0314390138746994,3,5.629,1,1
"5107",3846221703,0.0314390138746994,4,2.777,1,2
"5108",3846221703,0.0314390138746994,5,2.645,2,1
"5109",3846221703,0.0314390138746994,6,2.022,2,2
"5110",3846221703,0.0314390138746994,7,5.128,3,1
"5111",3846221703,0.0314390138746994,8,2.169,3,1
"5112",3854298080,3.21103568085038e-05,1,7.326,0,5
"5113",3854298080,3.21103568085038e-05,2,4.454,0,5
"5114",3854298080,3.21103568085038e-05,3,7.631,1,4
"5115",3854298080,3.21103568085038e-05,4,6.673,1,4
"5116",3854298080,3.21103568085038e-05,5,6.946,2,4
"5117",3854298080,3.21103568085038e-05,6,6.826,2,3
"5118",3854298080,3.21103568085038e-05,7,4.364,3,5
"5119",3854298080,3.21103568085038e-05,8,5.007,3,5
"5120",3856966526,0.0068858195984395,1,1.099,0,3
"5121",3856966526,0.0068858195984395,2,7.568,0,6
"5122",3856966526,0.0068858195984395,3,7.582,1,5
"5123",3856966526,0.0068858195984395,4,2.562,1,5
"5124",3856966526,0.0068858195984395,5,3.184,2,4
"5125",3856966526,0.0068858195984395,6,3.111,2,5
"5126",3856966526,0.0068858195984395,7,4.064,3,4
"5127",3856966526,0.0068858195984395,8,4.538,3,6
"5128",3858382069,0.0872219490719797,1,3.74,0,1
"5129",3858382069,0.0872219490719797,2,1.052,0,3
"5130",3858382069,0.0872219490719797,3,7.138,1,3
"5131",3858382069,0.0872219490719797,4,5.074,1,4
"5132",3858382069,0.0872219490719797,5,3.066,2,2
"5133",3858382069,0.0872219490719797,6,1.001,2,4
"5134",3858382069,0.0872219490719797,7,6.915,3,1
"5135",3858382069,0.0872219490719797,8,3.923,3,4
"5136",3862206888,0.00331405095767712,1,2.239,0,5
"5137",3862206888,0.00331405095767712,2,7.039,0,4
"5138",3862206888,0.00331405095767712,3,4.62,1,2
"5139",3862206888,0.00331405095767712,4,5.899,1,5
"5140",3862206888,0.00331405095767712,5,7.644,2,5
"5141",3862206888,0.00331405095767712,6,7.921,2,1
"5142",3862206888,0.00331405095767712,7,4.967,3,2
"5143",3862206888,0.00331405095767712,8,2.821,3,1
"5144",3863631676,0.548515541913591,1,4.224,0,6
"5145",3863631676,0.548515541913591,2,3.244,0,6
"5146",3863631676,0.548515541913591,3,1.933,1,5
"5147",3863631676,0.548515541913591,4,2.519,1,6
"5148",3863631676,0.548515541913591,5,1.033,2,5
"5149",3863631676,0.548515541913591,6,6.548,2,5
"5150",3863631676,0.548515541913591,7,6.809,3,5
"5151",3863631676,0.548515541913591,8,6.604,3,5
"5152",3872040354,0.00732396500127713,1,4.439,0,6
"5153",3872040354,0.00732396500127713,2,7.527,0,5
"5154",3872040354,0.00732396500127713,3,3.79,1,5
"5155",3872040354,0.00732396500127713,4,4.431,1,4
"5156",3872040354,0.00732396500127713,5,1.791,2,5
"5157",3872040354,0.00732396500127713,6,2.882,2,5
"5158",3872040354,0.00732396500127713,7,6.097,3,4
"5159",3872040354,0.00732396500127713,8,4.592,3,4
"5160",3878878762,0.00603155684747153,1,2.563,0,6
"5161",3878878762,0.00603155684747153,2,6.711,0,3
"5162",3878878762,0.00603155684747153,3,7.926,1,6
"5163",3878878762,0.00603155684747153,4,7.43,1,5
"5164",3878878762,0.00603155684747153,5,1.139,2,6
"5165",3878878762,0.00603155684747153,6,6.99,2,6
"5166",3878878762,0.00603155684747153,7,7.957,3,6
"5167",3878878762,0.00603155684747153,8,7.639,3,6
"5168",3888933133,9.50443513997637e-05,1,3.745,0,4
"5169",3888933133,9.50443513997637e-05,2,3.301,0,6
"5170",3888933133,9.50443513997637e-05,3,5.95,1,6
"5171",3888933133,9.50443513997637e-05,4,2.002,1,2
"5172",3888933133,9.50443513997637e-05,5,5.422,2,5
"5173",3888933133,9.50443513997637e-05,6,5.546,2,3
"5174",3888933133,9.50443513997637e-05,7,1.236,3,4
"5175",3888933133,9.50443513997637e-05,8,2.666,3,4
"5176",3894584917,0.0577702942879411,1,6.482,0,6
"5177",3894584917,0.0577702942879411,2,2.71,0,4
"5178",3894584917,0.0577702942879411,3,4.038,1,6
"5179",3894584917,0.0577702942879411,4,5.332,1,5
"5180",3894584917,0.0577702942879411,5,7.589,2,5
"5181",3894584917,0.0577702942879411,6,4.486,2,6
"5182",3894584917,0.0577702942879411,7,5.337,3,5
"5183",3894584917,0.0577702942879411,8,3.992,3,6
"5184",3900743846,0.667326940605709,1,4.805,0,3
"5185",3900743846,0.667326940605709,2,6.931,0,4
"5186",3900743846,0.667326940605709,3,2.175,1,1
"5187",3900743846,0.667326940605709,4,5.117,1,3
"5188",3900743846,0.667326940605709,5,5.468,2,1
"5189",3900743846,0.667326940605709,6,7.277,2,1
"5190",3900743846,0.667326940605709,7,4.565,3,2
"5191",3900743846,0.667326940605709,8,5.009,3,1
"5192",3900854785,0.164479000091955,1,2.671,0,4
"5193",3900854785,0.164479000091955,2,3.189,0,2
"5194",3900854785,0.164479000091955,3,7.684,1,4
"5195",3900854785,0.164479000091955,4,1.249,1,3
"5196",3900854785,0.164479000091955,5,7.959,2,3
"5197",3900854785,0.164479000091955,6,6.441,2,1
"5198",3900854785,0.164479000091955,7,3.807,3,3
"5199",3900854785,0.164479000091955,8,5.285,3,3
"5200",3920910313,0.000770248404785402,1,7.609,0,3
"5201",3920910313,0.000770248404785402,2,1.965,0,2
"5202",3920910313,0.000770248404785402,3,4.981,1,1
"5203",3920910313,0.000770248404785402,4,4.111,1,2
"5204",3920910313,0.000770248404785402,5,6.467,2,1
"5205",3920910313,0.000770248404785402,6,1.299,2,1
"5206",3920910313,0.000770248404785402,7,5.635,3,2
"5207",3920910313,0.000770248404785402,8,7.133,3,3
"5208",3922600793,8.52550521542561e-05,1,6.755,0,5
"5209",3922600793,8.52550521542561e-05,2,3.705,0,3
"5210",3922600793,8.52550521542561e-05,3,3.652,1,3
"5211",3922600793,8.52550521542561e-05,4,1.36,1,3
"5212",3922600793,8.52550521542561e-05,5,6.332,2,4
"5213",3922600793,8.52550521542561e-05,6,3.904,2,3
"5214",3922600793,8.52550521542561e-05,7,4.314,3,3
"5215",3922600793,8.52550521542561e-05,8,1.64,3,3
"5216",3925055907,0.196262090197012,1,5.822,0,3
"5217",3925055907,0.196262090197012,2,6.099,0,1
"5218",3925055907,0.196262090197012,3,5.839,1,1
"5219",3925055907,0.196262090197012,4,1.978,1,3
"5220",3925055907,0.196262090197012,5,4.159,2,2
"5221",3925055907,0.196262090197012,6,6.432,2,2
"5222",3925055907,0.196262090197012,7,5.159,3,1
"5223",3925055907,0.196262090197012,8,2.103,3,4
"5224",3927651423,0.0745379114643191,1,5.375,0,5
"5225",3927651423,0.0745379114643191,2,3.218,0,5
"5226",3927651423,0.0745379114643191,3,5.567,1,5
"5227",3927651423,0.0745379114643191,4,5.775,1,6
"5228",3927651423,0.0745379114643191,5,7.046,2,6
"5229",3927651423,0.0745379114643191,6,7.076,2,6
"5230",3927651423,0.0745379114643191,7,3.654,3,6
"5231",3927651423,0.0745379114643191,8,6.799,3,4
"5232",3928941879,0.553152590434745,1,5.123,0,6
"5233",3928941879,0.553152590434745,2,1.299,0,6
"5234",3928941879,0.553152590434745,3,6.229,1,4
"5235",3928941879,0.553152590434745,4,1.733,1,1
"5236",3928941879,0.553152590434745,5,1.373,2,5
"5237",3928941879,0.553152590434745,6,2.683,2,5
"5238",3928941879,0.553152590434745,7,2.581,3,5
"5239",3928941879,0.553152590434745,8,3.772,3,3
"5240",3934917177,0.000739398673394664,1,5.204,0,4
"5241",3934917177,0.000739398673394664,2,2.036,0,3
"5242",3934917177,0.000739398673394664,3,2.987,1,5
"5243",3934917177,0.000739398673394664,4,4.806,1,3
"5244",3934917177,0.000739398673394664,5,3.472,2,3
"5245",3934917177,0.000739398673394664,6,7.217,2,5
"5246",3934917177,0.000739398673394664,7,4.295,3,2
"5247",3934917177,0.000739398673394664,8,4.966,3,4
"5248",3935250670,8.94448804683351e-05,1,3.053,0,3
"5249",3935250670,8.94448804683351e-05,2,1.474,0,4
"5250",3935250670,8.94448804683351e-05,3,3.243,1,3
"5251",3935250670,8.94448804683351e-05,4,2.139,1,4
"5252",3935250670,8.94448804683351e-05,5,1.759,2,2
"5253",3935250670,8.94448804683351e-05,6,7.759,2,5
"5254",3935250670,8.94448804683351e-05,7,5.292,3,5
"5255",3935250670,8.94448804683351e-05,8,6.429,3,3
"5256",3936237955,2.77261181054698e-05,1,4.941,0,4
"5257",3936237955,2.77261181054698e-05,2,1.972,0,2
"5258",3936237955,2.77261181054698e-05,3,6.576,1,4
"5259",3936237955,2.77261181054698e-05,4,3.788,1,3
"5260",3936237955,2.77261181054698e-05,5,4.917,2,2
"5261",3936237955,2.77261181054698e-05,6,3.31,2,2
"5262",3936237955,2.77261181054698e-05,7,4.152,3,4
"5263",3936237955,2.77261181054698e-05,8,7.304,3,4
"5264",3947693955,0.00987921341111796,1,3.954,0,1
"5265",3947693955,0.00987921341111796,2,2.425,0,1
"5266",3947693955,0.00987921341111796,3,3.919,1,1
"5267",3947693955,0.00987921341111796,4,1.058,1,1
"5268",3947693955,0.00987921341111796,5,2.305,2,1
"5269",3947693955,0.00987921341111796,6,2.298,2,1
"5270",3947693955,0.00987921341111796,7,6.641,3,2
"5271",3947693955,0.00987921341111796,8,7.906,3,2
"5272",3950662492,0.938635701090122,1,6.233,0,1
"5273",3950662492,0.938635701090122,2,2.336,0,1
"5274",3950662492,0.938635701090122,3,6.405,1,1
"5275",3950662492,0.938635701090122,4,6.183,1,1
"5276",3950662492,0.938635701090122,5,7.593,2,1
"5277",3950662492,0.938635701090122,6,5.178,2,1
"5278",3950662492,0.938635701090122,7,4.049,3,1
"5279",3950662492,0.938635701090122,8,6.699,3,1
"5280",3959754257,0.135475001269592,1,7.31,0,1
"5281",3959754257,0.135475001269592,2,5.911,0,1
"5282",3959754257,0.135475001269592,3,2.251,1,2
"5283",3959754257,0.135475001269592,4,4.436,1,1
"5284",3959754257,0.135475001269592,5,4.349,2,1
"5285",3959754257,0.135475001269592,6,6.787,2,4
"5286",3959754257,0.135475001269592,7,2.19,3,1
"5287",3959754257,0.135475001269592,8,2.393,3,1
"5288",3959912062,0.00202696014249038,1,6.872,0,5
"5289",3959912062,0.00202696014249038,2,6.059,0,4
"5290",3959912062,0.00202696014249038,3,1.522,1,4
"5291",3959912062,0.00202696014249038,4,2.99,1,4
"5292",3959912062,0.00202696014249038,5,1.019,2,3
"5293",3959912062,0.00202696014249038,6,5.735,2,4
"5294",3959912062,0.00202696014249038,7,4.074,3,4
"5295",3959912062,0.00202696014249038,8,7.079,3,6
"5296",3962286706,0.0838972422970519,1,5.532,0,6
"5297",3962286706,0.0838972422970519,2,4.417,0,6
"5298",3962286706,0.0838972422970519,3,3.922,1,5
"5299",3962286706,0.0838972422970519,4,5.807,1,5
"5300",3962286706,0.0838972422970519,5,4.329,2,5
"5301",3962286706,0.0838972422970519,6,2.023,2,6
"5302",3962286706,0.0838972422970519,7,2.905,3,6
"5303",3962286706,0.0838972422970519,8,2.17,3,5
"5304",3976093676,0.0023693159596381,1,3.81,0,4
"5305",3976093676,0.0023693159596381,2,1.401,0,5
"5306",3976093676,0.0023693159596381,3,1.487,1,6
"5307",3976093676,0.0023693159596381,4,3.824,1,5
"5308",3976093676,0.0023693159596381,5,3.85,2,2
"5309",3976093676,0.0023693159596381,6,5.772,2,1
"5310",3976093676,0.0023693159596381,7,3.528,3,3
"5311",3976093676,0.0023693159596381,8,5.671,3,2
"5312",3980421404,0.00548176359873543,1,1.111,0,1
"5313",3980421404,0.00548176359873543,2,4.568,0,2
"5314",3980421404,0.00548176359873543,3,2.122,1,1
"5315",3980421404,0.00548176359873543,4,5.958,1,3
"5316",3980421404,0.00548176359873543,5,7.208,2,2
"5317",3980421404,0.00548176359873543,6,5.362,2,1
"5318",3980421404,0.00548176359873543,7,5.416,3,2
"5319",3980421404,0.00548176359873543,8,7.29,3,1
"5320",3982614126,4.19605477180441e-05,1,7.372,0,3
"5321",3982614126,4.19605477180441e-05,2,3.032,0,1
"5322",3982614126,4.19605477180441e-05,3,1.178,1,1
"5323",3982614126,4.19605477180441e-05,4,2.535,1,5
"5324",3982614126,4.19605477180441e-05,5,4.979,2,4
"5325",3982614126,4.19605477180441e-05,6,7.335,2,5
"5326",3982614126,4.19605477180441e-05,7,4.653,3,6
"5327",3982614126,4.19605477180441e-05,8,4.453,3,5
"5328",3992670316,0.0712767846688259,1,6.995,0,6
"5329",3992670316,0.0712767846688259,2,2.898,0,5
"5330",3992670316,0.0712767846688259,3,7.518,1,6
"5331",3992670316,0.0712767846688259,4,7.744,1,6
"5332",3992670316,0.0712767846688259,5,1.117,2,6
"5333",3992670316,0.0712767846688259,6,5.012,2,6
"5334",3992670316,0.0712767846688259,7,2.167,3,6
"5335",3992670316,0.0712767846688259,8,6.401,3,4
"5336",3996392987,0.00201975586944213,1,7.448,0,5
"5337",3996392987,0.00201975586944213,2,1.687,0,6
"5338",3996392987,0.00201975586944213,3,1.47,1,3
"5339",3996392987,0.00201975586944213,4,4.487,1,5
"5340",3996392987,0.00201975586944213,5,2.407,2,4
"5341",3996392987,0.00201975586944213,6,5.586,2,4
"5342",3996392987,0.00201975586944213,7,7.331,3,6
"5343",3996392987,0.00201975586944213,8,4.188,3,4
"5344",3997568719,5.70675719153142e-05,1,3.486,0,1
"5345",3997568719,5.70675719153142e-05,2,1.662,0,4
"5346",3997568719,5.70675719153142e-05,3,1.235,1,1
"5347",3997568719,5.70675719153142e-05,4,7.114,1,2
"5348",3997568719,5.70675719153142e-05,5,7.993,2,4
"5349",3997568719,5.70675719153142e-05,6,6.618,2,2
"5350",3997568719,5.70675719153142e-05,7,4.762,3,4
"5351",3997568719,5.70675719153142e-05,8,5.475,3,5
"5352",4001001898,7.19406891869229e-05,2,1.941,0,1
"5353",4001001898,7.19406891869229e-05,4,3.236,1,1
"5354",4001001898,7.19406891869229e-05,5,7.495,2,4
"5355",4001001898,7.19406891869229e-05,6,3.054,2,2
"5356",4001001898,7.19406891869229e-05,7,7.197,3,1
"5357",4001001898,7.19406891869229e-05,8,4.804,3,1
"5358",4001033816,0.974797263981065,1,6.452,0,1
"5359",4001033816,0.974797263981065,2,2.156,0,1
"5360",4001033816,0.974797263981065,3,6.415,1,1
"5361",4001033816,0.974797263981065,4,5.755,1,2
"5362",4001033816,0.974797263981065,5,3.238,2,1
"5363",4001033816,0.974797263981065,6,3.493,2,1
"5364",4001033816,0.974797263981065,7,2.669,3,1
"5365",4001033816,0.974797263981065,8,5.934,3,2
"5366",4004925579,4.61168642504067e-05,1,5.252,0,5
"5367",4004925579,4.61168642504067e-05,2,2.752,0,3
"5368",4004925579,4.61168642504067e-05,3,4.288,1,4
"5369",4004925579,4.61168642504067e-05,4,7.944,1,5
"5370",4004925579,4.61168642504067e-05,5,1.489,2,2
"5371",4004925579,4.61168642504067e-05,6,6.205,2,3
"5372",4004925579,4.61168642504067e-05,7,2.536,3,4
"5373",4004925579,4.61168642504067e-05,8,2.778,3,4
"5374",4008900356,8.18840609427338e-05,1,3.62,0,1
"5375",4008900356,8.18840609427338e-05,2,2.549,0,3
"5376",4008900356,8.18840609427338e-05,3,4.765,1,5
"5377",4008900356,8.18840609427338e-05,4,7.551,1,6
"5378",4008900356,8.18840609427338e-05,5,3.13,2,1
"5379",4008900356,8.18840609427338e-05,6,6.46,2,3
"5380",4008900356,8.18840609427338e-05,7,1.64,3,2
"5381",4008900356,8.18840609427338e-05,8,1.419,3,3
"5382",4014258817,0.000486057345945325,1,3.678,0,5
"5383",4014258817,0.000486057345945325,2,4.199,0,5
"5384",4014258817,0.000486057345945325,3,3.602,1,5
"5385",4014258817,0.000486057345945325,4,2.503,1,5
"5386",4014258817,0.000486057345945325,5,1.78,2,4
"5387",4014258817,0.000486057345945325,6,4.709,2,5
"5388",4014258817,0.000486057345945325,7,3.134,3,6
"5389",4014258817,0.000486057345945325,8,2.486,3,5
"5390",4014307016,0.994911630830117,1,7.748,0,6
"5391",4014307016,0.994911630830117,2,2.054,0,6
"5392",4014307016,0.994911630830117,3,3.016,1,6
"5393",4014307016,0.994911630830117,4,2.089,1,6
"5394",4014307016,0.994911630830117,5,7.206,2,5
"5395",4014307016,0.994911630830117,6,4.335,2,5
"5396",4014307016,0.994911630830117,7,6.536,3,4
"5397",4014307016,0.994911630830117,8,3.689,3,4
"5398",4018005989,0.543594286491817,1,1.523,0,1
"5399",4018005989,0.543594286491817,2,7.484,0,2
"5400",4018005989,0.543594286491817,3,1.464,1,1
"5401",4018005989,0.543594286491817,4,2.738,1,4
"5402",4018005989,0.543594286491817,5,1.452,2,3
"5403",4018005989,0.543594286491817,6,4.713,2,1
"5404",4018005989,0.543594286491817,7,3.065,3,1
"5405",4018005989,0.543594286491817,8,5.843,3,1
"5406",4019755310,0.0330867222900047,1,2.821,0,3
"5407",4019755310,0.0330867222900047,2,7.623,0,2
"5408",4019755310,0.0330867222900047,3,6.415,1,2
"5409",4019755310,0.0330867222900047,4,1.45,1,2
"5410",4019755310,0.0330867222900047,5,3.596,2,4
"5411",4019755310,0.0330867222900047,6,2.477,2,5
"5412",4019755310,0.0330867222900047,7,2.704,3,3
"5413",4019755310,0.0330867222900047,8,3.732,3,3
"5414",4021573742,0.00883591774734534,1,2.491,0,6
"5415",4021573742,0.00883591774734534,2,2.945,0,4
"5416",4021573742,0.00883591774734534,3,4.554,1,4
"5417",4021573742,0.00883591774734534,4,4.435,1,6
"5418",4021573742,0.00883591774734534,5,5.119,2,5
"5419",4021573742,0.00883591774734534,6,6.293,2,6
"5420",4021573742,0.00883591774734534,7,1.314,3,6
"5421",4021573742,0.00883591774734534,8,5.746,3,5
"5422",4032766122,0.000255606310173465,1,1.105,0,3
"5423",4032766122,0.000255606310173465,2,4.942,0,4
"5424",4032766122,0.000255606310173465,3,6.916,1,4
"5425",4032766122,0.000255606310173465,4,6.875,1,6
"5426",4032766122,0.000255606310173465,5,2.266,2,3
"5427",4032766122,0.000255606310173465,6,4.95,2,4
"5428",4032766122,0.000255606310173465,7,7.742,3,5
"5429",4032766122,0.000255606310173465,8,2.232,3,4
"5430",4034053662,0.590500696946487,1,6.253,0,1
"5431",4034053662,0.590500696946487,2,5.812,0,3
"5432",4034053662,0.590500696946487,3,7.199,1,5
"5433",4034053662,0.590500696946487,4,2.944,1,1
"5434",4034053662,0.590500696946487,5,3.592,2,2
"5435",4034053662,0.590500696946487,6,1.278,2,2
"5436",4034053662,0.590500696946487,7,7.675,3,3
"5437",4034053662,0.590500696946487,8,5.347,3,3
"5438",4036040138,0.00879311849493785,1,4.773,0,1
"5439",4036040138,0.00879311849493785,2,2.546,0,1
"5440",4036040138,0.00879311849493785,3,7.629,1,1
"5441",4036040138,0.00879311849493785,4,3.416,1,1
"5442",4036040138,0.00879311849493785,5,6.348,2,1
"5443",4036040138,0.00879311849493785,6,4.411,2,1
"5444",4036040138,0.00879311849493785,7,1.788,3,1
"5445",4036040138,0.00879311849493785,8,3.928,3,1
"5446",4037321689,0.513011174816831,1,2.131,0,4
"5447",4037321689,0.513011174816831,2,2.913,0,3
"5448",4037321689,0.513011174816831,3,3.57,1,1
"5449",4037321689,0.513011174816831,4,2.688,1,3
"5450",4037321689,0.513011174816831,5,3.158,2,4
"5451",4037321689,0.513011174816831,6,3.228,2,2
"5452",4037321689,0.513011174816831,7,3.065,3,2
"5453",4037321689,0.513011174816831,8,7.442,3,2
"5454",4040239715,1.29078355887987e-05,1,6.79,0,5
"5455",4040239715,1.29078355887987e-05,2,2.492,0,3
"5456",4040239715,1.29078355887987e-05,3,7.136,1,3
"5457",4040239715,1.29078355887987e-05,4,6.25,1,5
"5458",4040239715,1.29078355887987e-05,5,5.649,2,2
"5459",4040239715,1.29078355887987e-05,6,5.249,2,3
"5460",4040239715,1.29078355887987e-05,7,7.333,3,2
"5461",4040239715,1.29078355887987e-05,8,1.6,3,2
"5462",4043413087,0.0034569705669766,1,5.384,0,6
"5463",4043413087,0.0034569705669766,2,3.657,0,5
"5464",4043413087,0.0034569705669766,3,3.142,1,4
"5465",4043413087,0.0034569705669766,4,2.307,1,6
"5466",4043413087,0.0034569705669766,5,4.946,2,5
"5467",4043413087,0.0034569705669766,6,4.919,2,4
"5468",4043413087,0.0034569705669766,7,5.224,3,5
"5469",4043413087,0.0034569705669766,8,1.098,3,6
"5470",4046435906,7.17500181937962e-05,1,2.893,0,1
"5471",4046435906,7.17500181937962e-05,2,2.534,0,1
"5472",4046435906,7.17500181937962e-05,3,7.385,1,1
"5473",4046435906,7.17500181937962e-05,4,2.794,1,2
"5474",4046435906,7.17500181937962e-05,5,3.048,2,2
"5475",4046435906,7.17500181937962e-05,6,2.126,2,1
"5476",4046435906,7.17500181937962e-05,7,4.945,3,2
"5477",4046435906,7.17500181937962e-05,8,5.032,3,3
"5478",4047459171,0.0446741687746167,1,3.671,0,1
"5479",4047459171,0.0446741687746167,2,1.625,0,2
"5480",4047459171,0.0446741687746167,3,4.001,1,1
"5481",4047459171,0.0446741687746167,4,1.844,1,1
