run; day; pollinator_agent; pollinator_species; plant_patch; plant_species; flower_density; habitat; foraging_distance
10;0;18;1;(patch 15 146);1;16;1;2
10;0;66;3;(patch 173 33);2;16;2;1.414
10;0;23;1;(patch 12 149);1;15;1;3.162
10;0;21;1;(patch 10 147);1;15;1;3.162
10;0;0;1;(patch 15 146);1;15;1;2
10;0;20;1;(patch 10 147);1;14;1;3.162
10;0;25;1;(patch 12 149);1;14;1;3.162
10;0;17;1;(patch 15 146);1;14;1;2
10;0;22;1;(patch 16 146);1;13;1;3
10;0;24;1;(patch 10 147);1;13;1;3.162
10;0;19;1;(patch 12 149);1;13;1;3.162
10;0;68;3;(patch 167 37);2;12;2;9
10;0;9;4;(patch 156 267);5;16;5;3.162
10;0.0017;22;1;(patch 21 145);1;14;1;8
10;0.0017;2;3;(patch 115 51);3;7;3;8.125
10;0.0017;17;1;(patch 14 152);1;5;1;8
10;0.0017;68;3;(patch 174 45);2;16;2;20
10;0.0033;18;1;(patch 16 153);1;10;1;9.189
10;0.0033;9;4;(patch 156 278);5;13;5;14.169
10;0.0033;59;8;(patch 295 38);5;16;5;65.194
10;0.0033;25;1;(patch 18 146);1;16;1;10.775
10;0.0033;0;1;(patch 20 141);1;16;1;9.14
10;0.0033;24;1;(patch 1 153);1;16;1;15.075
10;0.0033;1;2;(patch 158 38);2;12;2;14
10;0.0033;66;3;(patch 158 39);2;16;2;18.019
10;0.0033;23;1;(patch 19 145);1;15;1;14.006
10;0.0033;21;1;(patch 6 147);1;15;1;7.19
10;0.0033;20;1;(patch 4 148);1;15;1;9.775
10;0.0033;22;1;(patch 25 141);1;7;1;14
10;0.0033;19;1;(patch 16 150);1;14;1;7.957
10;0.005;69;3;(patch 131 55);2;14;2;47.206
10;0.005;66;3;(patch 168 46);2;6;2;30.019
10;0.005;17;1;(patch 26 156);1;14;1;20.803
10;0.005;19;1;(patch 18 160);1;10;1;17.957
10;0.005;68;3;(patch 176 56);2;16;2;31.598
10;0.005;33;2;(patch 172 34);2;15;2;19.258
10;0.005;24;1;(patch 8 154);1;16;1;22.075
10;0.005;38;6;(patch 295 59);6;10;6;26.564
10;0.005;20;1;(patch 4 148);1;14;1;9.775
10;0.005;18;1;(patch 15 159);1;11;1;15.189
10;0.0067;69;3;(patch 125 63);3;7;3;57.206
10;0.0067;48;7;(patch 13 290);5;12;5;45
10;0.0067;0;1;(patch 29 139);1;16;1;19.583
10;0.0067;25;1;(patch 24 142);1;15;1;19.044
10;0.0067;59;8;(patch 280 77);6;15;6;107.141
10;0.0067;1;2;(patch 164 38);2;16;2;20.313
10;0.0067;23;1;(patch 24 147);1;14;1;19.799
10;0.0067;19;1;(patch 14 157);1;10;1;22.957
10;0.0067;21;1;(patch 1 143);1;14;1;14.053
10;0.0067;22;1;(patch 31 146);1;16;1;21.942
10;0.0067;33;2;(patch 175 37);2;11;2;23.258
10;0.0067;18;1;(patch 15 162);1;9;1;18.189
10;0.0067;63;3;(patch 165 39);2;13;2;42
10;0.0067;68;3;(patch 177 58);2;9;2;33.598
10;0.0083;17;1;(patch 34 151);1;15;1;30.286
10;0.0083;9;4;(patch 160 282);5;16;5;24.925
10;0.0083;30;2;(patch 159 39);2;16;2;30.943
10;0.0083;24;1;(patch 9 146);1;15;1;30.087
10;0.0083;27;2;(patch 167 38);2;16;2;33.642
10;0.0083;29;2;(patch 158 39);2;15;2;26.405
10;0.0083;18;1;(patch 23 163);1;7;1;26.189
10;0.0083;66;3;(patch 167 52);2;16;2;36.893
10;0.0083;60;8;(patch 291 89);6;16;6;152.431
10;0.0083;69;3;(patch 123 70);3;4;3;64.206
10;0.0083;23;1;(patch 21 151);1;7;1;24.799
10;0.0083;19;1;(patch 11 160);1;9;1;26.957
10;0.0083;21;1;(patch 1 137);1;10;1;20.053
10;0.0083;33;2;(patch 172 35);2;10;2;26.258
10;0.0083;38;6;(patch 295 63);6;16;6;32.189
10;0.0083;20;1;(patch 8 143);1;16;1;16.311
10;0.0083;25;1;(patch 25 142);1;4;1;20.044
10;0.01;21;1;(patch 7 136);1;15;1;26.053
10;0.01;0;1;(patch 29 131);1;16;1;28.569
10;0.01;48;7;(patch 10 282);5;13;5;55.254
10;0.01;9;4;(patch 161 279);5;16;5;27.925
10;0.01;20;1;(patch 15 146);1;13;1;23.311
10;0.01;1;2;(patch 170 45);2;16;2;30.74
10;0.01;29;2;(patch 159 51);2;10;2;38.405
10;0.01;22;1;(patch 40 153);1;14;1;33.703
10;0.01;55;8;(patch 3 35);5;13;5;169.889
10;0.01;59;8;(patch 285 51);5;14;5;136.32
10;0.01;19;1;(patch 15 162);1;8;1;30.957
10;0.01;30;2;(patch 159 42);2;12;2;33.943
10;0.01;4;5;(patch 119 54);3;10;3;77.68
10;0.01;63;3;(patch 163 49);2;15;2;52.697
10;0.01;38;6;(patch 290 74);6;8;6;44.189
10;0.01;25;1;(patch 23 147);1;10;1;26.044
10;0.01;66;3;(patch 176 46);2;8;2;47.893
10;0.01;68;3;(patch 184 65);2;15;2;43.788
10;0.01;2;3;(patch 128 57);2;13;2;63.125
10;0.01;27;2;(patch 167 42);2;5;2;37.642
10;0.0117;48;7;(patch 6 287);5;4;5;61.254
10;0.0117;18;1;(patch 28 167);1;15;1;33.353
10;0.0117;22;1;(patch 37 155);1;15;1;37.703
10;0.0117;30;2;(patch 151 46);2;5;2;42.943
10;0.0117;2;3;(patch 118 56);3;9;3;73.125
10;0.0117;25;1;(patch 23 151);1;6;1;30.044
10;0.0117;27;2;(patch 165 39);2;12;2;41.642
10;0.0117;24;1;(patch 12 132);1;14;1;44.45
10;0.0117;63;3;(patch 167 56);2;12;2;60.697
10;0.0117;21;1;(patch 6 136);1;4;1;27.053
10;0.0117;7;8;(patch 101 259);4;15;4;188.946
10;0.0117;61;8;(patch 179 293);5;16;5;189
10;0.0117;9;4;(patch 161 276);5;8;5;30.925
10;0.0117;69;3;(patch 113 74);3;16;3;75.81
10;0.0117;29;2;(patch 153 53);2;15;2;44.405
10;0.0117;56;8;(patch 289 261);5;15;5;188.034
10;0.0117;23;1;(patch 23 159);1;16;1;33.143
10;0.0117;33;2;(patch 179 30);2;16;2;36.053
10;0.0117;53;8;(patch 278 245);5;16;5;178.828
10;0.0117;39;6;(patch 298 59);6;14;6;42.663
10;0.0117;1;2;(patch 176 45);2;15;2;36.74
10;0.0117;46;7;(patch 45 281);1;9;1;52.397
10;0.0117;17;1;(patch 42 155);1;15;1;40.224
10;0.0133;1;2;(patch 172 40);2;11;2;42.74
10;0.0133;16;4;(patch 103 273);4;5;4;26.947
10;0.0133;69;3;(patch 112 77);3;13;3;78.81
10;0.0133;21;1;(patch 5 139);1;6;1;30.053
10;0.0133;63;3;(patch 156 56);2;12;2;71.697
10;0.0133;46;7;(patch 46 278);1;6;1;55.397
10;0.0133;38;6;(patch 291 89);6;15;6;59.695
10;0.0133;23;1;(patch 21 151);1;6;1;41.143
10;0.0133;30;2;(patch 142 50);2;6;2;52.943
10;0.0133;45;7;(patch 9 12);5;10;5;66.705
10;0.0133;66;3;(patch 175 40);2;16;2;54.401
10;0.0133;0;1;(patch 32 136);1;15;1;35.746
10;0.0133;59;8;(patch 257 67);6;13;6;170.446
10;0.0133;18;1;(patch 25 173);1;8;1;40.353
10;0.0133;29;2;(patch 149 51);2;10;2;48.405
10;0.0133;19;1;(patch 9 163);1;16;1;37.192
10;0.0133;48;7;(patch 4 277);5;4;5;71.254
10;0.0133;20;1;(patch 21 142);1;16;1;32.118
10;0.0133;71;5;(patch 172 8);5;15;5;89.326
10;0.015;18;1;(patch 22 170);1;5;1;44.353
10;0.015;24;1;(patch 7 126);1;16;1;53.291
10;0.015;1;2;(patch 172 34);2;14;2;48.74
10;0.015;66;3;(patch 168 37);2;15;2;62.401
10;0.015;0;1;(patch 31 134);1;16;1;37.746
10;0.015;29;2;(patch 153 51);2;13;2;52.405
10;0.015;38;6;(patch 291 90);6;5;6;60.695
10;0.015;17;1;(patch 39 160);1;16;1;47.882
10;0.015;45;7;(patch 3 9);5;16;5;73.705
10;0.015;30;2;(patch 141 53);2;15;2;55.943
10;0.015;21;1;(patch 6 141);1;8;1;32.053
10;0.015;23;1;(patch 21 153);1;7;1;43.143
10;0.015;2;3;(patch 122 62);3;16;3;81.967
10;0.015;58;8;(patch 67 258);4;16;4;291
10;0.015;53;8;(patch 245 245);5;16;5;211.859
10;0.015;20;1;(patch 23 138);1;14;1;37.118
10;0.015;9;4;(patch 164 274);5;15;5;35.76
10;0.015;19;1;(patch 15 166);1;11;1;44.192
10;0.015;7;8;(patch 78 269);4;11;4;214.293
10;0.015;25;1;(patch 21 161);1;16;1;41.026
10;0.015;63;3;(patch 147 49);2;5;2;82.697
10;0.015;22;1;(patch 38 160);1;15;1;43.043
10;0.0167;38;6;(patch 294 94);6;8;6;65.695
10;0.0167;53;8;(patch 253 267);5;12;5;234.859
10;0.0167;44;7;(patch 27 286);1;15;1;72.503
10;0.0167;1;2;(patch 169 37);2;5;2;52.74
10;0.0167;69;3;(patch 110 87);3;16;3;89.319
10;0.0167;27;2;(patch 160 39);2;14;2;60.642
10;0.0167;46;7;(patch 47 269);1;16;1;66.526
10;0.0167;48;7;(patch 11 269);1;16;1;82.149
10;0.0167;19;1;(patch 17 170);1;16;1;49.192
10;0.0167;16;4;(patch 100 270);4;14;4;31.702
10;0.0167;2;3;(patch 127 68);3;16;3;89.967
10;0.0167;24;1;(patch 7 121);1;4;1;58.291
10;0.0167;57;8;(patch 168 286);5;15;5;256.319
10;0.0167;29;2;(patch 158 47);2;10;2;58.405
10;0.0167;59;8;(patch 275 71);6;16;6;189.116
10;0.0167;20;1;(patch 26 137);1;15;1;40.118
10;0.0167;61;8;(patch 122 267);4;14;4;251.868
10;0.0183;0;1;(patch 33 139);1;16;1;42.892
10;0.0183;25;1;(patch 21 171);1;16;1;53.003
10;0.0183;1;2;(patch 171 36);2;14;2;54.74
10;0.0183;69;3;(patch 112 79);3;10;3;97.319
10;0.0183;21;1;(patch 15 144);1;15;1;42.134
10;0.0183;19;1;(patch 16 174);1;15;1;53.192
10;0.0183;29;2;(patch 159 50);2;13;2;61.405
10;0.0183;79;5;(patch 168 282);5;15;5;148
10;0.0183;17;1;(patch 40 155);1;14;1;53.667
10;0.0183;4;5;(patch 118 54);3;15;3;127.229
10;0.0183;75;5;(patch 205 38);5;13;5;139.478
10;0.0183;23;1;(patch 27 162);1;14;1;54.078
10;0.0183;53;8;(patch 236 286);5;9;5;260.859
10;0.0183;24;1;(patch 6 119);1;11;1;60.291
10;0.0183;63;3;(patch 150 42);2;12;2;91.362
10;0.0183;22;1;(patch 45 161);1;15;1;50.654
10;0.0183;30;2;(patch 148 56);2;16;2;64.957
10;0.0183;68;3;(patch 185 74);2;16;2;85.571
10;0.0183;20;1;(patch 23 140);1;11;1;44.118
10;0.0183;55;8;(patch 289 11);5;15;5;298.098
10;0.0183;2;3;(patch 131 77);2;14;2;99.967
10;0.0183;27;2;(patch 164 40);2;8;2;64.642
10;0.0183;48;7;(patch 16 268);1;11;1;87.149
10;0.0183;18;1;(patch 22 165);1;14;1;50.154
10;0.0183;9;4;(patch 168 267);5;16;5;43.957
10;0.0183;45;7;(patch 0 15);5;15;5;80.74
10;0.02;29;2;(patch 158 57);2;9;2;68.405
10;0.02;68;3;(patch 180 74);2;9;2;90.571
10;0.02;48;7;(patch 10 263);1;11;1;95.149
10;0.02;4;5;(patch 114 71);3;12;3;144.229
10;0.02;53;8;(patch 258 296);5;15;5;284.859
10;0.02;79;5;(patch 175 275);5;11;5;157
10;0.02;19;1;(patch 16 177);1;7;1;56.192
10;0.02;21;1;(patch 17 145);1;4;1;44.134
10;0.02;17;1;(patch 42 152);1;7;1;56.667
10;0.02;60;8;(patch 1 90);6;14;6;292.891
10;0.02;58;8;(patch 85 231);4;14;4;354.976
10;0.02;55;8;(patch 256 22);5;4;5;333.098
10;0.02;46;7;(patch 54 266);1;16;1;74.291
10;0.02;49;7;(patch 18 287);1;16;1;78.872
10;0.02;0;1;(patch 30 141);1;4;1;46.892
10;0.02;13;4;(patch 75 275);4;13;4;48.637
10;0.02;63;3;(patch 162 48);2;15;2;104.362
10;0.02;45;7;(patch 0 5);5;13;5;90.74
10;0.02;2;3;(patch 121 73);3;8;3;110.967
10;0.02;16;4;(patch 96 263);4;16;4;39.764
10;0.02;69;3;(patch 128 71);2;8;2;115.319
10;0.02;38;6;(patch 289 105);6;9;6;77.88
10;0.02;44;7;(patch 19 279);1;16;1;83.825
10;0.02;59;8;(patch 1 67);6;14;6;217.934
10;0.0217;0;1;(patch 25 140);1;8;1;51.892
10;0.0217;29;2;(patch 152 60);2;13;2;75.405
10;0.0217;79;5;(patch 176 286);5;13;5;168
10;0.0217;77;5;(patch 109 271);4;11;4;168.594
10;0.0217;69;3;(patch 135 76);2;12;2;124.319
10;0.0217;61;8;(patch 82 250);4;11;4;340.868
10;0.0217;23;1;(patch 28 167);1;14;1;61.184
10;0.0217;25;1;(patch 16 173);1;15;1;58.564
10;0.0217;19;1;(patch 16 174);1;14;1;59.192
10;0.0217;20;1;(patch 19 140);1;16;1;49.088
10;0.0217;21;1;(patch 20 153);1;6;1;53.134
10;0.0217;68;3;(patch 171 69);2;6;2;100.571
10;0.0217;24;1;(patch 12 126);1;14;1;70.869
10;0.0217;17;1;(patch 41 146);1;10;1;62.667
10;0.0217;9;4;(patch 174 267);5;16;5;50.008
10;0.0217;22;1;(patch 34 164);1;14;1;62.39
10;0.0217;30;2;(patch 151 62);2;15;2;71.988
10;0.0217;1;2;(patch 176 31);2;16;2;63.344
10;0.0217;2;3;(patch 118 78);3;12;3;116.967
10;0.0217;44;7;(patch 21 278);1;15;1;85.825
10;0.0217;18;1;(patch 29 164);1;15;1;58.678
10;0.0217;57;8;(patch 156 237);4;15;4;316.273
10;0.0233;1;2;(patch 181 32);2;16;2;68.344
10;0.0233;38;6;(patch 288 100);6;16;6;84.3
10;0.0233;61;8;(patch 84 236);4;15;4;354.868
10;0.0233;58;8;(patch 101 215);4;14;4;380.269
10;0.0233;23;1;(patch 23 167);1;7;1;66.184
10;0.0233;59;8;(patch 269 39);5;12;5;273.934
10;0.0233;29;2;(patch 151 61);2;11;2;77.405
10;0.0233;24;1;(patch 17 121);1;11;1;77.869
10;0.0233;53;8;(patch 284 289);5;16;5;313.287
10;0.0233;30;2;(patch 149 65);2;10;2;75.988
10;0.0233;20;1;(patch 17 140);1;15;1;51.088
10;0.0233;26;2;(patch 180 26);2;12;2;57
10;0.0233;48;7;(patch 1 256);1;14;1;107.206
10;0.0233;49;7;(patch 20 281);1;11;1;86.691
10;0.0233;17;1;(patch 45 139);1;11;1;70.667
10;0.0233;45;7;(patch 8 2);5;15;5;99.471
10;0.0233;69;3;(patch 141 80);2;4;2;131.319
10;0.0233;55;8;(patch 244 57);6;16;6;370.714
10;0.0233;18;1;(patch 29 162);1;10;1;60.678
10;0.0233;63;3;(patch 156 50);2;16;2;110.548
10;0.0233;16;4;(patch 86 264);4;16;4;50.756
10;0.0233;0;1;(patch 26 141);1;6;1;53.892
10;0.0233;44;7;(patch 24 280);1;6;1;89.825
10;0.025;48;7;(patch 1 248);1;4;1;115.206
10;0.025;69;3;(patch 147 83);2;11;2;138.319
10;0.025;30;2;(patch 153 65);2;12;2;79.988
10;0.025;9;4;(patch 175 262);5;16;5;55.152
10;0.025;17;1;(patch 44 135);1;16;1;74.667
10;0.025;63;3;(patch 152 58);2;10;2;119.548
10;0.025;24;1;(patch 16 114);1;13;1;84.869
10;0.025;37;6;(patch 284 52);6;11;6;113.652
10;0.025;57;8;(patch 175 263);5;16;5;349.727
10;0.025;20;1;(patch 18 141);1;6;1;52.088
10;0.025;2;3;(patch 113 69);3;14;3;128.713
10;0.025;46;7;(patch 58 258);1;16;1;88.312
10;0.025;19;1;(patch 13 178);1;16;1;64.423
10;0.025;68;3;(patch 166 61);2;16;2;110.363
10;0.025;21;1;(patch 23 153);1;14;1;56.647
10;0.025;0;1;(patch 32 144);1;4;1;59.892
10;0.025;55;8;(patch 238 85);6;10;6;399.714
10;0.025;79;5;(patch 185 282);5;16;5;179.253
10;0.025;25;1;(patch 11 168);1;15;1;65.795
10;0.025;26;2;(patch 182 29);2;15;2;61
10;0.025;32;2;(patch 183 26);2;16;2;78.169
10;0.025;23;1;(patch 18 169);1;14;1;72.184
10;0.025;22;1;(patch 32 170);1;16;1;69.166
10;0.025;1;2;(patch 183 32);2;6;2;70.344
10;0.025;61;8;(patch 92 218);4;14;4;374.868
10;0.025;77;5;(patch 96 263);4;15;4;183.866
10;0.0267;48;7;(patch 297 247);1;6;1;119.206
10;0.0267;18;1;(patch 22 161);1;16;1;67.384
10;0.0267;21;1;(patch 27 149);1;6;1;62.647
10;0.0267;57;8;(patch 157 280);5;6;5;374.727
10;0.0267;69;3;(patch 156 90);2;10;2;149.319
10;0.0267;7;8;(patch 7 13);5;7;5;373.293
10;0.0267;79;5;(patch 181 289);5;16;5;187.253
10;0.0267;61;8;(patch 111 202);4;8;4;399.868
10;0.0267;29;2;(patch 157 60);2;16;2;84.136
10;0.0267;19;1;(patch 14 182);1;15;1;68.423
10;0.0267;30;2;(patch 157 64);2;6;2;83.988
10;0.0267;49;7;(patch 21 273);1;16;1;96.692
10;0.0267;71;5;(patch 163 291);5;12;5;172.149
10;0.0267;32;2;(patch 186 29);2;8;2;82.169
10;0.0267;59;8;(patch 242 24);5;16;5;305.579
10;0.0267;23;1;(patch 14 173);1;4;1;77.184
10;0.0267;53;8;(patch 254 294);5;15;5;343.897
10;0.0267;9;4;(patch 178 261);5;9;5;58.152
10;0.0267;26;2;(patch 184 29);2;12;2;63
10;0.0267;63;3;(patch 161 51);2;6;2;130.548
10;0.0267;17;1;(patch 53 130);1;8;1;84.667
10;0.0267;16;4;(patch 81 264);4;14;4;56.003
10;0.0267;0;1;(patch 34 143);1;14;1;61.892
10;0.0267;24;1;(patch 14 112);1;5;1;87.869
10;0.0267;22;1;(patch 35 174);1;4;1;74.166
10;0.0267;20;1;(patch 23 138);1;13;1;58.088
10;0.0267;1;2;(patch 189 37);2;5;2;78.344
10;0.0267;44;7;(patch 36 281);1;16;1;104.196
10;0.0267;2;3;(patch 120 68);3;10;3;135.713
10;0.0267;45;7;(patch 299 4);5;15;5;110.034
10;0.0267;38;6;(patch 0 101);6;16;6;96.573
10;0.0267;68;3;(patch 160 68);2;8;2;119.363
10;0.0283;7;8;(patch 273 17);5;6;5;408.293
10;0.0283;20;1;(patch 24 136);1;12;1;61.088
10;0.0283;26;2;(patch 186 37);2;7;2;71
10;0.0283;63;3;(patch 156 42);2;13;2;141.548
10;0.0283;37;6;(patch 288 64);6;16;6;126.302
10;0.0283;44;7;(patch 40 277);1;14;1;110.196
10;0.0283;71;5;(patch 167 275);5;13;5;188.149
10;0.0283;79;5;(patch 189 3);5;14;5;203.253
10;0.0283;0;1;(patch 26 145);1;11;1;69.892
10;0.0283;29;2;(patch 157 62);2;12;2;86.136
10;0.0283;25;1;(patch 9 163);1;15;1;72.219
10;0.0283;30;2;(patch 159 64);2;5;2;85.988
10;0.0283;55;8;(patch 211 100);6;15;6;430.82
10;0.0283;9;4;(patch 182 262);5;10;5;62.152
10;0.0283;16;4;(patch 82 260);4;12;4;60.003
10;0.0283;18;1;(patch 16 165);1;8;1;74.384
10;0.0283;59;8;(patch 221 35);5;5;5;329.579
10;0.0283;77;5;(patch 105 250);4;16;4;201.243
10;0.0283;17;1;(patch 53 135);1;14;1;89.667
10;0.0283;68;3;(patch 164 70);2;5;2;123.363
10;0.0283;23;1;(patch 9 174);1;10;1;82.184
10;0.0283;1;2;(patch 190 37);2;12;2;79.344
10;0.0283;3;4;(patch 154 277);5;11;5;54.43
10;0.0283;69;3;(patch 156 80);2;8;2;159.319
10;0.0283;46;7;(patch 60 249);1;16;1;98.007
10;0.03;2;3;(patch 124 82);3;16;3;151.61
10;0.03;64;3;(patch 161 39);2;15;2;184
10;0.03;79;5;(patch 186 15);5;16;5;215.253
10;0.03;17;1;(patch 56 135);1;13;1;92.667
10;0.03;4;5;(patch 127 69);3;12;3;201.047
10;0.03;20;1;(patch 27 139);1;12;1;66.088
10;0.03;18;1;(patch 15 169);1;10;1;78.384
10;0.03;30;2;(patch 161 68);2;15;2;90.988
10;0.03;48;7;(patch 294 238);1;16;1;130.371
10;0.03;23;1;(patch 9 180);1;5;1;88.184
10;0.03;71;5;(patch 163 261);5;14;5;203.149
10;0.03;29;2;(patch 157 64);2;5;2;88.136
10;0.03;38;6;(patch 294 98);6;14;6;103.684
10;0.03;19;1;(patch 12 175);1;14;1;75.572
10;0.03;14;4;(patch 131 274);4;12;4;70.144
10;0.03;21;1;(patch 24 147);1;13;1;66.262
10;0.03;9;4;(patch 186 260);5;7;5;67.152
10;0.03;57;8;(patch 153 262);4;13;4;393.142
10;0.03;69;3;(patch 159 77);2;6;2;163.319
10;0.03;46;7;(patch 57 247);1;14;1;102.007
10;0.03;49;7;(patch 17 265);1;16;1;107.038
10;0.03;53;8;(patch 268 22);5;16;5;375.861
10;0.03;72;5;(patch 83 54);3;11;3;230
10;0.03;24;1;(patch 20 118);1;16;1;96.492
10;0.03;45;7;(patch 294 0);5;16;5;117.385
10;0.03;37;6;(patch 285 73);6;10;6;135.302
10;0.03;63;3;(patch 147 44);2;11;2;150.548
10;0.03;22;1;(patch 38 175);1;16;1;77.302
10;0.03;26;2;(patch 185 31);2;9;2;77
10;0.03;68;3;(patch 156 64);2;15;2;133.363
10;0.0317;77;5;(patch 117 257);4;15;4;215.148
10;0.0317;29;2;(patch 158 68);2;8;2;92.136
10;0.0317;7;8;(patch 250 286);5;16;5;447.664
10;0.0317;23;1;(patch 15 179);1;14;1;94.184
10;0.0317;3;4;(patch 154 272);5;8;5;60.844
10;0.0317;55;8;(patch 183 85);6;14;6;463.319
10;0.0317;49;7;(patch 25 269);1;8;1;116.038
10;0.0317;1;2;(patch 184 40);2;15;2;86.278
10;0.0317;0;1;(patch 24 150);1;16;1;76.246
10;0.0317;4;5;(patch 115 57);3;14;3;218.047
10;0.0317;54;8;(patch 86 219);4;14;4;498.612
10;0.0317;38;6;(patch 291 90);6;4;6;111.684
10;0.0317;46;7;(patch 58 254);1;15;1;109.007
10;0.0317;17;1;(patch 53 138);1;11;1;96.667
10;0.0317;59;8;(patch 212 67);6;16;6;364.171
10;0.0317;16;4;(patch 79 256);4;14;4;66.632
10;0.0317;44;7;(patch 46 279);1;16;1;116.995
10;0.0317;69;3;(patch 154 89);2;9;2;176.319
10;0.0317;19;1;(patch 7 175);1;8;1;80.572
10;0.0317;64;3;(patch 160 43);2;4;2;188
10;0.0317;68;3;(patch 148 62);2;12;2;141.363
10;0.0317;30;2;(patch 156 69);2;13;2;95.988
10;0.0317;2;3;(patch 115 77);3;9;3;161.61
10;0.0317;25;1;(patch 14 159);1;15;1;79.36
10;0.0333;22;1;(patch 35 175);1;16;1;80.78
10;0.0333;4;5;(patch 106 67);3;11;3;231.047
10;0.0333;29;2;(patch 164 66);2;8;2;98.136
10;0.0333;20;1;(patch 29 141);1;13;1;68.749
10;0.0333;57;8;(patch 128 249);4;16;4;422.18
10;0.0333;45;7;(patch 292 6);5;15;5;123.716
10;0.0333;37;6;(patch 280 77);6;14;6;142.236
10;0.0333;71;5;(patch 167 242);5;10;5;223.953
10;0.0333;25;1;(patch 12 154);1;8;1;84.36
10;0.0333;69;3;(patch 144 93);2;15;2;186.319
10;0.0333;1;2;(patch 180 40);2;14;2;90.278
10;0.0333;26;2;(patch 175 38);2;15;2;90.13
10;0.0333;7;8;(patch 284 292);5;5;5;482.664
10;0.0333;53;8;(patch 282 297);5;16;5;404.809
10;0.0333;17;1;(patch 54 142);1;13;1;100.667
10;0.0333;44;7;(patch 47 273);1;11;1;122.995
10;0.0333;21;1;(patch 15 155);1;13;1;78.706
10;0.0333;48;7;(patch 2 232);1;15;1;140.378
10;0.0333;24;1;(patch 26 122);1;16;1;104.464
10;0.0333;74;5;(patch 119 72);3;13;3;236
10;0.0333;9;4;(patch 191 270);5;16;5;78.879
10;0.0333;30;2;(patch 160 68);2;7;2;99.988
10;0.0333;68;3;(patch 151 53);2;6;2;151.363
10;0.0333;76;5;(patch 133 262);4;12;4;250.818
10;0.0333;14;4;(patch 137 270);4;11;4;77.443
10;0.0333;46;7;(patch 57 248);1;10;1;115.007
10;0.0333;23;1;(patch 9 177);1;11;1;100.184
10;0.0333;18;1;(patch 21 171);1;15;1;85.253
10;0.035;45;7;(patch 290 11);5;13;5;128.716
10;0.035;9;4;(patch 191 273);5;6;5;81.879
10;0.035;25;1;(patch 11 150);1;8;1;89.36
10;0.035;53;8;(patch 1 276);5;11;5;432.809
10;0.035;59;8;(patch 227 43);6;14;6;394.446
10;0.035;26;2;(patch 173 38);2;11;2;92.13
10;0.035;0;1;(patch 21 143);1;16;1;84.133
10;0.035;38;6;(patch 297 98);6;16;6;122.937
10;0.035;54;8;(patch 99 240);4;14;4;523.408
10;0.035;29;2;(patch 166 72);2;5;2;104.136
10;0.035;69;3;(patch 142 98);2;8;2;192.319
10;0.035;48;7;(patch 10 240);1;11;1;151.378
10;0.035;23;1;(patch 7 175);1;7;1;103.184
10;0.035;1;2;(patch 183 30);2;10;2;100.278
10;0.035;49;7;(patch 33 276);1;16;1;126.579
10;0.035;7;8;(patch 288 22);5;9;5;512.664
10;0.035;77;5;(patch 128 260);4;15;4;228.435
10;0.035;64;3;(patch 153 55);2;16;2;202.515
10;0.035;16;4;(patch 75 247);4;16;4;77.611
10;0.035;71;5;(patch 172 232);5;10;5;234.953
10;0.035;22;1;(patch 36 173);1;10;1;82.78
10;0.035;72;5;(patch 84 57);3;14;3;261
10;0.035;3;4;(patch 154 266);5;15;5;67.153
10;0.035;30;2;(patch 162 65);2;11;2;103.988
10;0.035;2;3;(patch 109 72);3;13;3;170.42
10;0.035;32;2;(patch 184 26);2;14;2;109.169
10;0.035;19;1;(patch 5 181);1;16;1;86.694
10;0.0367;53;8;(patch 283 262);5;16;5;455.809
10;0.0367;17;1;(patch 52 153);1;15;1;112.105
10;0.0367;74;5;(patch 121 56);3;15;3;254.744
10;0.0367;46;7;(patch 60 240);1;15;1;123.477
10;0.0367;49;7;(patch 35 271);1;9;1;131.579
10;0.0367;19;1;(patch 8 178);1;9;1;90.694
10;0.0367;22;1;(patch 43 171);1;9;1;90.78
10;0.0367;30;2;(patch 164 61);2;15;2;107.988
10;0.0367;47;7;(patch 20 288);1;13;1;141.567
10;0.0367;55;8;(patch 212 25);5;9;5;549.319
10;0.0367;63;3;(patch 167 38);2;15;2;191.581
10;0.0367;18;1;(patch 28 174);1;13;1;93.429
10;0.0367;57;8;(patch 147 267);4;5;4;449.735
10;0.0367;54;8;(patch 103 220);4;14;4;543.408
10;0.0367;4;5;(patch 93 57);3;16;3;249.693
10;0.0367;2;3;(patch 111 77);3;7;3;175.42
10;0.0367;21;1;(patch 14 153);1;10;1;81.027
10;0.0367;26;2;(patch 169 42);2;5;2;98.13
10;0.0367;45;7;(patch 284 15);5;12;5;135.716
10;0.0367;29;2;(patch 172 69);2;8;2;111.136
10;0.0367;37;6;(patch 275 71);6;15;6;150.575
10;0.0367;68;3;(patch 149 67);2;15;2;165.897
10;0.0367;24;1;(patch 32 123);1;16;1;111.307
10;0.0367;20;1;(patch 27 150);1;13;1;78.538
10;0.0367;76;5;(patch 128 271);4;14;4;261.764
10;0.0367;9;4;(patch 188 278);5;7;5;87.879
10;0.0367;69;3;(patch 138 92);2;7;2;200.319
10;0.0367;48;7;(patch 16 233);1;12;1;160.378
10;0.0383;45;7;(patch 279 12);5;14;5;141.716
10;0.0383;75;5;(patch 184 24);5;11;5;267.139
